Date,WORLD SMALL CAP
2000-12,100.0
2001-01,104.71403489093004
2001-02,102.82787011592592
2001-03,101.12164914868647
2001-04,108.82422873369921
2001-05,115.12284757973755
2001-06,115.01503462411925
2001-07,107.60213161090951
2001-08,103.44071723974308
2001-09,89.67510443602058
2001-10,96.74750731741582
2001-11,103.470813352178
2001-12,106.7388716494629
2002-01,108.13827540978728
2002-02,106.71536864492009
2002-03,114.09678620861409
2002-04,112.24721905247766
2002-05,107.99321846094752
2002-06,96.87248686670965
2002-07,86.98685180894286
2002-08,86.56133697334235
2002-09,79.42534496894335
2002-10,80.22540883504733
2002-11,84.38279394307075
2002-12,76.35523221611967
2003-01,73.3218115517953
2003-02,71.76569774583811
2003-03,71.0641216690214
2003-04,76.67753930121006
2003-05,80.36686322679473
2003-06,85.00479186914708
2003-07,90.21428430797299
2003-08,98.28870912280422
2003-09,94.4091288774956
2003-10,102.92550666133755
2003-11,101.6142204745848
2003-12,100.63392690387931
2004-01,106.57371445503243
2004-02,108.76334790131317
2004-03,113.09439306312707
2004-04,110.69144828790915
2004-05,109.17062721390268
2004-06,114.46178934448056
2004-07,109.72495142819541
2004-08,108.57382120837451
2004-09,110.15138982901985
2004-10,110.70113754455406
2004-11,114.41775033927838
2004-12,116.48893445120376
2005-01,119.93250436701022
2005-02,121.60695573076777
2005-03,121.38544314354878
2005-04,117.41994981422525
2005-05,126.61015089778779
2005-06,132.96937159086957
2005-07,139.40845518930917
2005-08,139.09840409369673
2005-09,145.52126198399614
2005-10,141.6019754260632
2005-11,149.73266205397917
2005-12,155.82081591249445
2006-01,162.8242170336911
2006-02,164.5260033684251
2006-03,169.7036504506904
2006-04,167.3338267309139
2006-05,154.95906273695692
2006-06,153.2749401401891
2006-07,149.2999266630183
2006-08,153.02987408313
2006-09,155.19570676225194
2006-10,160.80238423707456
2006-11,160.24232260265725
2006-12,163.855690802008
2007-01,169.30941452908826
2007-02,167.86955119677788
2007-03,170.7975938617314
2007-04,172.07655387506338
2007-05,179.04912798619216
2007-06,177.07452616342795
2007-07,168.91578807107817
2007-08,164.81342688928632
2007-09,161.31310671023402
2007-10,166.34189179280938
2007-11,151.56860809446079
2007-12,149.44653188050475
2008-01,135.8895131357435
2008-02,133.6330731524936
2008-03,126.80349298952129
2008-04,134.33072629718353
2008-05,139.50303652040628
2008-06,126.54778159331137
2008-07,125.52290163199905
2008-08,132.97185415978518
2008-09,120.89857006563983
2008-10,103.63382396790094
2008-11,94.79296005735694
2008-12,91.79642291244821
2009-01,91.97857439470958
2009-02,83.15749747593355
2009-03,86.1504428303332
2009-04,100.63754650705694
2009-05,102.47377560944147
2009-06,104.62057061969996
2009-07,112.62403679948086
2009-08,118.08222518553637
2009-09,122.79489910679612
2009-10,116.87506824860552
2009-11,117.60270947946718
2009-12,128.73634657401854
2010-01,129.70398011640444
2010-02,135.19647729392807
2010-03,146.94258123219055
2010-04,155.34494196517693
2010-05,152.2273086748051
2010-06,145.44718680069704
2010-07,147.3939486175541
2010-08,144.1718912724381
2010-09,149.72024084506194
2010-10,152.89722119123016
2010-11,164.11902110065338
2010-12,174.26068082180606
2011-01,172.07488009622804
2011-02,177.74989017930696
2011-03,175.1230409705396
2011-04,173.9041408164679
2011-05,175.8782358138614
2011-06,170.6716712812575
2011-07,168.2178115920138
2011-08,154.07745275551608
2011-09,146.85017359551128
2011-10,157.98741818832193
2011-11,159.81138872304354
2011-12,164.4099286360757
2012-01,175.37729224437442
2012-02,179.46410417134945
2012-03,182.09803449710716
2012-04,181.97415058360494
2012-05,177.5175130005603
2012-06,179.29475712470946
2012-07,184.52491534196892
2012-08,186.26613151402347
2012-09,188.97497491919714
2012-10,186.56590580025468
2012-11,187.7885564891224
2012-12,191.25342862197806
2013-01,196.61358568176811
2013-02,205.8580274637149
2013-03,216.9109377935451
2013-04,213.9398797144885
2013-05,219.9815401587812
2013-06,214.71120440843544
2013-07,223.74960907928394
2013-08,221.04483684537738
2013-09,230.29044637983574
2013-10,236.3917449912789
2013-11,240.38731021509693
2013-12,243.2342049404159
