Date,EM EUROPE SMALL CAP
1998-12,120.07125092553285
1999-01,118.38960715126858
1999-02,122.68322067927517
1999-03,139.22383648925813
1999-04,148.1331310280775
1999-05,161.82009011969342
1999-06,163.90761787527717
1999-07,167.5569763448004
1999-08,161.9019509151052
1999-09,159.41081435342318
1999-10,163.70935762258316
1999-11,186.6381547450214
1999-12,258.72200756386104
2000-01,313.2666419174481
2000-02,299.91397001957245
2000-03,316.53932046841794
2000-04,349.4232229019282
2000-05,309.343750272466
2000-06,279.8653674931725
2000-07,288.0824991203236
2000-08,301.7549212502992
2000-09,267.04756204756575
2000-10,287.7566223173776
2000-11,226.07453779074913
2000-12,220.15374959227856
2001-01,226.5953250464646
2001-02,175.0389758607172
2001-03,178.51020521731917
2001-04,204.4357228657081
2001-05,203.79772275320758
2001-06,201.02678867203545
2001-07,179.34302936459716
2001-08,174.3849317510618
2001-09,148.2257619444989
2001-10,172.1574870568123
2001-11,201.43001501320128
2001-12,213.54531233734727
2002-01,247.86784734220993
2002-02,228.10630472142785
2002-03,244.92507506402188
2002-04,244.888981204614
2002-05,224.2037760084459
2002-06,193.14985810799422
2002-07,184.12633748819394
2002-08,184.22233037199314
2002-09,178.6550513124976
2002-10,197.35065547606763
2002-11,223.4153936545275
2002-12,191.69377943261836
2003-01,187.67819930725005
2003-02,196.5043738953662
2003-03,182.44845655402858
2003-04,209.47072603557208
2003-05,218.69938441332081
2003-06,222.51579208055668
2003-07,231.91017545279604
2003-08,273.0341339892846
2003-09,262.695283087929
2003-10,274.1372560938088
2003-11,261.6050177460612
2003-12,294.28691566509843
2004-01,299.4585164604894
2004-02,323.1290235289209
2004-03,342.354892676986
2004-04,321.48144783879064
2004-05,299.81085937420727
2004-06,310.493761182424
2004-07,311.7409945467772
2004-08,322.3256572043288
2004-09,338.77271250183566
2004-10,331.86719993789103
2004-11,321.7342195467308
2004-12,344.29825077416143
2005-01,376.44882261746665
2005-02,405.6962559729861
2005-03,368.67523145541867
2005-04,341.1529524343909
2005-05,373.8748355087449
2005-06,401.6703239118126
2005-07,435.00450911297287
2005-08,464.8355643904689
2005-09,523.9423096916182
2005-10,505.052295259486
2005-11,561.8290502235465
2005-12,602.6057624757011
2006-01,666.5547638275749
2006-02,747.7769668512958
2006-03,715.1347906562822
2006-04,731.0788718906985
2006-05,598.5634458776871
2006-06,568.053342050533
2006-07,639.3057285179272
2006-08,650.3219604386096
2006-09,674.1751208867908
2006-10,731.4013398259137
2006-11,753.3908733006657
2006-12,801.2173405252753
2007-01,842.0724841443492
2007-02,842.0030444719899
2007-03,917.4086134961374
2007-04,952.2257074751509
2007-05,1000.0
2007-06,1036.0836020618178
2007-07,1016.3769099110408
2007-08,961.1709986105155
2007-09,986.8833169229571
2007-10,1012.1924649865723
2007-11,932.5988562290818
2007-12,960.5743338227384
2008-01,813.1688588337146
2008-02,812.5269201522702
2008-03,739.7935732649852
2008-04,761.6810459997503
2008-05,755.6368945573743
2008-06,676.9574925418359
2008-07,682.5237517671574
2008-08,666.2524524806291
2008-09,542.6527866781669
2008-10,358.2087415907402
2008-11,318.3785366684142
2008-12,282.4121127900808
2009-01,263.6825166503396
2009-02,242.44901895375855
2009-03,271.2499843026462
2009-04,353.007865401775
2009-05,395.1712060052663
2009-06,429.34982555379065
2009-07,487.3929493306008
2009-08,558.0849153068689
2009-09,570.1748659990235
2009-10,558.2372996331454
2009-11,544.9691942786507
2009-12,617.664230953832
2010-01,677.5074616846789
2010-02,653.1758045993098
2010-03,757.0431204607734
2010-04,803.1315650121907
2010-05,722.9027230629299
2010-06,701.8824432962473
2010-07,744.4791172033074
2010-08,769.7308224093927
2010-09,806.1224078203886
2010-10,832.0523772309897
2010-11,836.8879963298031
2010-12,877.4892592671213
2011-01,862.2310761617892
2011-02,853.0876035535231
2011-03,883.8870255844756
2011-04,911.1981034379735
2011-05,846.9611694168383
2011-06,817.6633091303834
2011-07,779.7773331056761
2011-08,644.472854001687
2011-09,596.5692317485158
2011-10,628.0654348157893
2011-11,582.7432269775557
2011-12,552.1516050015734
2012-01,636.0815173791299
2012-02,675.0187072152373
2012-03,678.5696309913864
2012-04,680.0927477837403
2012-05,606.7726726898164
2012-06,646.3979142583341
2012-07,677.4083888340957
2012-08,664.9763510112923
2012-09,681.4235326146007
2012-10,684.4111987872196
2012-11,700.7200241522477
2012-12,740.7634222185238
2013-01,750.2366798834776
2013-02,756.8118927576893
2013-03,767.7069313165604
2013-04,757.7599339010483
2013-05,765.5466597596115
2013-06,688.7157373608695
2013-07,689.4339529495649
2013-08,638.2681905206874
2013-09,684.7649613246376
2013-10,726.5442878208537
2013-11,733.5285472816676
2013-12,678.4231737634383
2014-01,642.9988707496047
2014-02,669.1843298598963
2014-03,665.743865920074
2014-04,678.9947704046726
2014-05,700.7532595335489
2014-06,703.1785817256841
2014-07,689.4688108596177
2014-08,690.2766780469927
2014-09,670.1236144459838
2014-10,663.4047009981143
2014-11,666.2584939255335
2014-12,607.3369861886769
2015-01,650.7107434426065
2015-02,693.1267668529521
2015-03,678.4089850457065
2015-04,701.8238450034305
2015-05,699.6655308851562
2015-06,661.0153142530575
2015-07,658.9796292030849
2015-08,596.5422748074988
2015-09,598.8102198700942
2015-10,635.5022510523735
2015-11,631.1310040273454
2015-12,600.9511045591335
2016-01,567.6706595022251
2016-02,582.5360864428587
2016-03,636.5813952504734
2016-04,655.2527627395804
2016-05,639.7635067286233
2016-06,635.437526359497
2016-07,648.552024502256
2016-08,690.9243167625491
2016-09,706.3355177132875
2016-10,737.2515842539561
2016-11,737.37156485254
2016-12,779.6834482426609
2017-01,808.7599054946869
2017-02,840.1282084326838
2017-03,854.7673298512643
2017-04,881.3377168733292
2017-05,891.34433209174
2017-06,914.9926975867297
2017-07,938.8486671587018
2017-08,957.58392699677
2017-09,934.9983654043764
2017-10,937.8516337499572
2017-11,878.7539382987698
2017-12,924.8176745878033
2018-01,955.3368727046527
2018-02,929.498356139685
2018-03,903.709470064657
2018-04,873.0881901135758
2018-05,834.9900629612656
2018-06,797.9076215041789
2018-07,794.4099702161819
2018-08,717.215963053061
2018-09,728.4308209325978
2018-10,695.5723470801986
2018-11,732.3382873098074
2018-12,698.7679843570961
2019-01,758.1432848606627
2019-02,792.7234425600458
2019-03,762.5553239837465
2019-04,781.6365276207948
2019-05,794.4575910129663
2019-06,848.2100070469021
2019-07,882.5334881944772
2019-08,847.0284343911447
2019-09,860.2587769871172
2019-10,849.0147122059984
2019-11,889.3521058747933
2019-12,918.1824251284825
2020-01,943.4585511314036
2020-02,806.3186607467998
2020-03,640.7285126921231
2020-04,722.8773912364594
2020-05,764.5158362324665
2020-06,816.6437572818278
2020-07,798.4422349781854
2020-08,797.0357549127698
2020-09,789.6970543572972
2020-10,717.1402533711574
2020-11,893.9742047684734
2020-12,991.3584321946204
2021-01,1029.6814246078643
2021-02,1090.6007114286824
2021-03,1081.311096563389
2021-04,1123.2870127897402
2021-05,1139.5393222288455
2021-06,1117.6829992619785
2021-07,1133.2810525812552
2021-08,1199.6611004608908
2021-09,1152.2107985178454
2021-10,1209.7213197637584
2021-11,1098.4438986251273
2021-12,1104.2884952625263
2022-01,1115.9351944196326
2022-02,924.5504848495547
2022-03,877.0801939364135
2022-04,922.5832329131089
2022-05,908.905398333431
2022-06,864.5615226951286
2022-07,888.4545876844454
2022-08,940.1411807895702
2022-09,895.1752454585915
2022-10,1025.6174853267376
2022-11,1197.0203397187129
2022-12,1267.6102790746988
2023-01,1236.4905363000782
2023-02,1293.0524778782537
2023-03,1167.6321854103353
2023-04,1180.9740338199836
2023-05,1230.2373026753974
2023-06,1213.5899544502522
2023-07,1415.7660711251986
