Date,ACWI ex USA SMALL CAP
2009-07,643.0863070672923
2009-08,674.521868212861
2009-09,703.1995736760755
2009-10,689.3192354570996
2009-11,688.7997298736896
2009-12,738.7981684316179
2010-01,748.2889316156146
2010-02,759.2791359352618
2010-03,825.5777735155483
2010-04,858.1032139608781
2010-05,822.0686588167079
2010-06,820.8583910894134
2010-07,835.5389673096447
2010-08,840.397906297959
2010-09,872.8499021829317
2010-10,892.9696311582143
2010-11,929.5668743111445
2010-12,992.2235290767293
2011-01,967.5358988798798
2011-02,973.0351952849318
2011-03,956.0358772754631
2011-04,959.2154954983127
2011-05,962.3521657077547
2011-06,933.9280462705689
2011-07,942.6668689025472
2011-08,859.7532699165358
2011-09,807.7715471059885
2011-10,842.8913023911708
2011-11,823.4183425969285
2011-12,838.647273051182
2012-01,905.0129232036322
2012-02,942.1897246287007
2012-03,935.0216102072163
2012-04,933.3483174876858
2012-05,888.5272619514637
2012-06,895.0772311386702
2012-07,927.7664398376251
2012-08,931.496167396641
2012-09,959.1988001709336
2012-10,952.8227088958859
2012-11,956.9591006390413
2012-12,982.3019575807614
2013-01,995.4869959369332
2013-02,1039.222502460912
2013-03,1075.2074263894783
2013-04,1076.0387663389524
2013-05,1073.9226610163362
2013-06,1016.7895537315784
2013-07,1045.0619358996594
2013-08,1043.5510724753456
2013-09,1098.0639849194858
2013-10,1127.24192676989
2013-11,1122.802633788801
2013-12,1129.0773566518008
2014-01,1131.607293001219
2014-02,1164.4101368125234
2014-03,1168.9679981876284
2014-04,1160.441081461914
2014-05,1198.9454621273646
2014-06,1221.3161857354023
2014-07,1226.4987444861954
2014-08,1255.0208418062446
2014-09,1234.6961591348297
2014-10,1215.6662791086328
2014-11,1216.7769198526125
2014-12,1238.3581681832231
2015-01,1323.1439558545956
2015-02,1403.9534833197804
2015-03,1451.1184389257614
2015-04,1474.4678008205842
2015-05,1516.3693379830831
2015-06,1459.7213718828448
2015-07,1444.4353552361567
2015-08,1345.0960096956367
2015-09,1312.130172817931
2015-10,1404.6236302081631
2015-11,1458.7893851704462
2015-12,1420.1456340173995
2016-01,1316.4860244074346
2016-02,1315.6245769067218
2016-03,1364.051269868861
2016-04,1395.7520667002839
2016-05,1427.5611964302161
2016-06,1389.1118443426658
2016-07,1457.1928835444442
2016-08,1459.8786992385258
2016-09,1483.100606050801
2016-10,1480.5216748501384
2016-11,1484.6720522111848
2016-12,1525.2992484870076
2017-01,1545.8599658902665
2017-02,1613.822915059997
2017-03,1637.5086053460188
2017-04,1657.3063381115742
2017-05,1649.638435544673
2017-06,1633.9135291587634
2017-07,1636.9421581705924
2017-08,1641.2078927043062
2017-09,1686.5264347788798
2017-10,1743.5968323406246
2017-11,1729.066484738637
2017-12,1770.1280376509467
2018-01,1790.298837787164
2018-02,1756.8429340279677
2018-03,1723.4887058608265
2018-04,1775.634147418769
2018-05,1820.4067368371716
2018-06,1771.1440626685976
2018-07,1780.223600815827
2018-08,1773.2123099578153
2018-09,1755.0063753849697
2018-10,1624.2787721064412
2018-11,1629.6584949492126
2018-12,1526.8193536771664
2019-01,1640.3634669262099
2019-02,1687.8222476537842
2019-03,1715.3637949219894
2019-04,1757.5604780446743
2019-05,1677.7561820104916
2019-06,1714.9324883263168
2019-07,1742.9062842292847
2019-08,1711.7775615764563
2019-09,1771.8831607053182
2019-10,1801.8295604302375
2019-11,1853.896754260651
2019-12,1911.425245819856
2020-01,1875.8294195265278
2020-02,1718.6145030352338
2020-03,1389.5419455443239
2020-04,1561.8199022582794
2020-05,1631.78594799516
2020-06,1669.4282547633165
2020-07,1665.5218070985331
2020-08,1755.5308244279674
2020-09,1768.443858639286
2020-10,1733.2707669853478
2020-11,1921.6840614472565
2020-12,2010.785998048551
2021-01,2021.723928348975
2021-02,2097.0365901397486
2021-03,2210.8534417272394
2021-04,2258.639742534902
2021-05,2276.5235403090555
2021-06,2333.3437442912486
2021-07,2352.786544996082
2021-08,2418.736883334057
2021-09,2389.735228689743
2021-10,2431.3140373195374
2021-11,2376.277261117606
2021-12,2452.5321054663477
2022-01,2332.7654152138866
2022-02,2298.4353526038994
2022-03,2345.5821563995387
2022-04,2315.615001184346
2022-05,2261.1845287700803
2022-06,2062.4362366092187
2022-07,2237.8282535361395
2022-08,2210.393926060239
2022-09,2019.4725630176192
2022-10,2066.9502905878335
2022-11,2174.1651054304452
2022-12,2101.9597244185156
2023-01,2214.4944036044203
2023-02,2210.2894044406794
2023-03,2164.1581532440987
2023-04,2162.481776336266
2023-05,2179.0672690880265
2023-06,2203.5681949213813
2023-07,2292.239001947043
