Date,ACWI ex USA SMALL CAP
1998-12,350.5360567134341
1999-01,360.1132324903306
1999-02,370.0511982907379
1999-03,397.38818319271013
1999-04,435.34884792880774
1999-05,433.66837495015784
1999-06,467.23330803515336
1999-07,466.97946610615816
1999-08,487.4555019477459
1999-09,488.03883154087777
1999-10,492.37676166195376
1999-11,525.0829756083499
1999-12,545.627219323784
2000-01,565.7742068674322
2000-02,591.5622711483446
2000-03,593.9439653535131
2000-04,569.6482487734526
2000-05,551.4599978313646
2000-06,558.3467171756348
2000-07,550.7139496578716
2000-08,587.9577721983004
2000-09,564.2721657174287
2000-10,539.8426295668697
2000-11,506.4838122348883
2000-12,478.25434068522
2001-01,494.4458611044297
2001-02,484.0790961564757
2001-03,466.1030930920987
2001-04,491.1656788644582
2001-05,515.5677551983681
2001-06,496.90518577903674
2001-07,462.4685413877687
2001-08,447.6964636802534
2001-09,391.229875521201
2001-10,412.09816757072156
2001-11,430.29006458686973
2001-12,431.8192511764007
2002-01,443.9906619829142
2002-02,448.0053494727747
2002-03,469.2614990971516
2002-04,468.16411524487637
2002-05,468.14792192545747
2002-06,423.63576392926274
2002-07,392.1542271572907
2002-08,389.01722622273945
2002-09,351.01671957557227
2002-10,355.7792301177793
2002-11,369.24547533398504
2002-12,346.4934698307555
2003-01,334.96692879005195
2003-02,329.3072654637462
2003-03,322.188262109555
2003-04,344.8702379222784
2003-05,357.3818774402157
2003-06,381.487754329593
2003-07,402.7899111261809
2003-08,434.2113741557914
2003-09,429.91622004365
2003-10,462.75001583915963
2003-11,452.310421751576
2003-12,455.9578210974169
2004-01,480.63238552327226
2004-02,496.76627002901114
2004-03,520.5221649587868
2004-04,515.8671253964961
2004-05,500.4457989367207
2004-06,522.3228428310589
2004-07,507.2449465174086
2004-08,506.93236201145277
2004-09,513.4592752090455
2004-10,516.1260731298153
2004-11,533.2498411369103
2004-12,548.697088038801
2005-01,579.4976460838676
2005-02,596.042290743269
2005-03,593.379763666679
2005-04,579.4527075068336
2005-05,608.5503316602395
2005-06,636.6266165138137
2005-07,659.781174133888
2005-08,669.148278018949
2005-09,711.7660719733182
2005-10,690.6769232696887
2005-11,729.4373884326621
2005-12,777.8387962598936
2006-01,812.2222165383389
2006-02,825.8468092103333
2006-03,847.4164635806223
2006-04,857.2193000488717
2006-05,796.3373999892307
2006-06,780.6733116685651
2006-07,774.6368624594517
2006-08,796.4305750578676
2006-09,810.548349669463
2006-10,839.790373074849
2006-11,850.5613969026198
2006-12,885.1887789999012
2007-01,911.2863298579963
2007-02,912.7549036807961
2007-03,940.8359241231249
2007-04,959.9314583302008
2007-05,1000.0
2007-06,999.3876086569541
2007-07,995.7334986644346
2007-08,954.9745009426437
2007-09,951.6630772275743
2007-10,990.4398825048792
2007-11,901.2184156783323
2007-12,887.0969715284998
2008-01,784.9558029288914
2008-02,804.6563182444232
2008-03,754.8478497985645
2008-04,790.9070800276393
2008-05,801.9475039609597
2008-06,723.227421596874
2008-07,698.0435074385944
2008-08,707.1557704842894
2008-09,606.8019712659773
2008-10,499.0119424361668
2008-11,473.73001213666834
2008-12,466.402776521911
2009-01,476.17941994820586
2009-02,441.66952369498284
2009-03,456.6176182211258
2009-04,535.2723568880042
2009-05,585.1131949597294
2009-06,595.7954679365205
