Date,EAFE ex ISRAEL SMALL CAP
2010-05,1029.8948981527717
2010-06,1027.9048064474082
2010-07,1050.198431351127
2010-08,1045.1117882005929
2010-09,1083.9469064921695
2010-10,1105.4636707898474
2010-11,1138.361238812973
2010-12,1233.2712366598148
2011-01,1217.2298165138918
2011-02,1235.9325747154564
2011-03,1201.5486712344466
2011-04,1210.845141137789
2011-05,1219.3810743145007
2011-06,1189.6728013353777
2011-07,1187.8169708357009
2011-08,1089.3996827961953
2011-09,1048.0507060242928
2011-10,1080.3131196507875
2011-11,1059.1884943697628
2011-12,1077.6972469895334
2012-01,1157.2900024128178
2012-02,1201.705054534233
2012-03,1207.9807082358668
2012-04,1209.5157057044398
2012-05,1143.3270591507173
2012-06,1160.4860659646602
2012-07,1200.0283852740774
2012-08,1203.8089688110947
2012-09,1234.2349699068043
2012-10,1234.8918752453044
2012-11,1241.2128342899655
2012-12,1275.3713470533278
2013-01,1304.2089211691061
2013-02,1368.9368041838643
2013-03,1420.5509668218638
2013-04,1434.24408972448
2013-05,1425.5736464596257
2013-06,1369.5913152577857
2013-07,1421.8074181557065
2013-08,1431.5818890814126
2013-09,1520.0719261722743
2013-10,1559.9595657310265
2013-11,1564.2007567017952
2013-12,1581.8613717110704
2014-01,1592.2071328801587
2014-02,1640.6615561158992
2014-03,1636.1854855525744
2014-04,1614.1223933145045
2014-05,1664.7543191418993
2014-06,1684.6757011495165
2014-07,1683.3742724580045
2014-08,1707.489386525645
2014-09,1683.4794844633657
2014-10,1664.8588957864006
2014-11,1678.106669339346
2014-12,1720.1092796502367
2015-01,1847.9536220372795
2015-02,1979.9206648324716
2015-03,2046.7277793189478
2015-04,2052.447822354109
2015-05,2122.1535060082906
2015-06,2061.911320721419
2015-07,2096.327227990747
2015-08,1976.935962892522
2015-09,1918.2175628018244
2015-10,2054.6209651379468
2015-11,2149.6131288388083
2015-12,2106.319533107906
2016-01,1947.72434422839
2016-02,1937.3303659448252
2016-03,1996.986686746951
2016-04,2033.4487510170175
2016-05,2105.0611168555147
2016-06,1998.2382433934617
2016-07,2106.5298252973166
2016-08,2101.600407727709
2016-09,2146.731818577192
2016-10,2138.2676651595966
2016-11,2145.4699724425345
2016-12,2220.7316447406665
2017-01,2243.2335565253816
2017-02,2331.5067130308526
2017-03,2363.866399769974
2017-04,2422.8270850342333
2017-05,2434.9941337089613
2017-06,2401.6739662922187
2017-07,2409.548214228362
2017-08,2409.275279009484
2017-09,2492.7695945636615
2017-10,2572.0445183523593
2017-11,2552.3084586550344
2017-12,2603.7155421465736
2018-01,2638.588975433242
2018-02,2599.322395197248
2018-03,2550.804475051978
2018-04,2634.8103703671813
2018-05,2701.1853402655884
2018-06,2649.6338502005146
2018-07,2661.095982143025
2018-08,2649.1510765986923
2018-09,2634.698372210571
2018-10,2440.0987340952197
2018-11,2423.237879683399
2018-12,2245.549114591153
2019-01,2417.1191156074688
2019-02,2489.1324089122486
2019-03,2530.6398074651875
2019-04,2611.8617812925518
2019-05,2488.1384996042407
2019-06,2539.2001883311877
2019-07,2576.8864922824678
2019-08,2540.5811092132167
2019-09,2638.482100354421
2019-10,2697.636853554353
2019-11,2788.556037411513
2019-12,2860.939234208421
2020-01,2812.484392655054
2020-02,2557.3122977800945
2020-03,2122.566346178042
2020-04,2347.198211563399
2020-05,2480.888277486188
2020-06,2495.6210929614717
2020-07,2448.6633749121847
2020-08,2601.6867359929433
2020-09,2637.3143014496795
2020-10,2559.468729358008
2020-11,2834.3987911757035
2020-12,2961.0016764192255
2021-01,2970.8573995130037
2021-02,3053.6612985250667
2021-03,3225.2216892716374
2021-04,3274.962462178609
2021-05,3289.9741392219144
2021-06,3332.9681666509123
2021-07,3392.354881182013
2021-08,3506.5406358896616
2021-09,3440.339555316847
2021-10,3494.5749257186485
2021-11,3384.6983354972726
2021-12,3496.0837920765666
2022-01,3281.484698114626
2022-02,3233.2526988138293
2022-03,3263.1473110489515
2022-04,3205.8128313622833
2022-05,3145.8935859866997
2022-06,2869.2508206846514
2022-07,3134.257744130738
2022-08,3026.517086668728
2022-09,2755.792538131283
2022-10,2849.2003694867594
2022-11,3015.046766492664
2022-12,2949.1915862085048
2023-01,3117.5704825474745
2023-02,3132.2195422708455
2023-03,3054.14522600668
2023-04,3070.751567442277
2023-05,3046.799038911233
2023-06,3063.766096704697
2023-07,3163.5450325331617
