Date,EFM (EMERGING + FRONTIER MKTS) SMALL CAP
2010-11,1000.0
2010-12,1024.4989301108342
2011-01,971.225229390882
2011-02,922.4127170296264
2011-03,937.2800516527709
2011-04,935.9067850244908
2011-05,935.5924018031642
2011-06,908.5046717260391
2011-07,933.2470500992844
2011-08,830.8952696774361
2011-09,754.4534528193885
2011-10,791.6607828446577
2011-11,754.7965327496936
2011-12,771.7899126197467
2012-01,841.2902938986958
2012-02,896.404130866779
2012-03,873.3494087107556
2012-04,864.5512450945652
2012-05,844.2759451426283
2012-06,844.3153462504869
2012-07,868.5235664176607
2012-08,868.2976546451043
2012-09,903.1148667903507
2012-10,884.0722283750658
2012-11,894.6830504550368
2012-12,924.6443287097492
2013-01,924.9493203224121
2013-02,970.1243331685357
2013-03,991.0207139153475
2013-04,984.3238964784831
2013-05,1001.3537879097086
2013-06,915.279189111452
2013-07,902.7720871262874
2013-08,879.1843138088898
2013-09,909.6253167792272
2013-10,938.7357305311222
2013-11,924.4965868103867
2013-12,911.0676619134746
2014-01,910.1026610776981
2014-02,924.3896134696737
2014-03,944.8861319110815
2014-04,945.7610571644055
2014-05,988.7373192707652
2014-06,1003.3174347054452
2014-07,1035.1652480008092
2014-08,1076.2373198741384
2014-09,1077.5108094826385
2014-10,1066.543238545512
2014-11,1054.3033553195614
2014-12,1054.7882027243077
2015-01,1145.585621634168
2015-02,1177.6469128085716
2015-03,1227.0432750038008
2015-04,1278.4555778728345
2015-05,1312.7642580046086
2015-06,1235.3155150412897
2015-07,1154.623924014159
2015-08,1032.1292738272066
2015-09,1035.2493194389315
2015-10,1105.8316381619477
2015-11,1126.769278695275
2015-12,1096.6965120100826
2016-01,1016.690200536488
2016-02,1009.2264123849079
2016-03,1055.0388077177747
2016-04,1065.8273581154112
2016-05,1061.3434601687047
2016-06,1089.6063975640927
2016-07,1128.0952094191841
2016-08,1152.7424361426297
2016-09,1158.8089339937223
2016-10,1171.292156879815
2016-11,1157.6758632519284
2016-12,1165.1315040011737
2017-01,1192.6972650280175
2017-02,1273.810808296788
2017-03,1298.4252323223986
2017-04,1288.8529284704116
2017-05,1257.6435349996323
2017-06,1250.737926690669
2017-07,1253.4608039892532
2017-08,1266.9983512880613
2017-09,1274.9397559361278
2017-10,1337.3585306507534
2017-11,1329.8351947145557
2017-12,1368.6834821748353
2018-01,1394.7109614097512
2018-02,1366.6923770667559
2018-03,1338.4865897227487
2018-04,1360.3190602401717
2018-05,1376.5923745240787
2018-06,1289.80410328356
2018-07,1302.9468374664996
2018-08,1284.3627669768207
2018-09,1243.9819143669495
2018-10,1144.4048378526272
2018-11,1204.8848667065047
2018-12,1175.6864341784171
2019-01,1233.0099414729566
2019-02,1257.35623902927
2019-03,1285.3103389400128
2019-04,1289.992030483281
2019-05,1236.6296585097916
2019-06,1256.8772704585033
2019-07,1268.3548962190116
2019-08,1220.2544468018468
2019-09,1255.6092194895866
2019-10,1272.5104530904407
2019-11,1280.8710551957345
2019-12,1333.0988266155466
2020-01,1298.8058500986394
2020-02,1219.1659346263943
2020-03,940.1191026777103
2020-04,1070.5357581753967
2020-05,1079.589618525951
2020-06,1162.7330268469693
2020-07,1203.980048675351
2020-08,1240.4982095805112
2020-09,1246.1002865453402
2020-10,1247.8349926902263
2020-11,1382.89213415634
2020-12,1457.220545105715
2021-01,1469.9220187270635
2021-02,1557.1075650523521
2021-03,1633.1030582288727
2021-04,1690.2956675595435
2021-05,1708.0532970745653
2021-06,1803.4738063797429
2021-07,1781.4470271229952
2021-08,1813.874698169216
2021-09,1813.5008748018477
2021-10,1823.5186328218622
2021-11,1823.0234271563725
2021-12,1880.3962890974876
2022-01,1824.92192178578
2022-02,1778.7912839768255
2022-03,1842.9367375821532
2022-04,1847.2983898666005
2022-05,1787.0935476589364
2022-06,1642.1769244339969
2022-07,1730.7046939305
2022-08,1799.6988222225445
2022-09,1663.511942495971
2022-10,1645.08803392881
2022-11,1724.2296510351894
2022-12,1648.4464533796809
2023-01,1714.6563938575969
2023-02,1706.502522649073
2023-03,1682.538683410385
2023-04,1668.6743257534636
2023-05,1747.520676075847
2023-06,1784.8306561361148
2023-07,1883.7333987501486
