Date,ACWI SMALL CAP
1998-12,393.58461958003215
1999-01,409.21350961817996
1999-02,405.9535105879695
1999-03,428.47752527954214
1999-04,471.0926593542062
1999-05,475.4634932413725
1999-06,511.5105580950078
1999-07,499.047407119328
1999-08,507.2372156838741
1999-09,506.1878359418225
1999-10,515.1814567936519
1999-11,559.6954884177339
1999-12,598.4602904657658
2000-01,611.9950580571777
2000-02,671.2734023039053
2000-03,672.4443619112309
2000-04,647.5600023263656
2000-05,617.7632274256022
2000-06,641.0771205610642
2000-07,635.220283558442
2000-08,694.1473008842263
2000-09,669.1288340554345
2000-10,652.1311550143638
2000-11,592.705264674838
2000-12,574.1150333160672
2001-01,605.0832796598438
2001-02,577.4642399188888
2001-03,559.4154835329058
2001-04,596.1750842812244
2001-05,635.8973769595233
2001-06,631.3774206998318
2001-07,586.6955774231938
2001-08,557.2222628582159
2001-09,484.612443006689
2001-10,515.0251384301031
2001-11,547.4810001332227
2001-12,566.8065240114419
2002-01,581.0130778784254
2002-02,575.5113200031687
2002-03,609.5536806490443
2002-04,599.981226119237
2002-05,579.8452619371863
2002-06,517.7242084165479
2002-07,469.8886275343547
2002-08,469.2665791997544
2002-09,427.07181964140096
2002-10,437.0795573805759
2002-11,462.77276799451835
2002-12,425.84311200565736
2003-01,408.7081628831573
2003-02,399.5771043810349
2003-03,395.4588041037301
2003-04,422.3690544593693
2003-05,438.445430163279
2003-06,462.10845883721555
2003-07,490.82868582070773
2003-08,527.6334649342352
2003-09,505.10591965610325
2003-10,545.1372124311773
2003-11,541.1486492829802
2003-12,535.9765262564133
2004-01,564.073084665487
2004-02,578.1041649495122
2004-03,596.9775132866223
2004-04,586.969353757304
2004-05,579.142256285081
2004-06,603.424346054982
2004-07,581.143290413859
2004-08,577.5664619019442
2004-09,586.1472659902751
2004-10,586.7050467930636
2004-11,604.8319631252276
2004-12,617.8082204495096
2005-01,638.1909553989912
2005-02,649.3452082314792
2005-03,647.9253824233629
2005-04,628.8720624244087
2005-05,679.1989972868653
2005-06,713.2133304184551
2005-07,745.8211734598821
2005-08,740.7513337077577
2005-09,773.9735524251531
2005-10,752.3441009902165
2005-11,797.9330570302518
2005-12,825.2099299804783
2006-01,860.8739205319685
2006-02,874.4031008753351
2006-03,896.0254909418218
2006-04,886.05451266993
2006-05,825.5277735174149
2006-06,818.4278459352195
2006-07,804.4188830038141
2006-08,823.3444976660451
2006-09,838.7806672532341
2006-10,870.6881724153274
2006-11,874.9609083433393
2006-12,896.0139408381876
2007-01,927.7233674883466
2007-02,922.3953828820994
2007-03,939.4869528095572
2007-04,951.7164910592411
2007-05,1000.0
2007-06,989.8872336977093
2007-07,955.1811539194033
2007-08,941.6843715849137
2007-09,931.1206866064464
2007-10,955.8204309811294
2007-11,875.2876352091374
2007-12,866.277294945114
2008-01,784.1868406531597
2008-02,774.1099638197851
2008-03,730.4576651423802
2008-04,775.5193095156831
2008-05,800.6506686420256
2008-06,722.8608632347905
2008-07,716.8111161120155
2008-08,753.5906062303109
2008-09,679.563484741315
2008-10,577.2712858104567
2008-11,529.29336934694
2008-12,515.4989208829127
2009-01,517.276603739767
2009-02,471.01557466623353
2009-03,490.71674552797396
2009-04,576.3379800679395
2009-05,595.6182057103314
2009-06,607.0401733608686
2009-07,656.2887844525358
2009-08,684.0144389999272
2009-09,713.0417727824813
2009-10,682.5102440792871
2009-11,688.699328910961
2009-12,755.648964480874
2010-01,760.0606022860417
2010-02,790.2180652199949
2010-03,859.9187153977635
2010-04,907.60770141932
2010-05,888.4074137752267
2010-06,855.3747767145372
2010-07,866.2983338423264
2010-08,852.8528214729362
2010-09,886.2767717130221
2010-10,905.3767202006061
2010-11,968.2986832683545
2010-12,1023.9843912970932
2011-01,1006.1261199702254
2011-02,1030.0328106728805
2011-03,1018.4537595724007
2011-04,1012.1182898193268
2011-05,1022.306004126386
2011-06,992.0078770794584
2011-07,982.7377579427804
2011-08,896.7839752043739
2011-09,849.4288998099865
2011-10,911.9686866876281
2011-11,916.4303887517443
2011-12,942.2647408556633
2012-01,1008.3102706621214
2012-02,1036.4392088908853
2012-03,1046.6118681079186
2012-04,1044.5163591398052
2012-05,1018.8575514662143
2012-06,1028.328601727212
2012-07,1058.3696646258943
2012-08,1067.2355980736077
2012-09,1085.8056115467473
2012-10,1070.8952485346763
2012-11,1078.7770992594333
2012-12,1100.6093564664457
2013-01,1127.5865928368337
2013-02,1181.0214340096202
2013-03,1240.1096658310469
2013-04,1224.1707205788325
2013-05,1256.452665748934
2013-06,1216.9792996042877
2013-07,1260.8718088895373
2013-08,1243.8493201669576
2013-09,1295.323603812919
2013-10,1330.322100387834
2013-11,1348.167748730398
2013-12,1360.2757055748477
2014-01,1363.2144418635005
2014-02,1400.0485413549352
2014-03,1400.7959874143564
2014-04,1372.2960032121932
2014-05,1413.2911318425338
2014-06,1461.253428023743
2014-07,1442.465840303894
2014-08,1509.7361179074087
2014-09,1488.6054438153756
2014-10,1521.1347800873264
2014-11,1532.8700382480827
2014-12,1583.1201260558275
2015-01,1672.7572303663565
2015-02,1780.1825512969385
2015-03,1863.157005617231
2015-04,1817.701441957791
2015-05,1883.4470090400448
2015-06,1829.496980060702
2015-07,1822.5336944654255
2015-08,1694.3403648949443
2015-09,1636.0521750062842
2015-10,1748.6668469532015
2015-11,1843.1580016389657
2015-12,1752.428210274052
2016-01,1622.8338290958325
2016-02,1625.8996384114778
2016-03,1684.2994298055778
2016-04,1714.2177720617335
2016-05,1777.0269341919814
2016-06,1756.144437005365
2016-07,1838.9195988681902
2016-08,1853.0658988107768
2016-09,1864.4354952324916
2016-10,1845.9281109083508
2016-11,1969.0700395262263
2016-12,2023.2726781345505
2017-01,2025.245780966555
2017-02,2110.5896678509384
2017-03,2117.8191673225147
2017-04,2120.572822813137
2017-05,2067.8225072833443
