Date,ACWI SMALL CAP
2017-06,2069.6932657271564
2017-07,2050.9844034230873
2017-08,2037.8175040155008
2017-09,2122.0504320627356
2017-10,2189.8873344091135
2017-11,2185.886361923214
2017-12,2209.3788537824457
2018-01,2210.8251198597895
2018-02,2167.997210659592
2018-03,2149.0532793369375
2018-04,2205.8610561246587
2018-05,2332.793176039846
2018-06,2310.754827362852
2018-07,2334.4388719495464
2018-08,2390.0718988457947
2018-09,2356.7654481226773
2018-10,2175.5268139990685
2018-11,2201.12055306527
2018-12,1995.299520588094
2019-01,2182.811142812155
2019-02,2277.328443560162
2019-03,2299.9293021441176
2019-04,2370.473088342834
2019-05,2233.4560995728193
2019-06,2309.419131862998
2019-07,2371.317404874089
2019-08,2312.6467813202207
2019-09,2385.1147537384927
2019-10,2398.0533369719456
2019-11,2496.310827051962
2019-12,2544.632925509557
2020-01,2503.064683282687
2020-02,2299.26487893344
2020-03,1819.3321718953362
2020-04,2069.0165259935993
2020-05,2172.434906985163
2020-06,2221.612772769608
2020-07,2205.030593102932
2020-08,2301.501940906654
2020-09,2298.6874173746737
2020-10,2312.7228293866388
2020-11,2596.2482196708193
2020-12,2727.3030628871493
2021-01,2797.6682896950815
2021-02,2943.654050520692
2021-03,3103.824053669692
2021-04,3156.11050609683
2021-05,3141.025614815954
2021-06,3254.3231234884424
2021-07,3230.618547668822
2021-08,3320.4110251476427
2021-09,3282.626714237192
2021-10,3393.610413970323
2021-11,3328.330521983881
2021-12,3419.6774808253767
2022-01,3220.048518541728
2022-02,3210.95763896647
2022-03,3280.013603312083
2022-04,3202.27632346804
2022-05,3143.325072122069
2022-06,2898.7948161035392
2022-07,3220.8447332425612
2022-08,3182.768413511104
2022-09,2934.173859146469
2022-10,3113.1498904784967
2022-11,3184.958792315941
2022-12,2977.9298323883254
2023-01,3185.741518394111
2023-02,3193.6500296491563
2023-03,3052.9943878369036
2023-04,3005.5969606228837
2023-05,3043.6239017229914
2023-06,3155.4272073003326
2023-07,3283.3810992207486
