Date,FM CENTRAL & EAST EUROPE + CIS SMALL CAP
2010-11,1000.0
2010-12,1047.6861365858479
2011-01,1111.849510344396
2011-02,1101.529660894068
2011-03,1095.7921476077033
2011-04,1064.6864788368518
2011-05,1047.4552714343208
2011-06,1017.0401701670772
2011-07,997.6460786044348
2011-08,877.4100910625592
2011-09,785.4033852422959
2011-10,760.7814983653524
2011-11,718.37593353035
2011-12,706.6402727477871
2012-01,741.1418478506243
2012-02,759.382699796424
2012-03,787.8497522362718
2012-04,793.6720657892052
2012-05,717.1847508750644
2012-06,721.1527749865371
2012-07,742.1738746024677
2012-08,732.3688593372026
2012-09,787.8817278743592
2012-10,800.7816114151597
2012-11,793.6591806509916
2012-12,832.651503632677
2013-01,851.4707135452991
2013-02,863.634692958769
2013-03,891.6929569248493
2013-04,891.0625401576486
2013-05,867.544390394255
2013-06,866.4731096377511
2013-07,902.7538214709695
2013-08,872.6460260199241
2013-09,862.6694267229431
2013-10,867.0146792435295
2013-11,875.9601206968479
2013-12,868.7402294057508
2014-01,925.4603026692882
2014-02,940.8018394646591
2014-03,938.9478162535943
2014-04,969.8454866019848
2014-05,1022.1963597315594
2014-06,1071.2519580868848
2014-07,1088.9100405237493
2014-08,1123.881671598872
2014-09,1157.7155638611616
2014-10,1133.4751605478555
2014-11,1140.8271843278578
2014-12,1116.7194290895106
2015-01,1130.5567373091535
2015-02,1135.6490394917673
2015-03,1136.0040924230623
2015-04,1184.0391851918475
2015-05,1183.3281243461772
2015-06,1151.6034852025748
2015-07,1187.4671891284372
2015-08,1147.6585622793573
2015-09,1128.1029786009228
2015-10,1159.7758535490564
2015-11,1156.9323759889867
2015-12,1149.366304294341
2016-01,1098.9095862930226
2016-02,1122.020371793914
2016-03,1162.1172230608167
2016-04,1150.4832947398716
2016-05,1204.0811725512492
2016-06,1200.5772338688762
2016-07,1266.8600800583674
2016-08,1297.9815999987136
2016-09,1324.9034651382863
2016-10,1348.1667182281149
2016-11,1321.6141703631963
2016-12,1324.4815115753247
2017-01,1413.208696738856
2017-02,1485.667589470893
2017-03,1398.8036049026332
2017-04,1375.1296361974566
2017-05,1413.1426090271104
2017-06,1411.1108675544642
2017-07,1419.3305785317739
2017-08,1427.4934561066675
2017-09,1417.6855744545585
2017-10,1424.7568175252022
2017-11,1400.3439451808047
2017-12,1400.520407428819
2018-01,1446.604001052514
2018-02,1404.8325018418489
2018-03,1396.811558816713
2018-04,1400.359770591824
2018-05,1416.9162535663866
2018-06,1451.0054247283451
2018-07,1458.0709527799852
2018-08,1461.4429138782043
2018-09,1438.713760260881
2018-10,1383.761815734979
2018-11,1389.5888140147663
2018-12,1304.7650248319073
2019-01,1351.9814903470817
2019-02,1383.4865338789969
2019-03,1394.722380890499
2019-04,1427.4761865277828
2019-05,1430.7672099035542
2019-06,1469.996802071762
2019-07,1472.8884597134095
2019-08,1451.4195075589219
2019-09,1511.0872704772482
2019-10,1519.8279271748777
2019-11,1535.6327497781847
2019-12,1562.429090810064
2020-01,1588.4805987797597
2020-02,1497.2234716487537
2020-03,1214.6076587124944
2020-04,1302.9974825681552
2020-05,1370.8962751892013
2020-06,1379.1079694328246
2020-07,1384.4196033003782
2020-08,1412.0371105441086
2020-09,1418.3903636712691
2020-10,1401.1962654361364
2020-11,1510.4249154604627
2020-12,1552.475645756525
2021-01,1636.8157128449814
2021-02,1638.172109306886
2021-03,1676.6330993283725
2021-04,1728.6586191089448
2021-05,1807.779712286472
2021-06,1840.981335477921
2021-07,1857.0469764570917
2021-08,1878.14653765299
2021-09,1859.2325636843802
2021-10,1903.0032554322104
2021-11,1848.9120451786669
2021-12,1919.2669259513364
2022-01,1973.281689972739
2022-02,1798.6286145110564
2022-03,1882.4441903540242
2022-04,1873.718881550286
2022-05,1834.6340684769434
2022-06,1766.7831659770627
2022-07,1783.1493033312408
2022-08,1774.3942412557287
2022-09,1588.5564053761593
2022-10,1660.6107475913395
2022-11,1699.0148126532015
2022-12,1724.6705819676386
2023-01,1830.970668145393
2023-02,1884.2172089948967
2023-03,1865.4059686423059
2023-04,1909.2401635700019
2023-05,1860.889494283633
2023-06,1921.7449423006692
2023-07,1989.1420302725064
