Date,ACWI ex CANADA SMALL CAP
2021-08,5859.878921792355
2021-09,5789.879792522124
2021-10,5979.050219989755
2021-11,5866.079856181748
2021-12,6028.419526351042
2022-01,5665.981618579549
2022-02,5644.355772964909
2022-03,5757.283285238917
2022-04,5621.311222551397
2022-05,5517.5792072789645
2022-06,5095.235991619075
2022-07,5660.485308483204
2022-08,5595.362554001024
2022-09,5159.108033100038
2022-10,5474.62674664862
2022-11,5599.792915117473
2022-12,5236.47008078925
2023-01,5600.979312279143
2023-02,5620.809886160153
2023-03,5365.768129597409
2023-04,5283.534916367304
2023-05,5353.7185670172275
2023-06,5553.796265045278
2023-07,5778.44720818977
