Date,EM ASIA SMALL CAP
1998-12,466.4324065533052
1999-01,480.4134845650728
1999-02,468.7994404332704
1999-03,532.7886761995713
1999-04,644.7338608268525
1999-05,656.4936182640388
1999-06,737.0003964062284
1999-07,696.4064081932586
1999-08,709.6791196037851
1999-09,646.2772120254723
1999-10,660.4629208534495
1999-11,706.2983921998326
1999-12,733.789941046081
2000-01,789.4891821240064
2000-02,771.0564735316577
2000-03,767.68565501216
2000-04,711.042664992602
2000-05,640.3297823994915
2000-06,597.4087715092314
2000-07,590.0052405734174
2000-08,597.0945036695686
2000-09,526.1190909991075
2000-10,485.8815581250155
2000-11,456.88551677772676
2000-12,398.99631441483143
2001-01,468.12654048994455
2001-02,475.60800755566515
2001-03,458.3728461448184
2001-04,449.5633354479692
2001-05,485.09332475462065
2001-06,471.3364751892547
2001-07,425.9839455918944
2001-08,419.1245625669791
2001-09,362.33631378861475
2001-10,378.9741598762772
2001-11,425.74546354335126
2001-12,460.6796371340688
2002-01,515.5221037497474
2002-02,522.7124806616462
2002-03,573.8658149999926
2002-04,559.978617539372
2002-05,522.1742820575469
2002-06,462.27900180273093
2002-07,460.1438876230071
2002-08,455.799494830495
2002-09,391.07693726919666
2002-10,404.3676718314007
2002-11,418.15457100041846
2002-12,379.3619560647937
2003-01,393.4856262953388
2003-02,371.79804607921
2003-03,345.54844576590347
2003-04,345.8717307517188
2003-05,366.52156963543786
2003-06,400.5015228720643
2003-07,438.1688369134629
2003-08,471.1613381418904
2003-09,438.31122081639813
2003-10,471.37499931637234
2003-11,460.0263600010169
2003-12,464.37984446033704
2004-01,490.9632295556626
2004-02,514.3788049124353
2004-03,509.78300482936237
2004-04,497.64075421938924
2004-05,453.96643104897976
2004-06,440.74854427901687
2004-07,425.23529026108093
2004-08,439.7613110826643
2004-09,450.1323030337843
2004-10,442.63945145578936
2004-11,462.1208179102547
2004-12,475.77047423434084
2005-01,501.2495612063946
2005-02,534.2652383676501
2005-03,521.4717772780405
2005-04,504.7089603075076
2005-05,541.2745104701887
2005-06,577.2381840566144
2005-07,601.0344720976589
2005-08,579.4086249022754
2005-09,622.4586439066652
2005-10,587.9765121525874
2005-11,657.3218518986541
2005-12,702.6992781630556
2006-01,715.3534027724099
2006-02,727.6508796674369
2006-03,739.3931161736919
2006-04,768.5482863813846
2006-05,705.931314625679
2006-06,667.1840189985328
2006-07,662.746134592585
2006-08,680.6387298143192
2006-09,722.6513966570666
2006-10,743.9688556200593
2006-11,788.2929958724919
2006-12,816.3584023452581
2007-01,815.2586473382214
2007-02,828.0212149469231
2007-03,854.1240872909907
2007-04,889.5068802426865
2007-05,1000.0
2007-06,1054.9539131336123
2007-07,1165.2065918910253
2007-08,1104.2583581561555
2007-09,1137.6477877043421
2007-10,1187.9496495308751
2007-11,1057.991256500605
2007-12,1083.6277955886906
2008-01,913.0429715643658
2008-02,959.7748885097707
2008-03,860.1444742762367
2008-04,918.197293774855
2008-05,885.5991663985307
2008-06,756.0171782061358
2008-07,744.7766248516283
2008-08,730.15920167016
2008-09,608.9402840959367
2008-10,474.58684130473404
2008-11,446.95007406428465
2008-12,472.8247897854505
2009-01,481.1826826018796
2009-02,470.4635673003141
2009-03,526.3068384628883
2009-04,644.0965410682838
2009-05,760.1493476555354
2009-06,746.0067733379158
2009-07,829.5282672296563
2009-08,803.3880600626827
2009-09,857.3143823829323
2009-10,849.8032143197272
2009-11,874.7048143073503
2009-12,979.2723409639386
2010-01,959.326300689867
2010-02,978.9815667077409
2010-03,1079.3171589640299
2010-04,1125.3068580557258
2010-05,1091.4344194422736
2010-06,1113.7681749525705
2010-07,1111.1170286505842
2010-08,1140.588535976009
2010-09,1193.9900998515936
2010-10,1214.0840713043008
2010-11,1259.9679352693174
2010-12,1285.5163503487115
2011-01,1230.7590870826168
2011-02,1157.6203560068154
2011-03,1182.192658622878
2011-04,1176.6187477165458
2011-05,1182.0835026206528
2011-06,1146.5643436562204
2011-07,1196.3235551763592
2011-08,1052.891276095038
2011-09,953.5677545203167
2011-10,1003.8659812463914
2011-11,945.4527061074052
2011-12,970.8890765621786
2012-01,1061.0707761525675
2012-02,1131.668147273982
2012-03,1089.4263141360166
2012-04,1070.707323815287
2012-05,1059.703771548469
2012-06,1052.9336583452625
2012-07,1077.151001106024
2012-08,1075.1019038573713
2012-09,1125.2196540500947
2012-10,1098.6097992754633
2012-11,1124.9533101916743
2012-12,1151.378682840074
2013-01,1151.989705120804
2013-02,1216.5477634397569
2013-03,1246.3326510502627
2013-04,1248.0036399335124
2013-05,1290.7060091503286
2013-06,1168.007230808768
2013-07,1153.7051738564844
2013-08,1127.8206343750378
2013-09,1163.5768309733394
2013-10,1201.170494675283
2013-11,1185.6741517027938
2013-12,1172.4510413712842
2014-01,1185.0023835172574
2014-02,1204.9731952966815
2014-03,1227.8557572298719
2014-04,1219.252728591246
2014-05,1280.7946615718365
2014-06,1303.6281983115691
2014-07,1353.3716856003555
2014-08,1404.7193700558917
2014-09,1418.7998093012548
2014-10,1396.8732012931057
2014-11,1380.6187117634165
2014-12,1402.6083206018889
2015-01,1540.2920265660257
2015-02,1583.8973550428907
2015-03,1683.7689717198753
2015-04,1771.7636364671648
2015-05,1837.7647691837524
2015-06,1717.8004083375201
2015-07,1584.8597492696065
2015-08,1409.1142426575489
2015-09,1428.704484619898
2015-10,1532.6696622638801
2015-11,1575.8680305967314
2015-12,1544.7001753758727
2016-01,1424.9809140816533
2016-02,1395.1552260520964
2016-03,1448.5767592896004
2016-04,1450.2516116383176
2016-05,1456.9176679485984
2016-06,1486.5540592516704
2016-07,1530.9875335400052
2016-08,1575.846625691192
2016-09,1579.1193070283023
2016-10,1574.460438785882
2016-11,1565.3583030886994
2016-12,1558.4216558406667
2017-01,1585.9633256054333
2017-02,1702.6161737132686
2017-03,1747.0114971260748
2017-04,1735.2138370410742
2017-05,1699.0672426666706
2017-06,1688.2446072962439
2017-07,1682.5053752235929
2017-08,1692.2393163485058
2017-09,1706.3008994886259
2017-10,1820.020229858057
2017-11,1825.0272369755403
2017-12,1862.4520010644342
2018-01,1893.9371568313836
2018-02,1842.0333624043797
2018-03,1809.086726287283
2018-04,1848.9377181979703
2018-05,1916.000618180959
2018-06,1785.1144703979382
2018-07,1787.348819853411
2018-08,1791.6670538622814
