Date,EM ASIA SMALL CAP
2018-09,1713.6990951649684
2018-10,1534.0669879768366
2018-11,1635.274689512157
2018-12,1593.3022587848443
2019-01,1642.0027670853854
2019-02,1690.6307017660947
2019-03,1754.6640498876905
2019-04,1752.1310828398766
2019-05,1661.1227853665775
2019-06,1673.5088124912866
2019-07,1661.4377334905876
2019-08,1608.781607107324
2019-09,1658.0471984064777
2019-10,1683.7309593963826
2019-11,1688.1857233047695
2019-12,1734.0662541051765
2020-01,1677.8228116232133
2020-02,1612.7534543776458
2020-03,1308.6221702907812
2020-04,1507.5673786632683
2020-05,1515.7365663675994
2020-06,1635.8903516772048
2020-07,1704.9247547208947
2020-08,1779.6480598740231
2020-09,1788.7308486470213
2020-10,1809.8985128605425
2020-11,1980.4663089457883
2020-12,2075.5493585963936
2021-01,2099.739304141246
2021-02,2258.115057266115
2021-03,2358.484931040335
2021-04,2441.9088226821086
2021-05,2437.6195969949576
2021-06,2587.3120197678572
2021-07,2564.066090529642
2021-08,2603.1122577072233
2021-09,2626.293343003012
2021-10,2660.6952251982784
2021-11,2681.152197599987
2021-12,2761.2636653423588
2022-01,2612.84710006619
2022-02,2552.183486374139
2022-03,2609.874598123369
2022-04,2620.285938466397
2022-05,2525.970230847607
2022-06,2341.026686594591
2022-07,2462.63967461217
2022-08,2553.8944494947773
2022-09,2331.0873079685352
2022-10,2258.7411722699503
2022-11,2427.5567726187064
2022-12,2314.231996760909
2023-01,2418.6022931880057
2023-02,2411.6323545149285
2023-03,2382.272365224898
2023-04,2347.306208677476
2023-05,2459.656731868197
2023-06,2497.075077819131
2023-07,2633.1747204414223
