Date,EUROPE ex UK SMALL CAP
2017-05,461.6401833696756
2017-06,453.2422544785909
2017-07,458.4445650968884
2017-08,458.56301553637934
2017-09,477.0022108924985
2017-10,484.257082948375
2017-11,475.56210274835604
2017-12,484.37233339268647
2018-01,498.8381619770444
2018-02,487.0851044781836
2018-03,474.4577079387209
2018-04,491.9157631034501
2018-05,497.4864551286784
2018-06,491.5971764972737
2018-07,502.9927268036031
2018-08,501.29784219694955
2018-09,492.0613818800481
2018-10,453.35477223778554
2018-11,438.79564114220324
2018-12,410.3769403158447
2019-01,443.80669697059517
2019-02,455.8988311396029
2019-03,463.71708972620104
2019-04,484.91167202105254
2019-05,458.86345325582937
2019-06,479.250287292886
2019-07,480.16941318167255
2019-08,471.7362967550616
2019-09,483.41007958209815
2019-10,492.420586130851
2019-11,513.6007140372974
2019-12,530.6612100467945
2020-01,523.9715851709943
2020-02,488.0691381291177
2020-03,393.6145982825094
2020-04,436.909359825259
2020-05,468.31115333229616
2020-06,480.12847631844477
2020-07,489.5950702684699
2020-08,515.894308273034
2020-09,519.7561830159145
2020-10,488.71817337054154
2020-11,565.3213502344862
2020-12,595.9713427221261
2021-01,599.7063588782869
2021-02,617.1340903836889
2021-03,649.1277051585861
2021-04,674.0297397016714
2021-05,690.717467538543
2021-06,691.4237131383776
2021-07,719.100506981265
2021-08,739.7367155515067
2021-09,708.7858328836907
2021-10,740.6536131169602
2021-11,719.3244594761937
2021-12,746.0379844369464
2022-01,696.8390283378786
2022-02,669.9380053182737
2022-03,683.0357412929557
2022-04,669.6713400634471
2022-05,662.7646752989564
2022-06,580.0100209723751
2022-07,633.4224457046836
2022-08,595.9397366866815
2022-09,533.8268974093999
2022-10,572.2410652875059
2022-11,607.4501006930678
2022-12,596.8006970181146
2023-01,642.7450757744474
2023-02,663.4522896931114
2023-03,640.6193114342336
2023-04,646.330745059187
2023-05,629.2847528167805
2023-06,639.9176430379541
2023-07,657.3594254688061
