Date,ANDEAN SMALL CAP
2002-05,1000.0
2002-06,889.7713002300602
2002-07,842.2249566319158
2002-08,861.1437257201097
2002-09,798.2402067033511
2002-10,852.6155031346436
2002-11,897.849362130634
2002-12,884.3826002669939
2003-01,858.3464670362843
2003-02,841.9541486193797
2003-03,848.5162758710552
2003-04,951.8545177663065
2003-05,967.3214398896922
2003-06,1015.553160934257
2003-07,1071.4087892523553
2003-08,1149.049663876092
2003-09,1151.2710004009218
2003-10,1298.799555862193
2003-11,1256.6365460071504
2003-12,1264.3984376041
2004-01,1315.687789562073
2004-02,1435.7911841401335
2004-03,1502.1491331628638
2004-04,1524.580608516323
2004-05,1441.6507193574123
2004-06,1483.681030622153
2004-07,1545.9887413648962
2004-08,1727.6854537034983
2004-09,1895.968696197418
2004-10,1978.587453003454
2004-11,2045.6040631652254
2004-12,2057.284589141063
2005-01,2079.093565294641
2005-02,2170.5615429354893
2005-03,2307.6836083896437
2005-04,2301.1333771444847
2005-05,2280.0606131122436
2005-06,2442.8921537055808
2005-07,2803.1183249601086
2005-08,2737.392442430088
2005-09,2915.957719543038
2005-10,2707.9032560672576
2005-11,2826.649808775181
2005-12,2780.812153809213
2006-01,2974.837268182424
2006-02,3124.5843551979137
2006-03,3056.6113593283635
2006-04,3063.4552621028633
2006-05,2821.9338849874516
2006-06,2763.680468730177
2006-07,2837.908122724361
2006-08,2966.8303058520733
2006-09,3039.850996541941
2006-10,3266.5179412471043
2006-11,3358.7038181087746
2006-12,3625.682174011196
2007-01,3868.7461297662653
2007-02,3864.9639264683246
2007-03,4218.240714380512
2007-04,4500.263850020638
2007-05,4794.373130446814
2007-06,5123.043835940513
2007-07,5080.626142316872
2007-08,4950.9632589574785
2007-09,4853.260526782781
2007-10,5080.865190247625
2007-11,4638.952528470728
2007-12,4549.7571180135
2008-01,4146.558816111768
2008-02,4332.763281630441
2008-03,4184.03725147988
2008-04,4270.827769687264
2008-05,4130.180452382082
2008-06,3576.664001946807
2008-07,3632.803550257842
2008-08,3728.087413611882
2008-09,3303.4295478727126
2008-10,2635.4246498878415
2008-11,2663.513289484149
2008-12,2535.6130142244756
2009-01,2912.953154964021
2009-02,2915.317215297435
2009-03,2930.5657666523075
2009-04,3350.714223808796
2009-05,3863.188179822068
2009-06,4104.576625199105
2009-07,4131.623543131184
2009-08,4125.626165247076
2009-09,4449.7295220718215
2009-10,4551.97872801765
2009-11,4626.520860750637
2009-12,5064.572810104405
2010-01,5294.820856650501
2010-02,5624.303510320504
2010-03,5702.594396251007
2010-04,6042.3304981994115
2010-05,6208.576724936234
2010-06,6488.066280329158
2010-07,6751.306330124975
2010-08,7639.400441736091
2010-09,7840.244369884646
2010-10,7935.588039938272
2010-11,8631.283259333224
2010-12,8987.89930717226
2011-01,8194.882626518018
2011-02,7642.865519831942
2011-03,7435.110354215521
2011-04,7492.146799923044
2011-05,7630.36007640725
2011-06,6400.2573323496445
2011-07,6212.4254462606
2011-08,5794.212183148385
2011-09,4764.249582410123
2011-10,5360.430801593882
2011-11,5199.913143446767
2011-12,5148.978002183157
2012-01,5572.128067787621
2012-02,5940.5746227986765
2012-03,6257.997689424729
2012-04,6213.3460816675415
2012-05,5902.713461765287
2012-06,5921.561169960595
2012-07,6206.841160114312
2012-08,5992.944832978388
2012-09,6206.754438044164
2012-10,6453.161416235808
2012-11,6031.809223851266
2012-12,6222.717298238546
2013-01,6452.562429388743
2013-02,6720.936534013564
2013-03,6539.527497435218
2013-04,5964.364860873113
2013-05,5579.812853990141
2013-06,5028.435719721549
2013-07,4495.933483361625
2013-08,4407.4171490281615
2013-09,4498.097322547706
2013-10,4384.198649350397
2013-11,3999.9584431513144
2013-12,4000.4504441133176
2014-01,3679.896614199183
2014-02,3709.919725849953
2014-03,3868.586548940589
2014-04,3840.9963417133836
2014-05,3984.9662360237407
2014-06,3912.728414643292
2014-07,4010.958230177847
2014-08,4136.723531310131
2014-09,4183.252701065217
2014-10,4294.079759555229
2014-11,4225.308630796115
2014-12,4227.116619978801
2015-01,4437.82921649087
2015-02,4810.034499477636
2015-03,4745.032821763185
2015-04,4798.469327388769
2015-05,4725.379262087231
2015-06,4359.429265535758
2015-07,4087.452120184634
2015-08,3790.526886305902
2015-09,3710.8490919910287
2015-10,3848.277044604458
2015-11,3771.889347229536
2015-12,3826.087239731631
2016-01,3767.7349966607762
2016-02,4040.041375082806
2016-03,4358.738719511451
2016-04,4580.442099778886
2016-05,4516.125210733679
2016-06,4636.116419205497
2016-07,4882.092785632343
2016-08,4942.793314729151
2016-09,4931.122996223433
2016-10,5358.587566949531
2016-11,5266.12368840966
2016-12,5315.5016413820995
2017-01,5405.0323179941015
2017-02,5711.501289286667
2017-03,5929.239090746102
2017-04,5820.438586619659
2017-05,5623.805216144614
2017-06,5382.4118012580775
2017-07,5679.182163243635
2017-08,5970.171187831655
2017-09,6186.4343594072725
2017-10,6578.1122827967865
2017-11,5737.866784606959
2017-12,6550.245447936686
2018-01,6663.258197962418
2018-02,6518.25292228617
2018-03,6188.508188293845
2018-04,6391.272117679585
2018-05,6126.27707787608
2018-06,5648.901260505575
2018-07,5717.136272884597
2018-08,5309.720121770021
2018-09,5521.7879286754005
2018-10,5072.8019286349645
2018-11,5272.2501938789865
2018-12,5040.45873656059
2019-01,5652.635427958179
2019-02,5724.71709023167
2019-03,5558.06014092666
2019-04,5555.233954552383
2019-05,5155.214192594089
2019-06,5579.917193211824
2019-07,5536.6195191458855
2019-08,4528.213672325294
2019-09,4784.577562353519
2019-10,4366.850890293101
2019-11,4062.829187337163
2019-12,4621.218749152399
2020-01,4199.019386637661
2020-02,3703.914504885187
2020-03,2620.9186086517525
2020-04,2920.019137492276
2020-05,2934.358237022496
2020-06,3125.4635223150226
2020-07,3231.5081846640337
2020-08,3162.435641576842
2020-09,2819.8784238365097
2020-10,2741.374142617856
2020-11,3229.758437531321
2020-12,3467.1569728106333
2021-01,3309.627409065524
2021-02,3474.1458032110663
2021-03,3636.234317061001
2021-04,3427.5760817852097
2021-05,3447.7303614694683
2021-06,3500.0189775538365
2021-07,3321.4448726160317
2021-08,3517.357948662507
2021-09,3298.994275966497
2021-10,3297.441312454403
2021-11,3261.0824675151766
2021-12,3293.0711936563594
2022-01,3769.6882284408193
2022-02,3444.0740643767504
2022-03,3819.506708148341
2022-04,3613.276435409234
2022-05,3876.4421329148504
2022-06,3257.818633591758
2022-07,3477.0190096263896
2022-08,3653.487194414026
2022-09,3255.0831971859725
2022-10,3347.70580111958
2022-11,3440.092968379027
2022-12,3744.915440487626
2023-01,3883.9634917930293
2023-02,3809.8541779555003
2023-03,4034.382188553296
2023-04,3985.636488379407
2023-05,4285.751261394835
2023-06,4522.772394504073
2023-07,4698.842128792899
