Date,EAFE ex UK SMALL CAP
2000-12,100.0
2001-01,103.53314636851259
2001-02,102.95334462832143
2001-03,99.22046635003863
2001-04,107.34019633603005
2001-05,111.4458859306496
2001-06,108.56381889286199
2001-07,100.53051276525437
2001-08,97.23493603913367
2001-09,85.5048802373505
2001-10,90.64615428697019
2001-11,93.62935296887568
2001-12,90.59471137835887
2002-01,92.15522917076507
2002-02,93.60108821949751
2002-03,98.8089811123145
2002-04,99.16188944131464
2002-05,101.21902684490782
2002-06,92.6612263934318
2002-07,86.75037987061486
2002-08,85.277288119302
2002-09,77.91655508741934
2002-10,76.59088667572433
2002-11,78.59566963392201
2002-12,73.26894751190363
2003-01,71.46072564667024
2003-02,70.88246696539805
2003-03,69.60596172157666
2003-04,74.05332800952165
2003-05,75.55447615295856
2003-06,81.90012230824166
2003-07,85.57280928213986
2003-08,93.8913505358257
2003-09,94.49400025801997
2003-10,102.19873654146406
2003-11,98.44919470086103
2003-12,99.36438133332321
2004-01,105.27474254865314
2004-02,107.34600606677449
2004-03,114.17257225218049
2004-04,113.65842661381521
2004-05,109.46953361237816
2004-06,116.28677931553716
2004-07,112.22023731289761
2004-08,112.46163921431555
2004-09,112.4811094490302
2004-10,113.94532060052668
2004-11,117.72760174030515
2004-12,120.67276990235233
2005-01,128.24424392419166
2005-02,131.46455032726348
2005-03,132.0527546238846
2005-04,130.51569319896652
2005-05,136.80184074840403
2005-06,143.62395087212096
2005-07,150.04063861373893
2005-08,151.99043552726985
2005-09,162.52596610598616
2005-10,158.20038797159353
2005-11,165.43247339537874
2005-12,179.62810837788757
2006-01,186.0376502081501
2006-02,186.3230300910071
2006-03,193.38015511178256
2006-04,193.65975401737717
2006-05,178.0336256722153
2006-06,174.48804881897627
2006-07,169.39999922754427
2006-08,173.3393711488454
2006-09,174.91619015322513
2006-10,179.1543043826916
2006-11,179.05478903700646
2006-12,185.45818338872357
2007-01,193.14192386676407
2007-02,193.75478163655814
2007-03,198.17513178653323
2007-04,200.08694375249848
2007-05,204.5297857662945
2007-06,204.52030282433807
2007-07,201.101722192888
2007-08,190.94876420801896
2007-09,187.62283908283206
2007-10,194.33208024357933
2007-11,179.39856300537522
2007-12,174.54425891206517
2008-01,154.8638621405304
2008-02,157.78251099879628
2008-03,151.09629831068483
2008-04,157.68773104927794
2008-05,161.2176498058991
2008-06,145.49427641698347
2008-07,140.0144566502275
2008-08,142.2507673424707
2008-09,124.06941328574672
2008-10,106.20124359130826
2008-11,102.63036005297202
2008-12,102.01869925281342
2009-01,102.31459273026421
2009-02,92.41222467413368
2009-03,94.35525825045332
2009-04,107.50973607994273
2009-05,115.96239436715366
2009-06,119.71095485043817
2009-07,127.01686563673896
2009-08,135.14240705501507
2009-09,140.2459992217739
2009-10,135.8249216273702
2009-11,133.8545462156202
2009-12,140.52760511953542
2010-01,143.43969648923905
2010-02,145.25739179558207
2010-03,156.72277677649137
2010-04,161.3360794143371
2010-05,153.02130872829684
2010-06,152.35404273201786
2010-07,154.3567629710598
2010-08,153.59055609933432
2010-09,159.4719132645966
2010-10,162.5346991428326
2010-11,167.6169563303649
2010-12,182.08904316280845
2011-01,179.5203703551652
2011-02,182.078200544534
2011-03,177.8610676443117
2011-04,177.53238560824323
2011-05,178.10814362347764
2011-06,174.53495551535977
2011-07,173.916666945231
2011-08,160.243538597315
2011-09,154.28800394707193
2011-10,157.70765269462976
2011-11,153.9416948240429
2011-12,157.18467186633077
2012-01,168.0487483197577
2012-02,172.970664032834
2012-03,173.8791172603476
2012-04,173.18894559111766
2012-05,164.09093272071445
2012-06,166.10895775860007
2012-07,171.14710620415985
2012-08,170.50118055824225
2012-09,174.63907988871443
2012-10,174.27127024501925
2012-11,175.75778092261135
2012-12,180.3496823850697
2013-01,185.66096948238828
2013-02,195.225401762341
2013-03,202.20860526088285
2013-04,204.7904518587789
2013-05,201.54650486630717
2013-06,193.6655713620564
2013-07,199.92430383382037
2013-08,200.40779308726664
2013-09,213.61659413610275
2013-10,218.88038386213765
2013-11,218.30687287057165
2013-12,219.20048933198348
2014-01,220.97860540346278
2014-02,224.96245674544463
2014-03,226.63123069151115
2014-04,224.67935421058652
2014-05,232.55930204014865
2014-06,236.49452262725035
2014-07,236.67513960247973
2014-08,239.18127959566894
2014-09,236.2683900667532
2014-10,232.62655623984165
2014-11,234.56166850494498
2014-12,238.90223284865618
2015-01,258.78154592494116
2015-02,274.7798031764983
2015-03,287.2539232643428
2015-04,286.6934279570322
2015-05,293.40856324212547
2015-06,284.0563182544713
2015-07,289.03825081799135
2015-08,272.1519259543132
2015-09,264.34396771253336
2015-10,284.28280749973896
2015-11,298.13852800867835
2015-12,293.4284870429721
2016-01,272.8263188358416
2016-02,272.01489971303783
2016-03,280.99207641992933
2016-04,286.8372505233122
2016-05,295.3063531467998
2016-06,286.6849527512658
2016-07,302.53617399019186
2016-08,300.550594771815
2016-09,308.239801762235
2016-10,310.24989404818183
2016-11,308.4151418949699
2016-12,319.59248674640196
2017-01,323.80536846369824
2017-02,336.6945643382163
2017-03,341.75490436807905
2017-04,347.5961290119049
2017-05,350.64612189135397
2017-06,347.6054263812571
2017-07,347.96246914265055
2017-08,349.44340129413035
2017-09,359.9056393205185
2017-10,371.3302968079343
2017-11,369.5467265544043
2017-12,375.41626966589064
2018-01,381.66986197492577
2018-02,378.1895285503463
2018-03,369.2580673513859
2018-04,379.4502187767995
2018-05,388.7991770121746
2018-06,380.300245476299
2018-07,382.880508139724
2018-08,382.58450847650226
2018-09,381.84129519877416
2018-10,353.4990435458952
2018-11,353.79031161463894
2018-12,327.07300552200826
2019-01,349.901967353884
2019-02,359.21292241035843
2019-03,365.8582820022679
2019-04,376.3387427751247
2019-05,360.37606385142846
2019-06,369.40980742957237
2019-07,377.13587124776234
2019-08,372.04935497355876
2019-09,385.03527538337255
2019-10,392.00886123325887
2019-11,403.93505110790517
2019-12,410.96115631257067
2020-01,405.1613018763064
2020-02,370.08508241238445
2020-03,313.4107492545966
2020-04,345.6405092955139
2020-05,367.9984207158284
2020-06,370.71291340147883
2020-07,363.22145509950263
2020-08,385.80964487480963
2020-09,394.5109037530665
2020-10,381.7668947831243
2020-11,420.39272189870934
2020-12,436.783453065485
2021-01,438.66520746976045
2021-02,447.7552617048498
2021-03,473.2181431656577
2021-04,478.63232742775926
2021-05,479.8512796839034
2021-06,490.08824929933735
