Date,EM (EMERGING MARKETS) SMALL CAP
2012-05,1079.1041003918951
2012-06,1082.9910924133317
2012-07,1114.9617306917605
2012-08,1114.8631387236433
2012-09,1160.1723003865472
2012-10,1135.2321774731358
2012-11,1150.9068298613572
2012-12,1190.0834924086137
2013-01,1187.4432749669036
2013-02,1247.1045730230223
2013-03,1273.813609316885
2013-04,1266.1183893307555
2013-05,1280.597382747447
2013-06,1165.3611297887485
2013-07,1148.171058587546
2013-08,1118.174461205536
2013-09,1159.885069642386
2013-10,1196.8901052300102
2013-11,1174.1799211964294
2013-12,1153.9815007106727
2014-01,1147.413291952056
2014-02,1167.5115193119493
2014-03,1195.1902338248965
2014-04,1192.8335576582826
2014-05,1248.5821645038463
2014-06,1267.144243521455
2014-07,1306.9744297658947
2014-08,1360.0342437838951
2014-09,1356.7737758419107
2014-10,1343.9932399986678
2014-11,1330.0272688416533
2014-12,1331.7150135479956
2015-01,1448.6476094547136
2015-02,1490.468193622402
2015-03,1554.713335982646
2015-04,1625.3830240383968
2015-05,1668.477912848329
2015-06,1567.02391899531
2015-07,1458.715223736044
2015-08,1300.2378799751893
2015-09,1305.3428299062646
2015-10,1397.1411257564498
2015-11,1423.7736912908354
2015-12,1385.9343077562166
2016-01,1281.8881196198704
2016-02,1272.0949167612669
2016-03,1334.3639011735725
2016-04,1347.5994661170428
2016-05,1337.9361640526229
2016-06,1375.0912866672045
2016-07,1425.5486762387916
2016-08,1458.3731343541945
2016-09,1464.517665536757
2016-10,1479.2348061554308
2016-11,1457.3384643654974
2016-12,1463.928572263993
2017-01,1495.738887921945
2017-02,1600.4591815170158
2017-03,1632.0867354498437
2017-04,1621.3197488801404
2017-05,1581.2963254929266
2017-06,1571.703494671904
2017-07,1575.9847219092937
2017-08,1594.102995941938
2017-09,1603.991038525623
2017-10,1685.0390080563734
2017-11,1675.398386996861
2017-12,1725.8726568827142
2018-01,1760.3128275364768
2018-02,1724.3256829715174
2018-03,1688.5472299443713
2018-04,1717.1691569488594
2018-05,1740.7647491815087
2018-06,1626.8221756653234
2018-07,1644.7262702245243
2018-08,1619.9425060267288
2018-09,1569.0810926694685
2018-10,1439.056973063321
2018-11,1518.898376315579
2018-12,1481.224949832672
2019-01,1555.1693517314714
2019-02,1587.5577741901948
2019-03,1625.4379586981383
2019-04,1632.2813286402888
2019-05,1561.3820009620513
2019-06,1588.380994905448
2019-07,1602.0391243243548
2019-08,1539.5643979206575
2019-09,1585.9307914357144
2019-10,1609.155087716644
2019-11,1618.7719390599987
2019-12,1688.2750613847581
2020-01,1641.93503530155
2020-02,1539.739641457693
2020-03,1185.8717434026419
2020-04,1353.9128033900897
2020-05,1364.8722684094175
2020-06,1474.0853370115465
2020-07,1530.9795774126387
2020-08,1576.4994688016295
2020-09,1581.789632688608
2020-10,1583.7471529777988
2020-11,1759.7603127973168
2020-12,1854.2277041348011
2021-01,1869.0750827265874
2021-02,1982.443022441865
2021-03,2079.2470910175807
2021-04,2153.1638472473564
2021-05,2173.9071043125787
2021-06,2294.835759832743
2021-07,2265.9733182024474
2021-08,2304.3026118517814
2021-09,2301.2961503821007
2021-10,2310.4067279898654
2021-11,2305.9085706397545
2021-12,2379.9147213153465
2022-01,2307.756982644362
2022-02,2246.235114650113
2022-03,2328.6953337053133
2022-04,2333.785160943225
2022-05,2261.3245921193834
2022-06,2074.839588150355
2022-07,2189.1119925873427
2022-08,2276.1960252955782
2022-09,2102.8969099013993
2022-10,2083.100702420499
2022-11,2188.411883282791
2022-12,2091.126573446058
2023-01,2176.9895335865986
2023-02,2166.2237130238987
2023-03,2135.1139724204254
2023-04,2115.82438552096
2023-05,2216.1165309778094
2023-06,2265.1356793061873
2023-07,2390.157557380001
