Date,EUROPE ex SWITZERLAND SMALL CAP
2000-12,1000.0
2001-01,1066.6060811098778
2001-02,1034.1347006620877
2001-03,978.1551116816814
2001-04,1036.6182164100067
2001-05,1084.7065569619406
2001-06,1033.7781838723402
2001-07,985.8894408288689
2001-08,958.019062532065
2001-09,794.576634410807
2001-10,859.2471718470807
2001-11,935.2286082474589
2001-12,956.3268977851232
2002-01,974.0219880257313
2002-02,973.0027400486279
2002-03,1028.8272373893162
2002-04,1029.197968766472
2002-05,999.254606445462
2002-06,911.6966389968235
2002-07,821.8712464556437
2002-08,811.3763745113171
2002-09,717.6301325036147
2002-10,746.6843102114161
2002-11,776.1900774943615
2002-12,715.9490459368932
2003-01,680.9283319584505
2003-02,649.6191966100176
2003-03,638.7412293112117
2003-04,716.3320819847983
2003-05,757.1777245402741
2003-06,793.8216111410375
2003-07,845.499853169225
2003-08,896.3840209434504
2003-09,881.634360308733
2003-10,954.553242455874
2003-11,959.8427239542036
2003-12,961.2878100564452
2004-01,1036.046643713534
2004-02,1084.2633781728546
2004-03,1072.1404023765774
2004-04,1074.219777278466
2004-05,1056.5713788531796
2004-06,1098.8802959074012
2004-07,1066.0023328559907
2004-08,1053.8363619094962
2004-09,1082.0378111657847
2004-10,1101.4609826142034
2004-11,1161.9796562983367
2004-12,1198.8597887993706
2005-01,1268.2324708998121
2005-02,1312.5636528384323
2005-03,1312.3417961239475
2005-04,1275.8337217391352
2005-05,1347.5486000986834
2005-06,1413.6120983140956
2005-07,1487.316324251978
2005-08,1517.5644673910701
2005-09,1587.9692977101154
2005-10,1504.9942332589872
2005-11,1568.191947973163
2005-12,1653.0194936195853
2006-01,1762.111908629545
2006-02,1837.8683394113257
2006-03,1906.5892819499754
2006-04,1952.9941948330463
2006-05,1835.6453777186628
2006-06,1810.4645896001405
2006-07,1794.088860663642
2006-08,1835.8890349191072
2006-09,1886.1875859670697
2006-10,1975.6954466254624
2006-11,2034.922945022822
2006-12,2142.8201769062844
2007-01,2211.0094377530345
2007-02,2185.2387437267853
2007-03,2277.0406766165192
2007-04,2348.766132280575
2007-05,2419.473203316018
2007-06,2371.1545467752153
2007-07,2323.098575136253
2007-08,2233.9419489356806
2007-09,2130.5570150155204
2007-10,2252.600325616221
2007-11,2025.151681877819
2007-12,1968.078510089507
2008-01,1732.1017501609736
2008-02,1773.9569228418875
2008-03,1716.644337645165
2008-04,1781.9558032176928
2008-05,1810.0983949050672
2008-06,1631.3159711065994
2008-07,1565.2451673212142
2008-08,1613.875113562024
2008-09,1340.763304691847
2008-10,1064.5272410306968
2008-11,972.6463608480373
2008-12,929.250378221633
2009-01,949.5763352931366
2009-02,896.0347765887442
2009-03,918.7318803200187
2009-04,1123.6107058086
2009-05,1194.0106307990086
2009-06,1200.0912991504715
2009-07,1296.0015982151651
2009-08,1408.894282433997
2009-09,1479.3663943027145
2009-10,1442.0526507418338
2009-11,1431.4223139977244
2009-12,1516.0007198627943
2010-01,1545.9004729650724
2010-02,1518.144147070224
2010-03,1654.7989297525655
2010-04,1705.098603355509
2010-05,1584.3702781768131
2010-06,1567.3897352383053
2010-07,1656.959716549967
2010-08,1624.1824162460337
2010-09,1726.1031104974536
2010-10,1793.1456757489675
2010-11,1783.509298732147
2010-12,1948.599329744874
2011-01,1946.7692695131902
2011-02,1972.7690069910395
2011-03,1949.3119704729263
2011-04,2009.4704453455834
2011-05,2009.6330593405735
2011-06,1932.6752283654655
2011-07,1868.8658207702292
2011-08,1672.5121507369415
2011-09,1560.501723926755
2011-10,1665.7408276792619
2011-11,1621.2618988147801
2011-12,1624.0149992379052
2012-01,1774.3285588804622
2012-02,1882.592108293101
2012-03,1883.505008558028
2012-04,1886.4051253616965
2012-05,1753.6454743904937
2012-06,1796.4250008962667
2012-07,1865.0496781195427
2012-08,1912.1672276689628
2012-09,1976.346036291204
2012-10,2000.4217318146611
2012-11,2012.1124602586713
2012-12,2087.587593701208
2013-01,2149.612183598405
2013-02,2231.2031315834856
2013-03,2261.9805462095646
2013-04,2278.230066418659
2013-05,2368.145809652503
2013-06,2262.8453933507913
2013-07,2411.759148674432
2013-08,2435.677883188579
2013-09,2569.3607765985375
2013-10,2687.2851279720535
2013-11,2737.13495092518
2013-12,2797.515201301342
2014-01,2817.776085729705
2014-02,3007.7514280733276
2014-03,2971.8785145897364
2014-04,2933.312005290258
2014-05,3009.6421171433676
2014-06,2977.3998351480554
2014-07,2900.7828919708863
2014-08,2941.9673165386644
2014-09,2897.3525579032143
2014-10,2851.511048693694
2014-11,2913.5242117903526
2014-12,2979.9569936815155
2015-01,3164.006290327186
2015-02,3449.579247264602
2015-03,3504.5317521078937
2015-04,3553.3811297467287
2015-05,3690.3926619098015
2015-06,3588.5219210366813
2015-07,3713.0316031721613
2015-08,3520.8995399204723
2015-09,3414.3808387234003
2015-10,3631.6925425033232
2015-11,3782.0271435350896
2015-12,3690.2285771852744
2016-01,3383.651180991907
2016-02,3356.6679401097763
2016-03,3465.4032159553944
2016-04,3499.414291216882
2016-05,3654.4138040144753
2016-06,3306.533243704106
2016-07,3490.4696922204353
2016-08,3548.4953670108225
2016-09,3582.453961542437
2016-10,3487.2069078034933
2016-11,3526.4825519330484
2016-12,3701.482604543174
2017-01,3726.5902207105573
2017-02,3842.5937726289744
2017-03,3945.461138699638
2017-04,4137.890619600057
2017-05,4183.537083093517
2017-06,4077.3505734724486
2017-07,4129.347898461038
2017-08,4109.936482868015
2017-09,4303.125250294884
2017-10,4389.5679640022845
2017-11,4300.5162701548015
2017-12,4405.2632858637635
2018-01,4486.4695362483735
2018-02,4351.749954924018
2018-03,4296.792927288406
2018-04,4494.106449728441
2018-05,4563.581805137276
2018-06,4520.006517819127
2018-07,4586.511113498956
2018-08,4547.677597945948
2018-09,4476.3335231337605
2018-10,4137.906127239458
2018-11,4003.573674444739
2018-12,3750.439107027339
2019-01,4090.446430376256
2019-02,4235.33647847577
2019-03,4293.636116807365
2019-04,4493.08737478582
2019-05,4227.170922085022
2019-06,4344.748181418834
2019-07,4338.365881186394
2019-08,4258.762299304676
2019-09,4411.404002448714
2019-10,4531.051785891444
2019-11,4740.6996297302685
2019-12,4943.657996149455
2020-01,4847.332199221608
2020-02,4451.808207514184
2020-03,3460.6462777952265
2020-04,3865.6275268662366
2020-05,4065.3076099942054
2020-06,4119.99921938882
2020-07,4175.12127037214
2020-08,4407.670326961454
2020-09,4375.180546597772
2020-10,4180.472529105562
2020-11,4840.354322522844
2020-12,5144.451090270682
2021-01,5152.2383588013145
2021-02,5377.881495975144
2021-03,5664.669437647143
2021-04,5898.052465883841
2021-05,6020.587321167632
2021-06,5969.294467524884
2021-07,6175.697931319508
2021-08,6396.643418964555
2021-09,6109.031566226003
2021-10,6319.606628021976
2021-11,6108.105811352723
2021-12,6375.058374350499
2022-01,5943.472014278514
2022-02,5709.560097585536
2022-03,5756.504352849839
2022-04,5662.964869904635
2022-05,5596.0886089311625
2022-06,4911.424254193792
2022-07,5386.6853378242695
2022-08,4997.866109143687
2022-09,4433.36940932217
2022-10,4764.39573777731
2022-11,5066.631269578174
2022-12,4931.500566946343
2023-01,5303.178388676195
2023-02,5458.909415966732
2023-03,5217.474428843317
2023-04,5309.88231157108
2023-05,5178.510172527804
2023-06,5220.943106933962
2023-07,5400.712974635313
