Date,NORTH AMERICA SMALL CAP
2000-12,100.0
2001-01,105.7564532343913
2001-02,102.49072176732992
2001-03,104.12715927591357
2001-04,111.06759589447712
2001-05,119.63309530707396
2001-06,124.27907275207194
2001-07,117.58772876613146
2001-08,111.05302226634646
2001-09,96.66984315040709
2001-10,105.63421727841705
2001-11,115.1642710879515
2001-12,123.50632596807394
2002-01,125.4069591450188
2002-02,121.45826509781166
2002-03,130.93367132768788
2002-04,126.89000346290771
2002-05,117.69662188709688
2002-06,104.17722647190074
2002-07,90.64175284446671
2002-08,90.88753073905237
2002-09,83.58786078151476
2002-10,86.26908137873082
2002-11,92.77741766975177
2002-12,82.07424108659333
2003-01,78.57653166003156
2003-02,76.28682445064652
2003-03,76.03972753738822
2003-04,82.57748392000741
2003-05,87.73201519811792
2003-06,91.27208403254618
2003-07,97.56558095352644
2003-08,106.0264579545043
2003-09,98.50017959360623
2003-10,108.10653385282428
2003-11,108.71097264616931
2003-12,105.97507309787757
2004-01,111.48557362629032
2004-02,113.00465382072026
2004-03,116.15197625179428
2004-04,111.99117185714451
2004-05,112.59252679220897
2004-06,117.0561233697729
2004-07,111.52201778145162
2004-08,109.47632450550887
2004-09,112.37734469117633
2004-10,112.0983501963589
2004-11,115.88034106078076
2004-12,117.09224054518853
2005-01,116.9487688390594
2005-02,117.71290889801806
2005-03,116.68674583421819
2005-04,110.9879031194514
2005-05,123.3358966369951
2005-06,129.85657130376111
2005-07,137.00667733200018
2005-08,134.17842202076233
2005-09,138.16979563088464
2005-10,134.35807151106525
2005-11,143.29046299417527
2005-12,143.59393306922155
2006-01,151.1585316762776
2006-02,153.42363586616656
2006-03,157.9808915488949
2006-04,152.9750758986417
2006-05,141.86251621153949
2006-06,141.29915007234322
2006-07,137.5012757955399
2006-08,140.9390687787763
2006-09,142.8441368532149
2006-10,149.12237088805935
2006-11,147.3526320218775
2006-12,148.10589855994047
2007-01,152.5892586733141
2007-02,149.76487972995844
2007-03,151.12465274744198
2007-04,151.43705675105096
2007-05,160.8960011431631
2007-06,158.11506604690152
2007-07,145.59486762125766
2007-08,146.1730361941861
2007-09,144.62763019483424
2007-10,146.99867363249757
2007-11,133.31713710660503
