Date,KUKJE (ACWI ex KOREA) SMALL CAP
2002-05,1000.0
2002-06,893.0204056752366
2002-07,809.4524166324859
2002-08,808.1726236646739
2002-09,736.4340530918327
2002-10,753.5360784238308
2002-11,797.5165022367205
2002-12,734.4873348017828
2003-01,704.9769959541785
2003-02,689.1297381193733
2003-03,682.7073273517252
2003-04,728.6392645361209
2003-05,756.2187908688923
2003-06,796.8525280673463
2003-07,846.5282776470898
2003-08,909.7701570324903
2003-09,871.7993268608406
2003-10,941.057543059483
2003-11,934.0707080232756
2003-12,924.9196331487126
2004-01,973.833863803703
2004-02,998.1179719291894
2004-03,1030.80530062409
2004-04,1013.3025554272635
2004-05,1000.8833890900864
2004-06,1043.2865503402254
2004-07,1005.0911657905111
2004-08,997.7338669805899
2004-09,1012.3325768544155
2004-10,1013.0489020733658
2004-11,1043.730498247662
2004-12,1066.3506378886939
2005-01,1100.7277528178038
2005-02,1118.503695956202
2005-03,1116.5948746020188
2005-04,1083.879797836835
2005-05,1170.4012045576217
2005-06,1228.3423988028671
2005-07,1284.1744577309796
2005-08,1275.7971193391668
2005-09,1330.644063041353
2005-10,1293.2698491396898
2005-11,1368.7524934154376
2005-12,1415.6729107378726
2006-01,1477.7274581697047
2006-02,1501.0333541364014
2006-03,1539.1581313302029
2006-04,1520.7879795732815
2006-05,1417.6020026578858
2006-06,1406.4360055854083
2006-07,1382.3713255126354
2006-08,1414.5323437323973
2006-09,1440.0399877078441
2006-10,1495.6282316969716
2006-11,1501.8072771223776
2006-12,1538.690242977884
2007-01,1596.2078408739933
2007-02,1586.1734052208833
2007-03,1614.618041430251
2007-04,1633.769197647119
2007-05,1712.5710951452431
2007-06,1693.5979938168541
2007-07,1629.199548956631
2007-08,1607.1299569720477
2007-09,1588.5185129527144
2007-10,1628.544048090245
2007-11,1493.7216802143205
2007-12,1478.5429775129626
2008-01,1340.5122423297619
2008-02,1321.7836632872813
2008-03,1249.0251760285869
2008-04,1326.1723801161668
2008-05,1370.1208313463494
2008-06,1236.533896880617
2008-07,1226.9989219123931
2008-08,1293.1437754875471
2008-09,1166.1602481759555
2008-10,993.0126794599257
2008-11,910.4284922758204
2008-12,884.5593143849725
2009-01,887.3342002232013
2009-02,808.2157645913351
2009-03,839.6931245387995
2009-04,984.7056345798754
2009-05,1018.261307472322
2009-06,1039.1540211068102
2009-07,1123.6955519572157
2009-08,1171.8667875693113
2009-09,1221.411154981322
2009-10,1169.2665974305044
2009-11,1180.7866018021166
2009-12,1294.9927960338684
2010-01,1303.4443377703474
2010-02,1355.2301045093134
2010-03,1475.0074184190564
2010-04,1556.936318116461
2010-05,1524.0846549525822
2010-06,1465.4988322123552
2010-07,1485.2926340591425
2010-08,1461.8279377034062
2010-09,1518.404704632854
2010-10,1550.8622883288847
2010-11,1660.8510875365716
2010-12,1757.4358733942295
2011-01,1725.6901640631265
2011-02,1769.6565862878688
2011-03,1747.5901272384156
2011-04,1736.4255493371586
2011-05,1754.0759725928017
2011-06,1700.5889921737485
2011-07,1680.889496692519
2011-08,1534.4473179687184
2011-09,1455.9298208308796
2011-10,1562.197088535709
2011-11,1570.5285787269104
2011-12,1615.133205305727
2012-01,1728.7849879301014
2012-02,1777.553602822371
2012-03,1796.886109340905
2012-04,1794.6947697741273
2012-05,1750.6023744651827
2012-06,1766.1226667895357
2012-07,1818.1247730016883
2012-08,1832.138605767695
2012-09,1863.039235048463
2012-10,1837.932379761809
2012-11,1851.9159728635889
2012-12,1890.0337553772515
2013-01,1938.848400047596
2013-02,2029.361057223729
2013-03,2131.658231152107
2013-04,2103.566593520332
2013-05,2160.4703568198383
2013-06,2095.4569971070728
2013-07,2170.6396794714124
2013-08,2142.01136905943
2013-09,2230.042670417889
2013-10,2291.1140737309197
2013-11,2322.7503561875214
2013-12,2345.104611161961
2014-01,2349.3294293346808
2014-02,2413.649498187875
2014-03,2414.1300492769114
2014-04,2362.7395020318013
2014-05,2433.959216809921
2014-06,2517.736902986017
2014-07,2483.590853307816
2014-08,2597.9059463668896
2014-09,2560.6271788032163
2014-10,2619.6139462352185
2014-11,2642.16511036077
2014-12,2728.3683065469963
2015-01,2879.6876993912015
2015-02,3065.6516363211717
2015-03,3206.355990587329
2015-04,3123.337441104207
2015-05,3236.7600676784236
2015-06,3141.073817346835
2015-07,3132.8661565479047
2015-08,2911.5887440661018
2015-09,2810.315979410883
2015-10,3006.0795386776354
2015-11,3170.554733028637
2015-12,3013.6696927314115
2016-01,2788.0099916764343
2016-02,2797.523763358508
2016-03,2896.3148673552873
2016-04,2948.1076588948904
2016-05,3059.783321820712
2016-06,3022.340097669396
2016-07,3165.9863377751876
2016-08,3193.525672362927
2016-09,3212.8679354544443
2016-10,3186.499543839924
2016-11,3404.792998199689
2016-12,3499.0613811325566
2017-01,3503.1978598141263
2017-02,3648.4123239643736
2017-03,3659.8062822364877
2017-04,3665.644472829521
2017-05,3569.7392362403907
2017-06,3574.8047211427292
2017-07,3543.660812589624
2017-08,3521.7265049612574
2017-09,3672.033299536316
2017-10,3784.9020585459602
2017-11,3772.7984287538375
2017-12,3812.6896292112388
2018-01,3811.492122975801
2018-02,3740.6625594218212
2018-03,3706.23676361484
2018-04,3803.7981149352
2018-05,4025.1347977271953
2018-06,3994.416936253329
2018-07,4039.078647217186
2018-08,4133.625740426487
2018-09,4073.9755816855345
2018-10,3769.1984350849466
2018-11,3808.023957581107
2018-12,3446.5729118300405
2019-01,3773.9032400009087
2019-02,3938.7969770896752
2019-03,3979.9571508767285
2019-04,4104.754717471685
2019-05,3870.510881313054
2019-06,4004.222164096895
2019-07,4117.7947740752725
2019-08,4017.0100466443378
2019-09,4141.667799910978
2019-10,4162.676834801419
2019-11,4336.554422819559
2019-12,4417.322397230746
2020-01,4350.22853534992
2020-02,3995.3234908179443
2020-03,3153.02124384297
2020-04,3585.2855940616046
2020-05,3765.0855573707195
2020-06,3848.8471153825435
2020-07,3812.6555728435014
2020-08,3977.3477347634534
2020-09,3971.086251153605
2020-10,3996.826521593711
2020-11,4486.786145970514
2020-12,4709.73865574364
2021-01,4836.889162154942
2021-02,5092.2612039668975
2021-03,5366.82066233274
2021-04,5454.092669501088
2021-05,5424.977486712471
2021-06,5617.8821829550025
2021-07,5578.039888243999
2021-08,5736.568731426771
2021-09,5671.171221753789
2021-10,5866.627617396198
2021-11,5757.852481599574
2021-12,5911.65551130404
2022-01,5574.706757059406
2022-02,5556.267035506419
2022-03,5672.7308107403815
2022-04,5536.895820558345
2022-05,5434.506901376511
2022-06,5022.303444340586
2022-07,5583.1926614383565
2022-08,5515.1774124712165
2022-09,5095.682491479357
2022-10,5410.101251920108
2022-11,5526.80096754465
2022-12,5164.680381665455
2023-01,5524.154581527155
2023-02,5538.851036099286
2023-03,5285.34409032463
2023-04,5205.726507004906
2023-05,5268.66264157909
2023-06,5464.733747591304
2023-07,5678.947350862939
