Date,WORLD ex EMU SMALL CAP
2011-04,1699.8793070114984
2011-05,1723.573176988988
2011-06,1672.3008231911433
2011-07,1657.669074462555
2011-08,1521.5506695752363
2011-09,1455.4568863089135
2011-10,1569.1011741221612
2011-11,1595.9227048795526
2011-12,1646.9869471173772
2012-01,1753.2341812535333
2012-02,1789.50871005688
2012-03,1818.3229617110512
2012-04,1820.42739401338
2012-05,1784.9900133810095
2012-06,1800.107978006813
2012-07,1854.232205431898
2012-08,1869.3664131653795
2012-09,1893.2440668165154
2012-10,1863.410029625097
2012-11,1873.7752135957294
2012-12,1903.6249115108121
2013-01,1951.4669199725647
2013-02,2048.8973756751443
2013-03,2172.2438184700954
2013-04,2135.828690180324
2013-05,2192.4449987808966
2013-06,2144.2207382902297
2013-07,2230.2429679505244
2013-08,2199.231621443936
2013-09,2286.7510127149453
2013-10,2339.223126217113
2013-11,2379.361319452219
2013-12,2407.947671719178
2014-01,2411.779243344669
2014-02,2472.0188789215204
2014-03,2465.072557284765
2014-04,2406.53401864339
2014-05,2475.498419151814
2014-06,2578.068478777304
2014-07,2537.7114377112002
2014-08,2667.9431439512437
2014-09,2626.1811204601613
2014-10,2707.8453706092246
2014-11,2726.621632155602
2014-12,2834.210001512461
2015-01,2977.7163121602907
2015-02,3177.5509957679046
2015-03,3329.614171438012
2015-04,3211.840746913027
2015-05,3337.162898974433
2015-06,3258.616303077382
2015-07,3257.557838017391
2015-08,3038.5083419278567
2015-09,2921.8334634443354
2015-10,3121.085178574079
2015-11,3311.324342653787
2015-12,3126.89993257226
2016-01,2896.2425996022516
2016-02,2910.2983683169873
2016-03,3008.421460938345
2016-04,3066.809282644676
2016-05,3197.280497589245
2016-06,3164.2116678042657
2016-07,3313.5190120789557
2016-08,3331.039770725541
2016-09,3350.3108370953537
2016-10,3307.038476223553
2016-11,3593.664270601702
2016-12,3690.5579296087994
2017-01,3680.8014585011438
2017-02,3828.3108521965587
2017-03,3815.5072871895018
2017-04,3808.608247055241
2017-05,3690.432168468918
2017-06,3706.8448352954774
2017-07,3656.8792905588616
2017-08,3619.9911754809004
2017-09,3784.512521236175
2017-10,3903.186263661385
2017-11,3902.9003709387866
2017-12,3931.875932432039
2018-01,3908.597909707656
2018-02,3837.5223048957196
2018-03,3815.811972987844
2018-04,3917.940453941227
2018-05,4197.1515840620805
2018-06,4189.487485601315
2018-07,4228.422317430895
2018-08,4362.689303415111
2018-09,4312.6585004339195
2018-10,3984.834351787501
2018-11,4026.4763666037843
2018-12,3607.8303634194262
2019-01,3970.620976448922
2019-02,4157.906714034571
2019-03,4189.597559677826
2019-04,4323.345676041715
2019-05,4066.861728256108
2019-06,4208.526312269775
2019-07,4339.922955713971
2019-08,4236.803937481789
2019-09,4373.1353613344945
2019-10,4384.014761521922
2019-11,4584.280229325516
2019-12,4658.462372927842
2020-01,4589.121183174944
2020-02,4198.796210399432
2020-03,3333.3654767710996
2020-04,3800.8222795390243
2020-05,4007.970882078594
2020-06,4068.357090543404
2020-07,4009.817252037481
2020-08,4192.029030996985
2020-09,4184.314966369964
2020-10,4238.403343227991
2020-11,4743.434208275535
2020-12,4981.405905224289
2021-01,5126.903764155284
2021-02,5394.510455615029
2021-03,5692.499840445938
2021-04,5766.408758905945
2021-05,5710.74132994175
2021-06,5921.566943016818
2021-07,5867.702539821011
2021-08,6036.325056353303
2021-09,5969.80013276162
2021-10,6199.643010464455
2021-11,6074.451980517382
2021-12,6230.815214786429
2022-01,5831.622212175506
2022-02,5850.001445574607
2022-03,5970.849178589654
2022-04,5798.171395813361
2022-05,5691.249291096581
2022-06,5274.76849322049
2022-07,5929.597167597297
2022-08,5832.310169075308
2022-09,5381.869706755489
2022-10,5760.957798300341
2022-11,5856.2239983076215
2022-12,5435.738858647819
2023-01,5828.5463048629545
2023-02,5836.954067133422
2023-03,5550.730819134043
2023-04,5447.856926534168
2023-05,5503.716690945393
2023-06,5723.674170148455
2023-07,5946.7442970050115
