Date,AC ASIA PACIFIC SMALL CAP
2007-06,1020.2539228427858
2007-07,1042.184050774583
2007-08,989.698114747797
2007-09,997.3058612223015
2007-10,1024.1613270444675
2007-11,946.0566119598025
2007-12,929.9972907817332
2008-01,828.0746984820851
2008-02,843.289978996599
2008-03,779.2674424016966
2008-04,822.6300476357756
2008-05,827.3365465087703
2008-06,736.7083800221825
2008-07,719.4504014000152
2008-08,715.1077996918779
2008-09,635.652327773464
2008-10,554.4389395167941
2008-11,548.8363735130599
2008-12,553.769176670417
2009-01,562.3714739078304
2009-02,514.26085151697
2009-03,536.9085942785515
2009-04,605.3553030439415
2009-05,674.0369396916232
2009-06,697.3291027753484
2009-07,745.0603577722223
2009-08,757.2174747412679
2009-09,775.531529538326
2009-10,759.5033937257224
2009-11,751.5187733808236
2009-12,807.6830342794318
2010-01,812.6453308093501
2010-02,836.9911238887149
2010-03,904.3475421781914
2010-04,944.5331562905772
2010-05,921.3015609041702
2010-06,930.285455922487
2010-07,918.422780326636
2010-08,933.851928229968
2010-09,954.9979475330042
2010-10,958.2996948840059
2010-11,1015.2146554356536
2010-12,1065.3545905009519
2011-01,1030.9055922149605
2011-02,1019.5759162639561
2011-03,993.6679838711104
2011-04,975.1897418919385
2011-05,984.9013137961504
2011-06,973.1563155082232
2011-07,1013.6346979228355
2011-08,933.7505244647872
2011-09,903.0355635947727
2011-10,912.6625368255319
2011-11,889.4759477542797
2011-12,918.5914505527556
2012-01,980.6108750422809
2012-02,1011.9442840147373
2012-03,1004.5712981809718
2012-04,997.6050454974475
2012-05,970.5641872941975
2012-06,972.2230415112458
2012-07,1000.0276042938096
2012-08,985.9314728589889
2012-09,1012.8917924960693
2012-10,995.6449380139878
2012-11,1007.1414287788473
2012-12,1025.6695279093717
2013-01,1034.3385246618952
2013-02,1098.0483396799425
2013-03,1156.989579228075
2013-04,1166.7334471205945
2013-05,1135.600970361732
2013-06,1070.6698657024187
2013-07,1067.4009407964954
2013-08,1059.2068388289117
2013-09,1121.380877734309
2013-10,1132.9451102531798
2013-11,1113.2774871148363
2013-12,1105.503432042111
2014-01,1112.6561623327882
2014-02,1104.0869135525281
2014-03,1119.4568748195977
2014-04,1105.3748283047933
2014-05,1154.4009339500603
2014-06,1195.0813161745557
2014-07,1237.7712173406987
2014-08,1265.5187086472483
2014-09,1261.2385607560068
2014-10,1248.8009541095907
2014-11,1233.3547420994628
2014-12,1263.6683980732228
2015-01,1382.00067783552
2015-02,1436.5052779008402
2015-03,1518.8328299270709
2015-04,1536.4887363451944
2015-05,1586.2174425244368
2015-06,1519.1865119319718
2015-07,1466.8278767670536
2015-08,1347.8759574216037
2015-09,1330.8664521073063
2015-10,1435.4347898811754
2015-11,1498.7051455339854
2015-12,1471.4722996584862
2016-01,1367.8049077428673
2016-02,1352.568795785611
2016-03,1395.262568012384
2016-04,1423.270483725765
2016-05,1447.8027285472167
2016-06,1458.4694044116256
2016-07,1522.6708822278185
2016-08,1516.24948064816
2016-09,1551.27285671852
2016-10,1571.9744839980913
2016-11,1562.093243143423
2016-12,1577.6413891177076
2017-01,1599.2685885924006
2017-02,1690.6917642141166
2017-03,1703.95153501092
2017-04,1692.4567292833622
2017-05,1675.032159071223
2017-06,1672.1767274513327
2017-07,1662.445671948158
2017-08,1674.6411569301983
2017-09,1700.4910691296661
2017-10,1793.2691571456965
2017-11,1803.2030860741404
2017-12,1833.5224397077832
2018-01,1851.0298219796523
2018-02,1836.562130464919
2018-03,1799.7138061004434
2018-04,1837.4365555364955
2018-05,1902.2943253477906
2018-06,1819.9144799811825
2018-07,1811.2411130103512
2018-08,1808.6401963805645
2018-09,1796.9437026085734
2018-10,1649.343614701712
2018-11,1715.4681043282571
2018-12,1602.984625192411
2019-01,1682.4354820465146
2019-02,1726.557416417712
2019-03,1771.5167875450047
2019-04,1784.9124975938016
2019-05,1713.312785789526
2019-06,1727.5093631267043
2019-07,1764.5862703763653
2019-08,1733.7795379402335
2019-09,1800.6500461803473
2019-10,1833.0192678844894
2019-11,1857.4868679343392
2019-12,1879.5824931526513
2020-01,1838.6230316987037
2020-02,1685.398259996174
2020-03,1452.281314142172
2020-04,1616.7751680502881
2020-05,1687.5571500813455
2020-06,1726.3859964980538
2020-07,1687.9556610528184
2020-08,1789.5043794277785
2020-09,1837.4058472372863
2020-10,1829.6698773373814
2020-11,1956.2485897728882
2020-12,2022.495835693546
2021-01,2034.0954041800437
2021-02,2109.2115255403
2021-03,2225.3954882081334
2021-04,2235.804682286891
2021-05,2208.3566736075577
2021-06,2312.6318549506773
2021-07,2294.064400537052
2021-08,2352.1415814638153
2021-09,2383.108280008859
2021-10,2381.1914621342135
2021-11,2344.06962550404
2021-12,2398.174537391416
2022-01,2270.15594899017
2022-02,2273.0431077283965
2022-03,2308.991580182996
2022-04,2288.7502648806976
2022-05,2223.962976987015
2022-06,2088.360656670387
2022-07,2239.1116651342677
2022-08,2277.2748546538182
2022-09,2102.8801561054156
2022-10,2075.053784167375
2022-11,2202.1746499481114
2022-12,2136.7645929277105
2023-01,2224.900127261733
2023-02,2195.304866507182
2023-03,2174.9608831271958
2023-04,2151.8426427009613
2023-05,2206.509394762447
2023-06,2223.157418720135
2023-07,2314.09343738459
