Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2013-10,284.50011994593655
2013-11,286.532766269976
2013-12,291.42103422347293
2014-01,291.88117667935285
2014-02,308.97638677895236
2014-03,307.2984248923398
2014-04,304.2504999015073
2014-05,311.8636296949639
2014-06,309.49642512763984
2014-07,305.8456586640035
2014-08,310.81647585340704
2014-09,303.8863566217815
2014-10,301.1984209543401
2014-11,305.1854147062413
2014-12,310.79182348391566
2015-01,329.5390154328158
2015-02,357.09012509875527
2015-03,364.7249734894201
2015-04,369.88726664496403
2015-05,382.18571194496053
2015-06,367.1903418551733
2015-07,375.47690055698627
2015-08,352.4739983148233
2015-09,342.2931904975321
2015-10,365.60056833502665
2015-11,380.4956522160058
2015-12,372.5525268668541
2016-01,342.19656568878827
2016-02,341.81934698903007
2016-03,354.75900376609735
2016-04,358.217849203127
2016-05,371.72605430667375
2016-06,345.2414918275783
2016-07,365.31189172663494
2016-08,369.8041948774771
2016-09,373.48168584799384
2016-10,364.6938586220759
2016-11,369.841790225813
2016-12,384.53114640122084
2017-01,388.15682746081404
2017-02,402.1271368454433
2017-03,411.7099489308699
2017-04,426.6763195716203
2017-05,428.9607091928312
2017-06,421.32839239462527
2017-07,424.10092445495803
2017-08,422.2051962006647
2017-09,439.1013045380804
2017-10,449.8975921160539
2017-11,442.86648171159
2017-12,453.75216869953846
2018-01,461.45852486948627
2018-02,449.82789891767175
2018-03,440.68959724107714
2018-04,457.6108502722289
2018-05,468.06058112150856
2018-06,461.47080553997785
2018-07,466.7013801529486
2018-08,465.2680257185239
2018-09,458.46083935420353
2018-10,424.43348736844064
2018-11,415.1300297165544
2018-12,388.7962364009795
2019-01,423.156662125058
2019-02,438.1179050606323
2019-03,444.69880576805696
2019-04,463.5594604878322
2019-05,439.7329850787429
2019-06,452.1865085238517
2019-07,455.33353487703573
2019-08,445.98391949046027
2019-09,461.5846006930911
2019-10,469.82706034275424
2019-11,488.96924181768316
2019-12,507.03387884120184
2020-01,499.7667928711132
2020-02,459.31824080699243
2020-03,359.47393969094884
2020-04,405.5733177627623
2020-05,427.159270258974
2020-06,434.2016557158974
2020-07,437.6740183874267
2020-08,464.23086541947663
2020-09,460.04895830651236
2020-10,445.12814044474555
2020-11,507.8495399168267
2020-12,535.7691404883072
2021-01,538.4652565545338
2021-02,557.9832499244897
2021-03,585.6713633450786
2021-04,606.9453658413346
2021-05,616.007562999395
2021-06,618.500693940848
2021-07,634.3607149576812
2021-08,655.8946252660891
2021-09,632.5176838484821
2021-10,656.8040022597676
2021-11,638.6569281081587
2021-12,666.0726430153226
2022-01,621.3404907402428
2022-02,605.7231554486586
2022-03,619.7377422774016
2022-04,611.0242449718287
2022-05,594.8137137480941
2022-06,528.1625513457659
2022-07,581.0244925079961
2022-08,556.8443457512296
2022-09,495.2248680278503
2022-10,521.8818745274639
2022-11,552.6729108718
2022-12,534.9819176280537
2023-01,573.6078670110356
2023-02,576.9660780819694
2023-03,553.9796655546328
2023-04,560.0293573852969
2023-05,550.1292985122107
2023-06,554.9501341573867
2023-07,574.4931686311323
