Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2000-12,100.0
2001-01,105.70336335817352
2001-02,103.13212260254713
2001-03,97.12037156786971
2001-04,102.91843171880915
2001-05,107.79664826440641
2001-06,104.63757641868168
2001-07,99.39365015923542
2001-08,96.66355816957437
2001-09,81.33996635231105
2001-10,87.61977042464657
2001-11,94.85480193867907
2001-12,97.01304039858246
2002-01,99.63998967507504
2002-02,99.57604290439099
2002-03,105.09098568595223
2002-04,104.36693833300563
2002-05,102.82126849036331
2002-06,93.98471193674719
2002-07,85.32029219434342
2002-08,84.66754654988523
2002-09,75.84187141250386
2002-10,78.5137091690538
2002-11,81.2124589096672
2002-12,75.67930861478382
2003-01,72.66007680370883
2003-02,69.87407861313507
2003-03,68.97756355820609
2003-04,75.96087743460612
2003-05,79.61844460960491
2003-06,83.8193089423559
2003-07,88.98531018741235
2003-08,94.6938779385178
2003-09,94.04785435379165
2003-10,102.02634190076886
2003-11,101.8464670360481
2003-12,102.25341187242203
2004-01,109.75668076168772
2004-02,114.3409625018675
2004-03,113.5893478864257
2004-04,113.05836240448124
2004-05,111.14720188937103
2004-06,114.73168666325986
2004-07,113.04920274205178
2004-08,112.62931884712073
2004-09,115.86872815671606
2004-10,118.39308345057188
2004-11,124.21785918759252
2004-12,127.60821227587753
2005-01,134.86820821547144
2005-02,139.028242961015
2005-03,138.88653203297162
2005-04,135.6897073823143
2005-05,143.1530227347791
2005-06,150.94587367864935
2005-07,158.49403715391227
2005-08,160.6856565125375
2005-09,168.99180556793547
2005-10,160.18799124216414
2005-11,167.10204372343168
2005-12,174.72562160796738
2006-01,185.44654427665452
2006-02,192.95030912753288
2006-03,199.71938144720406
2006-04,204.60322833386107
2006-05,191.803928476677
2006-06,189.52049791402965
2006-07,188.7982213491357
2006-08,193.65605402258726
2006-09,199.0729920960585
2006-10,208.99790138025065
2006-11,214.68034113120046
2006-12,225.59588215057065
2007-01,233.86858686285606
2007-02,231.72806454039292
2007-03,241.61797917657532
2007-04,249.91903692477476
2007-05,258.5164939421492
2007-06,256.2176904412528
2007-07,251.49076156818833
2007-08,240.51395087990633
2007-09,234.7838789248618
2007-10,247.64381652355107
2007-11,223.6782554453381
2007-12,218.68984742583913
2008-01,191.4844849539123
2008-02,196.7784903234664
2008-03,187.77818200823077
2008-04,196.49750263440808
2008-05,199.44515936944464
2008-06,179.26853068159554
2008-07,171.94215411788014
2008-08,175.6308436273532
2008-09,147.58686161572183
2008-10,115.7234126938094
2008-11,105.30659253657889
2008-12,102.17946956478644
2009-01,102.9663216993469
2009-02,96.75498881685894
2009-03,100.20696146932175
2009-04,121.57456385377029
2009-05,131.18598682232445
2009-06,132.455462355005
2009-07,144.16888405447398
2009-08,155.4791592945128
2009-09,163.72943875558917
2009-10,160.5489464089324
2009-11,159.9112519371873
2009-12,170.16354685746995
2010-01,172.04497496746626
2010-02,170.74398720710846
2010-03,186.63937774154795
2010-04,192.60457776648565
2010-05,178.7148436808906
2010-06,177.74022792863903
2010-07,186.42381515625996
2010-08,185.05800833357748
2010-09,196.52488442441305
2010-10,203.50206633777162
2010-11,205.75146019033718
2010-12,223.94621444867082
2011-01,220.59921951888703
2011-02,222.67552658570986
2011-03,221.04076428542632
2011-04,226.0780413692151
2011-05,226.88504741695417
2011-06,217.54447421478568
2011-07,213.38565470530784
2011-08,192.3079789118377
2011-09,176.69178872014427
2011-10,190.60255265223128
2011-11,184.74107328047256
2011-12,185.22590465103454
2012-01,202.1694778905087
2012-02,213.68425682612207
2012-03,212.80403868627764
2012-04,214.03700658866936
2012-05,199.32964855109248
2012-06,201.98102086428247
2012-07,210.63353621328864
2012-08,214.0595149381348
2012-09,221.19022580413798
2012-10,224.01069001333283
2012-11,225.54363329314756
2012-12,232.55071016200773
2013-01,238.8930728678958
2013-02,248.83733191390252
2013-03,252.6260786598743
2013-04,252.25137803803227
2013-05,256.74255472700224
2013-06,243.39033801956336
2013-07,257.065371975064
2013-08,260.02787546607067
2013-09,273.73942077327695
