Date,EM FAR EAST SMALL CAP
1998-12,565.0117708761675
1999-01,573.4254900707729
1999-02,554.8510719976254
1999-03,623.8841456773075
1999-04,817.021412401491
1999-05,811.7779162352127
1999-06,925.3260539217273
1999-07,845.8510490458791
1999-08,815.3964128171741
1999-09,718.8715365592384
1999-10,755.0575365354595
1999-11,793.4832283104639
1999-12,804.7344302250032
2000-01,854.4563942800227
2000-02,824.8552544368501
2000-03,838.8350637713199
2000-04,778.189279841312
2000-05,695.4111018915511
2000-06,641.8931972996961
2000-07,635.7710045638383
2000-08,639.6406296736116
2000-09,561.0739262935768
2000-10,512.4724897641402
2000-11,471.86064301181557
2000-12,405.8442106872087
2001-01,487.04674165598004
2001-02,497.34652183170175
2001-03,491.90549666814667
2001-04,481.94001893926634
2001-05,518.2029892233003
2001-06,509.6974398245742
2001-07,460.2998484103858
2001-08,454.4028534406048
2001-09,392.21035703771986
2001-10,408.11285022894003
2001-11,457.3193173960557
2001-12,500.60694508565524
2002-01,563.307156144585
2002-02,567.1499072507364
2002-03,626.5377423937474
2002-04,607.1511189699519
2002-05,565.7449957436942
2002-06,498.31925452618174
2002-07,497.40920303937116
2002-08,492.507896397189
2002-09,420.7391384556981
2002-10,436.0796759255974
2002-11,450.5384005536326
2002-12,406.42206546429526
2003-01,423.5933492359289
2003-02,398.6465078348492
2003-03,370.1055606973579
2003-04,370.19431836914464
2003-05,392.34212661759216
2003-06,427.5132106996071
2003-07,467.04726260935746
2003-08,500.3806336354647
2003-09,463.37141258055647
2003-10,497.30345987577545
2003-11,483.4853291287703
2003-12,481.93893002627266
2004-01,514.0600677918411
2004-02,541.5514618973518
2004-03,534.3554637632291
2004-04,517.1480359430129
2004-05,475.7846602295616
2004-06,460.3687660545485
2004-07,438.6631573781604
2004-08,453.5409250618058
2004-09,463.457237063365
2004-10,455.7308280103991
2004-11,473.6968580243545
2004-12,481.73660156323575
2005-01,509.00584570023426
2005-02,543.1293194966141
2005-03,528.5994948658274
2005-04,509.71322487451215
2005-05,544.5014843742789
2005-06,582.2155720078572
2005-07,601.7199139254226
2005-08,573.3197772795581
2005-09,614.3199213001946
2005-10,584.0864811020966
2005-11,654.1073524873644
2005-12,697.8920755432714
2006-01,707.0922958327226
2006-02,717.1428969286189
2006-03,722.6407548881336
2006-04,756.0004335994263
2006-05,704.2308785268281
2006-06,669.891094642173
2006-07,666.6474388761179
2006-08,678.3335283956787
2006-09,716.2422942995162
2006-10,734.7380538006668
2006-11,781.0409769488136
2006-12,811.1431682618053
2007-01,801.5433277220907
2007-02,829.2990437359016
2007-03,858.780562792307
2007-04,885.8826840888676
2007-05,1000.0
2007-06,1055.604095262431
2007-07,1179.286411560756
2007-08,1114.6545565818503
2007-09,1136.8567735247152
2007-10,1178.6606295393144
2007-11,1021.8340380109298
2007-12,1013.5780960604789
2008-01,871.42529203081
2008-02,939.4941081363455
2008-03,860.2957545316143
2008-04,910.9340252918561
2008-05,893.5497407644335
2008-06,778.2078135756411
2008-07,756.6307376950751
2008-08,731.7556296825985
2008-09,610.1817950142234
2008-10,484.3275354697685
2008-11,459.71680195404633
2008-12,488.44045413402335
2009-01,500.50019687902386
2009-02,497.2238565489968
2009-03,562.3745604322936
2009-04,688.410147316346
2009-05,781.9193574612002
2009-06,764.3625481029321
2009-07,854.263237696733
2009-08,814.923655015869
2009-09,869.592407578183
2009-10,869.6398827623423
2009-11,889.739538548536
2009-12,1000.7139109039063
2010-01,973.3224866854038
2010-02,998.0977047189901
2010-03,1099.7647331187945
2010-04,1137.4493506003316
2010-05,1100.3373233333652
2010-06,1116.7069786144189
2010-07,1119.1516475139213
2010-08,1146.3289957013196
2010-09,1200.8653747858054
2010-10,1219.2605590716516
2010-11,1287.170650906695
2010-12,1317.796138268096
2011-01,1290.841089435803
2011-02,1215.6041525514718
2011-03,1233.7435775055096
2011-04,1227.636185664743
2011-05,1239.4563579392388
2011-06,1198.3142592873728
2011-07,1252.4382058191745
2011-08,1106.6862071328874
2011-09,989.1252543668521
2011-10,1050.9944701316479
2011-11,1003.8109706124618
2011-12,1044.8873175274066
2012-01,1125.2584871632625
2012-02,1198.7609716171496
2012-03,1155.5229472190092
2012-04,1137.8538699137862
2012-05,1134.1230414294405
2012-06,1122.6452545963161
2012-07,1149.7170230788677
2012-08,1152.149103208815
2012-09,1192.7279127113338
2012-10,1165.270094356648
2012-11,1190.5914933055994
2012-12,1222.2985716148319
2013-01,1226.3288076230046
2013-02,1315.8206646350063
2013-03,1351.9682971795082
2013-04,1351.3761707706021
2013-05,1405.4031239830897
2013-06,1273.8674245522927
2013-07,1268.064470111736
2013-08,1247.5772152699453
2013-09,1282.2109790120874
2013-10,1316.5813740013416
2013-11,1297.7591498118966
2013-12,1275.7537945197466
2014-01,1294.8857102262323
2014-02,1316.2337988803558
2014-03,1329.8948517175959
2014-04,1317.7368038069496
2014-05,1367.2567887614982
2014-06,1383.3356774924528
2014-07,1440.536918825743
2014-08,1496.247112218946
2014-09,1506.0865710793332
2014-10,1473.877824712366
2014-11,1448.2614105420032
2014-12,1470.5266271269088
2015-01,1605.7844500755207
2015-02,1652.2916528860549
2015-03,1766.3509674460058
2015-04,1893.8652024748121
2015-05,1962.0775238494628
2015-06,1827.5486410634774
2015-07,1649.161182840403
2015-08,1465.274974502763
2015-09,1483.158041053829
2015-10,1598.9680843290753
2015-11,1641.1124624646409
2015-12,1606.2429358299407
2016-01,1487.8165973673508
2016-02,1481.5208776368129
2016-03,1524.9048724591219
2016-04,1520.3587210533287
2016-05,1521.1775284450873
2016-06,1544.3721520445774
2016-07,1584.4181880691085
2016-08,1628.522701746946
2016-09,1632.4822045487765
2016-10,1607.4518721324612
2016-11,1619.5617278463899
2016-12,1613.4508058575932
2017-01,1634.6790683861493
2017-02,1742.9451741334558
2017-03,1772.4072530031
2017-04,1741.6399905493518
2017-05,1717.5956372643784
2017-06,1703.4639970547773
2017-07,1693.6736304654796
2017-08,1710.8654064370294
2017-09,1733.067378751077
2017-10,1837.4211143285993
2017-11,1841.2256324936977
2017-12,1863.8949270048774
2018-01,1925.6071950771914
2018-02,1875.279687240585
2018-03,1859.2700761305834
2018-04,1880.643394379708
2018-05,1980.2879741837492
2018-06,1845.370556969452
2018-07,1831.5807820631076
2018-08,1830.7432761991088
2018-09,1810.1249156851964
2018-10,1581.971167213745
2018-11,1683.23088309475
2018-12,1626.3728093401764
2019-01,1718.6314978246485
2019-02,1785.500791834048
2019-03,1809.6366751641967
2019-04,1821.1726392998748
2019-05,1690.766378134773
2019-06,1730.1866206202828
2019-07,1745.8176203185167
2019-08,1693.7580859110035
2019-09,1736.2327868220268
2019-10,1762.362080279955
2019-11,1756.8796733581476
2019-12,1823.5032391011566
2020-01,1718.395967564245
2020-02,1662.2939056996947
2020-03,1417.65872461821
2020-04,1631.1572198944345
2020-05,1655.122505387741
2020-06,1775.3705120135842
2020-07,1856.593209750585
2020-08,1922.727295087013
2020-09,1916.572691823416
2020-10,1943.4658780474783
2020-11,2123.6620359921994
2020-12,2226.619767253315
2021-01,2249.161924601486
2021-02,2393.7678896409466
2021-03,2488.449845660305
2021-04,2614.261404811665
2021-05,2559.998540140559
2021-06,2713.3549307605854
2021-07,2638.7685885396263
2021-08,2668.460200901009
2021-09,2638.6099396985023
2021-10,2693.7755057609093
2021-11,2713.2108050082165
2021-12,2782.188408145432
2022-01,2581.53167566785
2022-02,2591.274749847119
2022-03,2617.0341190111917
2022-04,2579.3622664686623
2022-05,2553.1895426409214
2022-06,2342.184214054755
2022-07,2406.8744834234003
2022-08,2466.150038748643
2022-09,2157.9361256152806
2022-10,2072.858927067106
2022-11,2319.968633552991
2022-12,2239.9570919911953
2023-01,2404.6909307767532
2023-02,2399.8716956421736
2023-03,2388.7233192111526
2023-04,2305.378190771396
2023-05,2385.647723291725
2023-06,2385.4901573465377
2023-07,2516.9371925835217
