Date,AC EUROPE SMALL CAP
2013-07,1012.4582210023498
2013-08,1021.5002053406382
2013-09,1076.6581557341449
2013-10,1126.5990352541885
2013-11,1147.4153735769441
2013-12,1169.8022890893446
2014-01,1177.3784986870442
2014-02,1253.744858324875
2014-03,1239.7594323374449
2014-04,1225.8878706713144
2014-05,1257.1250909878472
2014-06,1245.1122104885324
2014-07,1214.134001143206
2014-08,1231.833169317495
2014-09,1211.5374650930758
2014-10,1194.175464290779
2014-11,1221.319755193939
2014-12,1244.186260798214
2015-01,1322.0866008874711
2015-02,1440.3896147794521
2015-03,1466.9714350171673
2015-04,1488.7241399034988
2015-05,1543.0144889999954
2015-06,1496.596551442924
2015-07,1546.7257037419752
2015-08,1464.505819190095
2015-09,1419.7907409544723
2015-10,1509.9067829332794
2015-11,1570.6227978595366
2015-12,1534.9483121315645
2016-01,1410.0530576541967
2016-02,1403.172959139141
2016-03,1451.20478741444
2016-04,1464.392959627786
2016-05,1525.7765579703607
2016-06,1392.7103149683326
2016-07,1469.2516137272514
2016-08,1493.294219659068
2016-09,1508.6798457109173
2016-10,1472.4170677109387
2016-11,1489.2664138055738
2016-12,1562.29062737449
2017-01,1577.3898948011108
2017-02,1628.9645490509363
2017-03,1672.7181575662894
2017-04,1754.6178410712857
2017-05,1774.9774319176124
2017-06,1734.059691997436
2017-07,1753.4723806756313
2017-08,1743.8945164488073
2017-09,1820.308527272771
2017-10,1857.6395195117739
2017-11,1821.7815578824354
2017-12,1867.065470709311
2018-01,1903.9930192806555
2018-02,1849.3446473609408
2018-03,1818.0436838571927
2018-04,1892.2341204188258
2018-05,1923.9457610977536
2018-06,1902.2490249076006
2018-07,1927.3879239510304
2018-08,1913.7804597518023
2018-09,1879.1295007919086
2018-10,1737.5887506879076
2018-11,1680.918752829936
2018-12,1573.8707984951275
2019-01,1715.3343100619436
2019-02,1773.8330592021352
2019-03,1796.5921686632362
2019-04,1880.7685085038138
2019-05,1775.989142004725
2019-06,1830.256638022521
2019-07,1829.4735164893539
2019-08,1797.618454329499
2019-09,1860.5884137205462
2019-10,1905.6423249658224
2019-11,1993.3699504830654
2019-12,2077.6206333526466
2020-01,2044.1059530313557
2020-02,1876.5657687487446
2020-03,1477.9997303102166
2020-04,1647.8043010392078
2020-05,1734.4451692370683
2020-06,1760.8986101031005
2020-07,1778.9964966544303
2020-08,1877.8021601622543
2020-09,1866.525367864818
2020-10,1782.5977227881415
2020-11,2057.0151097826047
2020-12,2183.1550601312933
2021-01,2194.6503514909796
2021-02,2281.128358776875
2021-03,2395.4072290528675
2021-04,2486.6594120900118
2021-05,2540.2496334276284
2021-06,2526.0958135182927
2021-07,2617.8519800592976
2021-08,2710.8172563929115
2021-09,2591.063305664144
2021-10,2684.420688965607
2021-11,2594.2662699807324
2021-12,2705.3221272260985
2022-01,2528.336226268491
2022-02,2419.556158387569
2022-03,2434.514712297181
2022-04,2395.2528817138623
2022-05,2358.79551780158
2022-06,2085.0709254430076
2022-07,2287.423983276207
2022-08,2135.0852875838345
2022-09,1904.850497047364
2022-10,2042.208535534675
2022-11,2177.1503562490634
2022-12,2127.6953875303343
2023-01,2280.0962154712124
2023-02,2344.3422972027474
2023-03,2245.954948280331
2023-04,2284.692945671545
2023-05,2234.4060956972994
2023-06,2252.532445598579
2023-07,2336.828813979415
