Date,EM LATIN AMERICA ex BRAZIL SMALL CAP
2013-09,3880.5325730151444
2013-10,3820.283973756868
2013-11,3607.2153433605235
2013-12,3644.0010903429234
2014-01,3485.2840317067207
2014-02,3376.110586482007
2014-03,3611.4652720888967
2014-04,3578.601898047666
2014-05,3753.9468660551547
2014-06,3771.2402001250707
2014-07,3788.514419828436
2014-08,3916.5561134126165
2014-09,3953.0599027771855
2014-10,4034.84296607799
2014-11,3896.0122035657437
2014-12,3779.2709261832015
2015-01,3915.8293796013722
2015-02,4203.03674138962
2015-03,4176.041376354497
2015-04,4126.388255572715
2015-05,4111.010775970887
2015-06,3889.689441023897
2015-07,3915.8681359007633
2015-08,3539.102591252989
2015-09,3557.283482124375
2015-10,3740.362021005475
2015-11,3835.7656995350367
2015-12,3656.7117110634676
2016-01,3482.4275082871163
2016-02,3596.9957423431347
2016-03,3837.23145400475
2016-04,3956.7005514523935
2016-05,3822.947442780095
2016-06,3844.0347511589534
2016-07,3900.6328121828624
2016-08,3963.0855868181575
2016-09,3810.468154406729
2016-10,4170.194081913488
2016-11,3794.1343696836366
2016-12,3798.994063108914
2017-01,3757.6515956434678
2017-02,3925.2994852970387
2017-03,4203.308955826167
2017-04,4129.7519008877925
2017-05,4017.595493205563
2017-06,4119.322752840848
2017-07,4155.187369528946
2017-08,4226.497893118545
2017-09,4205.73320680674
2017-10,4107.607363027956
2017-11,3891.9246317171287
2017-12,3987.7297868863343
2018-01,4075.0271497012645
2018-02,4051.5722091644025
2018-03,3991.919340419448
2018-04,4099.937507158626
2018-05,3832.4137131251946
2018-06,3829.756028416229
2018-07,4079.1290340286687
2018-08,3956.4839474054165
2018-09,4089.2266916157805
2018-10,3495.22463027454
2018-11,3502.0548190816207
2018-12,3432.76290256948
2019-01,3804.9874522702517
2019-02,3859.0841152623125
2019-03,3855.98864035338
2019-04,4006.4029856605684
2019-05,3770.06848583256
2019-06,3921.0718361429235
2019-07,3918.613962244029
2019-08,3534.2399047144786
2019-09,3722.7084226373436
2019-10,3699.093034327955
2019-11,3588.0778500882584
2019-12,3825.1192467783817
2020-01,3748.0688455252994
2020-02,3383.48622148389
2020-03,2256.8412675544882
2020-04,2434.4476037328054
2020-05,2563.5701461515578
2020-06,2655.364416669867
2020-07,2682.724714100306
2020-08,2678.7446674124462
2020-09,2580.204153686569
2020-10,2576.218862372025
2020-11,3034.4556753378192
2020-12,3223.691661327607
2021-01,3066.627839709961
2021-02,3163.867288094963
2021-03,3364.5679078540325
2021-04,3290.405502375271
2021-05,3359.029909379873
2021-06,3488.7790423084316
2021-07,3427.391559008702
2021-08,3502.4744987400527
2021-09,3369.2701282067856
2021-10,3339.72462924273
2021-11,3199.6497322178757
2021-12,3498.6056919273783
2022-01,3696.655836820014
2022-02,3633.351047359221
2022-03,3987.1916813943844
2022-04,3871.415733773642
2022-05,4024.1710269186124
2022-06,3579.538900900959
2022-07,3830.428744072729
2022-08,3824.62348226982
2022-09,3782.929630267296
2022-10,4123.215253337684
2022-11,4306.792573705413
2022-12,4244.785123906773
2023-01,4719.812714664368
2023-02,4784.188821932626
2023-03,4925.0642591720825
2023-04,4845.068276708504
2023-05,5093.554414341429
2023-06,5220.661202745798
2023-07,5511.335662498473
