Date,FAR EAST SMALL CAP
2000-12,100.0
2001-01,100.61734629964191
2001-02,103.77910791997577
2001-03,102.64557284297719
2001-04,115.22439642477936
2001-05,120.11844596265432
2001-06,117.8544610650636
2001-07,104.75765640347832
2001-08,101.4848496208275
2001-09,91.83763450476967
2001-10,95.17545046618466
2001-11,93.19185589718035
2001-12,84.4033649002812
2002-01,82.88322622603299
2002-02,86.0083367748687
2002-03,90.96307149358715
2002-04,93.5422248041907
2002-05,98.38599610722663
2002-06,89.24354400941252
2002-07,86.66065812766658
2002-08,84.45783288720341
2002-09,79.92300154277343
2002-10,72.74370154563702
2002-11,73.26909542254349
2002-12,67.87657345636559
2003-01,66.17154475678194
2003-02,68.81563871978972
2003-03,66.81305087744877
2003-04,67.07016447135081
2003-05,67.08961745166725
2003-06,75.84889366862089
2003-07,78.86226267379662
2003-08,90.71744037026419
2003-09,91.95857217618732
2003-10,98.78293118860717
2003-11,89.80508817372304
2003-12,91.3461091606443
2004-01,97.05162215382612
2004-02,97.10930668035851
2004-03,113.33871688048472
2004-04,112.08684073466074
2004-05,105.20376913627555
2004-06,115.20666146867993
2004-07,108.53526682117045
2004-08,108.81824671915112
2004-09,104.32813596639271
2004-10,103.90067534441225
2004-11,104.54278877000968
2004-12,106.81915393056993
2005-01,114.71207355755105
2005-02,115.53251330851411
2005-03,117.40465746370668
2005-04,117.71860465168632
2005-05,121.55528321876514
2005-06,125.96381821366637
2005-07,129.2376041613907
2005-08,130.86817091961913
2005-09,141.128718226423
2005-10,143.2790977168049
2005-11,151.88415932400088
2005-12,170.45541721195647
2006-01,171.54847146723742
2006-02,165.3871677362064
2006-03,170.38819479946966
2006-04,165.20153250931065
2006-05,149.08414923412798
2006-06,145.28198883061654
2006-07,137.17728754628047
2006-08,140.51786597595242
2006-09,139.99968990676808
2006-10,139.0583804990513
2006-11,134.2818687586786
2006-12,136.62889805353524
2007-01,142.56276244498093
2007-02,145.32558225697701
2007-03,144.1937650805702
2007-04,139.7827182988698
2007-05,140.2425215924969
2007-06,141.29916933093776
2007-07,139.82752912636442
2007-08,131.9752640758648
2007-09,127.1552432009945
2007-10,129.7199150806591
2007-11,121.74925356212945
2007-12,116.37796881458023
2008-01,106.64302991628568
2008-02,105.63933328310434
2008-03,99.92573450029121
2008-04,103.78543391055841
2008-05,106.79415841667937
2008-06,98.36726578085944
2008-07,95.6491894675762
2008-08,95.93470448919378
2008-09,89.62212337243113
2008-10,86.03401631135505
2008-11,88.82719851183549
2008-12,87.99942835826052
2009-01,90.64233781473102
2009-02,80.13243054592452
2009-03,79.39862808177027
2009-04,84.74098216949493
2009-05,91.27062158711098
2009-06,97.09186608646202
2009-07,100.12034219767877
2009-08,103.48361882091666
2009-09,102.08378320238872
2009-10,98.44139298868274
2009-11,94.14058330066098
2009-12,97.75073737530764
2010-01,102.23802743852032
2010-02,106.11171016281837
2010-03,112.45611586625802
2010-04,117.88333732373376
2010-05,118.27811402593161
2010-06,119.51461064014596
2010-07,114.93874200680972
2010-08,115.62795014741009
2010-09,113.45904795529059
2010-10,111.4546731080435
2010-11,121.06191518352259
2010-12,128.05302200443478
2011-01,126.45852471099049
2011-02,128.4253037238962
2011-03,119.31999773562328
2011-04,115.26771319995447
2011-05,117.32321687814766
2011-06,119.08767130763783
2011-07,124.35081425392389
2011-08,117.90647746798807
2011-09,122.36955585903368
2011-10,116.25556394092139
2011-11,116.28022459709491
2011-12,121.77003542224658
2012-01,126.6867533054738
2012-02,127.00487321632485
2012-03,130.0067198990975
2012-04,129.4262612973878
2012-05,126.96993810021316
2012-06,128.39648253124102
2012-07,131.4215798230058
2012-08,128.43345975592646
2012-09,130.14551199945618
2012-10,127.21958585914714
2012-11,128.24470658406875
2012-12,130.28079782427278
2013-01,131.7223603697254
2013-02,140.8982563206677
2013-03,153.26702345073613
2013-04,157.79683379461147
2013-05,149.80188307172958
2013-06,147.30472546396302
2013-07,146.41602265070938
2013-08,145.72245096382028
2013-09,157.19763804566162
2013-10,155.73713243549503
2013-11,154.65926735615315
2013-12,154.01891740895604
2014-01,155.7247905132702
2014-02,149.92335278707176
2014-03,150.50897119895683
2014-04,147.78079401618507
2014-05,154.63468764262007
2014-06,163.36076440509785
2014-07,168.37794808895495
2014-08,169.94995820165923
2014-09,170.70385293686866
2014-10,168.34055401483252
2014-11,167.50081696192427
2014-12,173.0420960501736
2015-01,191.2125621872734
2015-02,198.29872350765518
2015-03,210.55979235237558
2015-04,207.901032801033
2015-05,214.7482823338021
2015-06,211.9409220185938
2015-07,210.4691709932226
2015-08,198.16620850980837
2015-09,192.50582077424565
2015-10,207.48803556681693
2015-11,218.6876491057046
2015-12,213.87529538450372
2016-01,199.73546286659405
2016-02,197.8575345344699
2016-03,201.0811925974458
2016-04,208.0599374040744
2016-05,213.53851489194886
2016-06,212.6078204970272
2016-07,221.89583612236478
2016-08,216.2444190620388
2016-09,225.20375976171078
2016-10,233.183745399429
2016-11,230.77936881279663
2016-12,234.8793470108133
2017-01,237.93785284190622
2017-02,249.58373351363144
2017-03,247.91192965671476
2017-04,247.46281306435898
2017-05,248.03851740094004
2017-06,246.62873454345194
2017-07,244.527671689382
2017-08,246.67527009661782
2017-09,252.373191510955
2017-10,264.63553107103286
2017-11,267.0973081842427
2017-12,269.02593818497644
2018-01,270.9192376291917
2018-02,272.72529898085475
2018-03,267.8991967804998
2018-04,272.7140019701985
2018-05,281.10559922883624
2018-06,271.4379994225519
2018-07,268.95144458796756
2018-08,267.8274084173687
2018-09,271.71318337442847
2018-10,252.5248976510769
2018-11,259.7564414356928
2018-12,236.99611784371066
2019-01,249.4677691765288
2019-02,254.642996178248
2019-03,259.72877531887934
2019-04,262.4010111166158
2019-05,252.5911919457182
2019-06,253.9467911730338
2019-07,262.1303088426607
2019-08,261.14320106224085
2019-09,273.375954809288
2019-10,281.0606483787712
2019-11,286.574884165487
2019-12,287.02616924080934
2020-01,280.71142667633103
2020-02,252.21045420438116
2020-03,233.3705740733588
2020-04,248.86003824529718
2020-05,261.9397226080074
2020-06,258.62409052684217
2020-07,240.5335346946695
2020-08,255.81752595330394
2020-09,270.8834204830591
2020-10,266.13792001911514
2020-11,277.0275031716724
2020-12,281.62858255820856
2021-01,282.9188205838319
2021-02,286.4953150175617
2021-03,306.5490021732529
2021-04,297.6282732207955
2021-05,291.02712297460425
2021-06,302.4430975423332
2021-07,299.96652427311415
2021-08,308.97003453731264
2021-09,316.0365427454774
2021-10,307.1117941506238
2021-11,297.68613136057564
2021-12,299.6059727144455
2022-01,288.62661308776154
2022-02,292.23747004056156
2022-03,286.75155999792196
2022-04,281.5269116063225
2022-05,279.05566195716284
2022-06,272.6865519380154
2022-07,291.71042617308393
2022-08,290.55086569130134
2022-09,275.04708971842075
2022-10,270.05550007438177
2022-11,284.5085245254717
2022-12,283.22019207768125
2023-01,290.74164754916035
2023-02,288.33312893512027
2023-03,289.885887218224
2023-04,286.985646647905
2023-05,290.7284559072941
2023-06,290.7882005775709
2023-07,299.30700997473997
