Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2000-12,100.0
2001-01,105.73861072236573
2001-02,102.81148252471077
2001-03,100.56178346642973
2001-04,106.9370834179051
2001-05,113.648452647501
2001-06,114.24538924068527
2001-07,108.29598899452567
2001-08,103.7320634434575
2001-09,88.84130873231247
2001-10,96.5748573915877
2001-11,105.02068479438118
2001-12,110.7503474174941
2002-01,112.90953378930453
2002-02,110.58176820758219
2002-03,118.31597089795541
2002-04,115.65247419246707
2002-05,109.62400841492793
2002-06,98.19410364668065
2002-07,86.81989078706107
2002-08,86.71132162618807
2002-09,78.9686530944092
2002-10,81.59802342956117
2002-11,86.52453834921867
2002-12,77.99108113681599
2003-01,74.7448870467762
2003-02,72.31480691585587
2003-03,71.82581511219787
2003-04,78.39692831673769
2003-05,82.8897485195331
2003-06,86.6078051780781
2003-07,92.34900073742727
2003-08,99.61754067993702
2003-09,94.7814993554871
2003-10,103.58809379697198
2003-11,103.89238022967018
2003-12,102.42107183003911
2004-01,108.5808858681315
2004-02,111.2300476342284
2004-03,112.8284960201146
2004-04,110.13301040486515
2004-05,109.764925374167
2004-06,113.81343407671045
2004-07,109.82557209404561
2004-08,108.42584507071123
2004-09,111.39277943134168
2004-10,112.16125244573718
2004-11,116.62064222710988
2004-12,118.59269543111628
2005-01,121.12339405791563
2005-02,123.09765314332212
2005-03,122.4103369517288
2005-04,117.72098761371099
2005-05,128.08742418576202
2005-06,134.9396880642423
2005-07,142.0947220084383
2005-08,141.12828493637574
2005-09,146.5908768992038
2005-10,141.06351520266486
2005-11,149.10309389539626
2005-12,151.89228975546476
2006-01,160.41153241548787
2006-02,164.42077751414766
2006-03,169.6597246021777
2006-04,168.09808190253028
2006-05,156.584992357354
2006-06,155.44731729785113
2006-07,152.74417365058406
2006-08,156.6095330982003
2006-09,159.6717166748509
2006-10,167.08413662728483
2006-11,167.8716347317383
2006-12,172.01388765151654
2007-01,177.70267243204057
2007-02,175.1533873478724
2007-03,179.37445502165212
2007-04,182.36634254864265
2007-05,191.40302406428245
2007-06,188.81063865276494
2007-07,178.98375856061463
2007-08,175.75966595408366
2007-09,172.85495611870803
2007-10,178.63625187612453
2007-11,161.71697858595596
2007-12,160.35943414559773
2008-01,145.2057306208969
2008-02,142.7415735782263
2008-03,135.25281675831877
2008-04,143.81043417604087
2008-05,149.45602451174983
2008-06,135.2402690143414
2008-07,134.39765957959057
2008-08,143.1296349682635
2008-09,129.51627981944534
2008-10,108.90515947505779
2008-11,97.63423706565044
2008-12,94.2913789378969
2009-01,94.05178930650871
2009-02,85.49804406893486
2009-03,89.25347319035738
2009-04,105.96160126328398
2009-05,107.38888802923407
2009-06,108.79967675729122
2009-07,118.19391306519935
2009-08,124.01095439849036
2009-09,130.08484623853764
2009-10,123.77138479506573
2009-11,125.52528653864026
2009-12,138.47170681796172
2010-01,138.7533399153296
2010-02,144.70483706916727
2010-03,157.84057037094408
2010-04,167.08765139940346
2010-05,163.1791811314656
2010-06,154.9457728606001
2010-07,158.20812707294417
2010-08,154.28524709447984
2010-09,161.48851658950585
2010-10,165.75426683588148
2010-11,177.65412477492
2010-12,188.51090210811026
2011-01,186.0919656327661
2011-02,192.23602723750278
2011-03,190.86287927040598
2011-04,190.19379185622768
2011-05,192.25870407539816
2011-06,185.45066084523282
2011-07,181.47773636723952
2011-08,165.3521252456775
2011-09,155.13015618748162
2011-10,170.15490319079683
2011-11,172.1895847224867
2011-12,176.6429106298004
2012-01,189.16863978754986
2012-02,194.33665827779953
2012-03,196.80357465266172
2012-04,196.8463980531016
2012-05,191.88532681105542
2012-06,193.66804941429376
2012-07,199.66435224061559
