Date,EM EASTERN EUROPE SMALL CAP
2021-08,972.145155743874
2021-09,962.6170863232604
2021-10,1027.1996641847193
2021-11,933.9388016940451
2021-12,928.3643161141947
2022-01,867.5816960179953
2022-02,644.3916551509463
2022-03,508.149925374022
2022-04,471.0523430599504
2022-05,487.0157488759496
2022-06,457.6287124189234
2022-07,457.79631120591785
2022-08,441.40700527189546
2022-09,384.19326199223275
2022-10,422.3995909772264
2022-11,474.11863362380666
2022-12,481.6017548934308
2023-01,521.9935621627502
2023-02,508.1514169958921
2023-03,504.62719336255196
2023-04,553.0211640115317
2023-05,548.4902533215214
2023-06,594.3695381092147
2023-07,667.9248735839519
