Date,EM EASTERN EUROPE SMALL CAP
1998-12,77.8396973305552
1999-01,78.08749997738153
1999-02,72.3565617176361
1999-03,80.03313042177803
1999-04,85.49844331581717
1999-05,97.37487462398471
1999-06,109.9798127207612
1999-07,109.11625164039256
1999-08,109.84725021303007
1999-09,99.44873057390659
1999-10,101.0208480693951
1999-11,107.17132218616479
1999-12,123.11281834681976
2000-01,143.84930890043032
2000-02,155.11715384988904
2000-03,168.3041997841318
2000-04,160.14603563737865
2000-05,155.1865924041923
2000-06,147.99913177351385
2000-07,154.8333411990489
2000-08,167.58715713931082
2000-09,155.91238389968802
2000-10,158.31380890345784
2000-11,139.8274731839675
2000-12,137.43361818891873
2001-01,142.87588709449705
2001-02,136.63606686793602
2001-03,140.33399928650942
2001-04,149.55191855915385
2001-05,157.70160958120374
2001-06,155.27804092031798
2001-07,141.75182433635882
2001-08,139.10476635461615
2001-09,131.2425493323518
2001-10,144.686695384546
2001-11,162.59486449081763
2001-12,161.52638918728866
2002-01,186.3313565596866
2002-02,186.33184610639282
2002-03,200.85287190762995
2002-04,205.56202850974785
2002-05,197.98266343086112
2002-06,167.96753712914102
2002-07,154.3652139401527
2002-08,156.59437635860823
2002-09,156.98127998765113
2002-10,173.607018381418
2002-11,182.13251149412238
2002-12,175.92627033354105
2003-01,168.3701936951042
2003-02,176.12475755754733
2003-03,175.53992244482976
2003-04,192.2204000332684
2003-05,200.20170776601884
2003-06,208.88464573306985
2003-07,222.4241145275843
2003-08,267.5568024922924
2003-09,249.52711274241332
2003-10,250.76748285264046
2003-11,241.69560332144954
2003-12,255.19520547900464
2004-01,264.05740273808897
2004-02,282.51597919987245
2004-03,296.223252450324
2004-04,295.6796153085834
2004-05,285.9793635622224
2004-06,295.1916173560441
2004-07,285.6349625417502
2004-08,295.4707135928278
2004-09,311.6346590264607
2004-10,301.15880667979957
2004-11,293.98661046937275
2004-12,304.872295601496
2005-01,325.87386210282284
2005-02,354.46647389120875
2005-03,327.8124641726391
2005-04,304.8748415742522
2005-05,320.3606139708189
2005-06,335.71392588419434
2005-07,361.7699464898645
2005-08,401.84821943794094
2005-09,456.28925609002147
2005-10,438.473596145595
2005-11,472.69969148990884
2005-12,505.4093424975565
2006-01,560.3408554906754
2006-02,633.1896183227461
2006-03,627.4716795210369
2006-04,639.8093036410104
2006-05,554.4800865643745
2006-06,544.6926987964443
2006-07,619.6930454424224
2006-08,621.987924787268
2006-09,655.3941439845867
2006-10,702.6422789080892
2006-11,753.6840856295082
2006-12,803.8075388078338
2007-01,844.7534503765282
2007-02,839.52661869763
2007-03,924.4916145862547
2007-04,974.5874039496271
2007-05,1000.0
2007-06,1040.1146503407106
2007-07,988.7703863771474
2007-08,926.9774075452232
2007-09,926.8129798172077
2007-10,962.8065386988346
2007-11,878.7084989955484
2007-12,905.0194577676186
2008-01,793.4259774736494
2008-02,796.8562994983864
2008-03,778.2637147633225
2008-04,760.629189306007
2008-05,759.3313537395111
2008-06,689.3336408227619
2008-07,645.9967319688029
2008-08,608.5463528439784
2008-09,502.74718962729065
2008-10,342.2403496815996
2008-11,299.3655062267703
2008-12,252.5324543513642
2009-01,224.1877041404544
2009-02,201.4253484736414
2009-03,232.630759685251
2009-04,301.2562218123853
2009-05,333.0029167121995
2009-06,342.83443988300127
2009-07,393.5524892025638
2009-08,464.7955320464501
2009-09,464.8723437662896
2009-10,448.51591033803754
2009-11,448.08724116940226
2009-12,478.47769873086867
2010-01,504.6984859018151
2010-02,513.7335784565561
2010-03,611.0235668239413
2010-04,621.2997399324081
2010-05,562.6012353961293
2010-06,532.6546997844184
2010-07,571.850079292152
2010-08,587.0297758987992
2010-09,605.5791497430257
2010-10,619.0665201787375
2010-11,633.4358867532318
2010-12,665.5609199762558
2011-01,682.9485413299129
2011-02,690.7996004665932
2011-03,686.3104866013992
2011-04,697.4367335928424
2011-05,671.6579993521588
2011-06,644.2493641724438
2011-07,623.7049504330369
2011-08,520.08462078293
2011-09,434.4115604439304
2011-10,473.1125766753765
2011-11,439.3528944333757
2011-12,414.4435788432032
2012-01,475.21024808530836
2012-02,499.4709803026592
2012-03,484.1254272831128
2012-04,467.9114953711752
2012-05,403.2133021668216
2012-06,419.4340266127588
2012-07,427.7582931596638
2012-08,416.8168339535758
2012-09,451.83888624022774
2012-10,442.5288798598664
2012-11,449.11468302419087
2012-12,478.4568774158851
2013-01,476.4792279091006
2013-02,470.78415783919297
2013-03,442.28229628362635
2013-04,421.3883863716924
2013-05,446.11841322387295
2013-06,421.21735453112035
2013-07,437.8073253781069
2013-08,440.01872104431936
2013-09,462.0293671127546
2013-10,487.24902340873797
2013-11,482.79892098223644
2013-12,485.8594013050198
2014-01,460.9393247954963
2014-02,470.2229913524654
2014-03,447.57173168430194
2014-04,446.1889408027719
2014-05,461.7335336304974
2014-06,465.90076998209173
2014-07,439.83529904431157
2014-08,445.25865146468857
2014-09,456.8643182040936
2014-10,441.88642850600814
2014-11,429.22745188095706
2014-12,371.1591666061437
2015-01,403.3004348426757
2015-02,439.5890089289144
2015-03,451.1006575956184
2015-04,475.8646995274163
2015-05,469.6268580979501
2015-06,434.1382493932221
2015-07,447.455275342487
2015-08,418.23490108226304
2015-09,418.8961988437118
2015-10,442.4947451631751
2015-11,439.3952206656348
2015-12,417.2288148529613
2016-01,387.3956826064723
2016-02,404.022461184811
2016-03,439.42961268414655
2016-04,447.6540472694082
2016-05,443.5314696698788
2016-06,459.6910007872889
2016-07,486.38235786769883
2016-08,535.2576271719225
2016-09,569.2038946896814
2016-10,596.558693727889
2016-11,628.353562738061
2016-12,677.6373888473398
2017-01,734.9569696532943
2017-02,750.0780828631355
2017-03,761.4338568498893
2017-04,774.268054212189
2017-05,758.3512175196109
2017-06,764.6600080847768
2017-07,778.5817071575577
2017-08,799.5703036081264
2017-09,805.0075533429496
2017-10,802.2636407378048
2017-11,756.2980380412124
2017-12,753.3878905945352
2018-01,757.8340438354176
2018-02,731.2088918742265
2018-03,711.6764979495426
2018-04,686.0135621136128
2018-05,684.1975473956626
2018-06,640.2987786468042
2018-07,654.026038708631
2018-08,617.9008179572929
2018-09,607.3818703408484
2018-10,582.8252772134007
2018-11,606.4378876905569
2018-12,581.7797743042252
2019-01,632.2851760330279
2019-02,633.2426642988048
2019-03,625.315465373369
2019-04,629.2559891278456
2019-05,618.2841576648484
2019-06,665.4713444523745
2019-07,672.6449111441478
2019-08,642.7337300064725
2019-09,628.028755386845
2019-10,638.8033251486503
2019-11,659.0839960942232
2019-12,685.1757131346862
2020-01,690.4454179472117
2020-02,610.3524657932194
2020-03,472.331635379305
2020-04,545.7878422378558
2020-05,570.7567409745884
2020-06,604.3058373245199
2020-07,612.9726883194568
2020-08,629.9105381888087
2020-09,613.8281111472895
2020-10,557.7378389479865
2020-11,668.8142144567281
2020-12,699.3460008581903
2021-01,749.2901463424155
2021-02,815.0494795073288
2021-03,804.8447534697785
2021-04,832.1165703773198
2021-05,903.3396793333866
2021-06,913.1238181404531
2021-07,913.6598801642775
