Date,WORLD ex UK SMALL CAP
2000-12,100.0
2001-01,104.5414328923656
2001-02,102.73165617492302
2001-03,101.39713265158028
2001-04,108.99632437295969
2001-05,115.108645503798
2001-06,115.49441356830015
2001-07,108.03472971142386
2001-08,103.33580944281651
2001-09,90.44367906650965
2001-10,97.60248533153164
2001-11,104.12263367045145
2001-12,107.3387284628541
2002-01,109.06549502580752
2002-02,107.5470489935525
2002-03,115.0212152913584
2002-04,112.94801755083056
2002-05,108.75444846205575
2002-06,97.6352737764403
2002-07,87.68818939428289
2002-08,87.16609516845726
2002-09,79.9364334306829
2002-10,80.81170799427363
2002-11,85.24368866652532
2002-12,77.03011219169733
2003-01,74.31691125052036
2003-02,72.80469429277021
2003-03,72.1126035177734
2003-04,77.65210696674346
2003-05,81.16173695464958
2003-06,85.84374305894515
2003-07,90.92661208859072
2003-08,99.19114855499834
2003-09,95.21465001143737
2003-10,103.86478796076148
2003-11,102.62722646697026
2003-12,101.51427468988203
2004-01,107.11189366588142
2004-02,108.84541460576129
2004-03,113.52933896442471
2004-04,111.00092622873015
2004-05,109.5320613422806
2004-06,114.94129312070102
2004-07,110.12015549907296
2004-08,109.08629299853453
2004-09,110.70906466914133
2004-10,111.17811438072401
2004-11,114.90145126220689
2004-12,116.81076705318041
2005-01,119.86358359936551
2005-02,121.63487713734732
2005-03,121.29409239921024
2005-04,117.402535535294
2005-05,127.05970751569345
2005-06,133.60165594976132
2005-07,140.325340782255
2005-08,139.58558728697835
2005-09,146.3039760534579
2005-10,142.32982607232324
2005-11,150.40002789403297
2005-12,156.49147477935227
2006-01,163.45890337864807
2006-02,164.8622462256821
2006-03,170.39689635291634
2006-04,167.67970844611676
2006-05,154.83769529947395
2006-06,153.05094678198785
2006-07,148.77238171560418
2006-08,152.36905750149296
2006-09,154.11126520194415
2006-10,159.46222233380848
2006-11,158.4123692322753
2006-12,161.48418567447655
2007-01,167.22819458019296
2007-02,165.88490862352103
2007-03,168.50279071958974
2007-04,169.47354545302332
2007-05,176.6991464800738
2007-06,175.11708024899414
2007-07,166.5936271578349
2007-08,162.68493709489564
2007-09,160.4247377825596
2007-10,164.56183954485422
2007-11,150.5668818360287
2007-12,148.93729318757008
2008-01,135.44246229379965
2008-02,132.88060082543186
2008-03,126.1217291730323
2008-04,133.8763144440074
2008-05,139.41897169778676
2008-06,126.32431846329781
2008-07,125.56078416668527
2008-08,133.31820250475258
2008-09,121.83588461967659
2008-10,104.9920862661814
2008-11,96.09950078461354
2008-12,93.63528968931095
2009-01,93.3234014120381
2009-02,83.8734254058424
2009-03,87.05755613982501
2009-04,101.2481435584516
2009-05,102.94889097295982
2009-06,105.15114587568104
2009-07,113.15663473043269
2009-08,118.26422184215411
2009-09,123.39311860374208
2009-10,116.97773732388899
2009-11,118.09193096256575
2009-12,129.52342860064212
2010-01,130.256834471179
2010-02,136.63314747686383
2010-03,148.37565092337255
2010-04,156.84579079326835
2010-05,154.07685073453078
2010-06,146.55299163661437
2010-07,147.99651583036615
2010-08,144.50256944419203
2010-09,150.12834232201809
2010-10,153.27470937679627
2010-11,165.20308777611223
2010-12,175.2709354492463
2011-01,173.06497975924603
2011-02,178.98184272327165
2011-03,176.7682926896956
2011-04,174.80437740223633
2011-05,176.67489766509138
2011-06,171.6372124023233
2011-07,168.861543562447
2011-08,154.96393884298678
2011-09,147.6035500188514
2011-10,158.90879578673125
2011-11,160.95363683647608
2011-12,165.930235226922
2012-01,176.66710672793
2012-02,180.12441481158595
2012-03,182.8737408611039
2012-04,182.3755310408856
2012-05,178.5084623673173
2012-06,180.13340611410757
2012-07,185.0788422966098
2012-08,186.51714790103307
2012-09,188.94421474049906
2012-10,186.09595058624583
2012-11,187.4846974146712
2012-12,190.7128458665022
2013-01,196.61291247447662
2013-02,205.90894198753332
2013-03,217.114505383219
2013-04,213.90964696801151
2013-05,219.89693600051027
2013-06,214.91365844809482
2013-07,223.62355066846277
2013-08,220.27877332252854
2013-09,229.38401159444948
2013-10,235.37250945016496
2013-11,239.2366331152365
2013-12,241.53743265309876
2014-01,242.32865980464703
2014-02,248.12604784309622
2014-03,248.4444036518586
2014-04,243.07858419995796
2014-05,250.11552883814397
2014-06,260.12380115527594
2014-07,255.2085219898728
2014-08,267.76663171644896
2014-09,263.7301172708294
2014-10,271.00410339325424
2014-11,273.74390258250645
2014-12,283.47684274434545
2015-01,298.7708791498122
2015-02,318.2472600579986
