Date,WORLD ex UK SMALL CAP
2015-03,334.6589475119181
2015-04,322.368611773513
2015-05,333.49925293324173
2015-06,325.0274136193304
2015-07,326.069163613533
2015-08,304.172023658315
2015-09,292.30664387789363
2015-10,312.73313273885236
2015-11,331.44136486672653
2015-12,313.8799137932367
2016-01,291.2460652965723
2016-02,292.55168402529233
2016-03,302.9420689626998
2016-04,308.8586061034025
2016-05,321.3447811344643
2016-06,319.31186409579817
2016-07,334.72452101574834
2016-08,336.3175262623134
2016-09,338.62659453493734
2016-10,335.41259995039684
2016-11,361.71169179311437
2016-12,372.6942318993921
2017-01,372.19072720279775
2017-02,386.6250106046867
2017-03,386.9794068297797
2017-04,386.22205383395703
2017-05,376.2292235510764
2017-06,378.09269229731575
2017-07,373.51868628378554
2017-08,370.6118375370802
2017-09,387.2683741670722
2017-10,398.65488528305633
2017-11,398.69806655491374
2017-12,401.1103377123395
2018-01,400.3650615644431
2018-02,393.3458294690192
2018-03,390.2022342835825
2018-04,400.1558460611731
2018-05,426.4936401345383
2018-06,425.3652839959206
2018-07,430.22035837589215
2018-08,443.5366169614045
2018-09,438.37890052901605
2018-10,404.7207204387691
2018-11,409.11310606254114
2018-12,366.73325002298793
2019-01,402.8191588557636
2019-02,421.2153829549109
2019-03,424.7814595076861
2019-04,438.47789351536585
2019-05,412.53809327846034
2019-06,428.522304921045
2019-07,442.0779959405798
2019-08,431.60729729421496
2019-09,444.355883791005
2019-10,445.1973038548223
2019-11,464.94653748698215
2019-12,471.1105905077047
2020-01,464.45006967479253
2020-02,426.40436013386824
2020-03,339.97677936503567
2020-04,386.7352537397797
2020-05,409.19241710739465
2020-06,416.65648444641545
2020-07,411.14254910090307
2020-08,429.2762103104838
2020-09,429.5561663421437
2020-10,432.8364842353722
2020-11,485.99954011177766
2020-12,509.57121959681
2021-01,524.9523917125127
2021-02,551.4649546310793
2021-03,581.979884155895
2021-04,589.4723143929555
2021-05,584.6124047796419
2021-06,606.3796928635293
2021-07,600.8462973001725
2021-08,617.6104617779094
2021-09,611.3943263312128
2021-10,635.4527586705868
2021-11,622.5307041359147
2021-12,637.895652815328
2022-01,598.6776407618762
2022-02,600.6640362355498
2022-03,613.8589221436744
2022-04,596.6022706645776
2022-05,587.0455469482321
2022-06,542.7111964059035
2022-07,607.5095085389294
2022-08,598.884736719153
2022-09,553.3573510594771
2022-10,592.841397568085
2022-11,602.7986421913149
2022-12,560.9544318413981
2023-01,602.5828246874311
2023-02,604.2496657888979
2023-03,575.3166577400954
2023-04,563.9747947284296
2023-05,569.0770771962405
2023-06,592.9702946014672
2023-07,615.3039417585729
