Date,NORDIC COUNTRIES SMALL CAP
2000-12,100.0
2001-01,108.16975457223727
2001-02,100.64421690120452
2001-03,95.22996306532545
2001-04,101.89108383830882
2001-05,107.0242610667398
2001-06,99.18913778984192
2001-07,97.21296508252044
2001-08,91.69392407697943
2001-09,79.9687568309356
2001-10,85.5438063145195
2001-11,92.21169580843636
2001-12,95.47721380622161
2002-01,100.50045145960642
2002-02,103.33954687268094
2002-03,108.93683638176053
2002-04,109.32657219041825
2002-05,109.13980425683803
2002-06,101.33401967978975
2002-07,90.58368717836153
2002-08,86.28299198133624
2002-09,76.7493314035504
2002-10,81.42727960955014
2002-11,87.64191327267662
2002-12,81.1628674680689
2003-01,77.01320282627026
2003-02,73.00435080257705
2003-03,72.27146101743094
2003-04,80.08230142627248
2003-05,82.2007828228862
2003-06,85.41181597371435
2003-07,90.43333255182868
2003-08,97.99441744597402
2003-09,97.4042475972492
2003-10,107.32770436273263
2003-11,110.52366578962075
2003-12,111.12536995603473
2004-01,117.81267481091177
2004-02,123.84713568804202
2004-03,122.85057102253131
2004-04,123.9854132826602
2004-05,124.57470728273805
2004-06,129.3442205186139
2004-07,126.6373837988712
2004-08,127.54988856444407
2004-09,135.30515066107813
2004-10,137.0359901965208
2004-11,151.33854042825695
2004-12,154.0331585476813
2005-01,158.5640537110662
2005-02,168.91471094563934
2005-03,171.04001463822115
2005-04,168.75969842838936
2005-05,183.3950415609954
2005-06,193.73387059504014
2005-07,206.63681796204003
2005-08,211.2517252130414
2005-09,224.29310399882803
2005-10,207.51252895046406
2005-11,215.02202527591868
2005-12,235.14566953424838
2006-01,250.39797080714848
2006-02,263.0137717080844
2006-03,285.2422415403213
2006-04,300.776658318393
2006-05,284.018842223089
2006-06,275.2863162142859
2006-07,271.50910223218057
2006-08,276.12485093644625
2006-09,280.9638264176395
2006-10,294.0402250704015
2006-11,308.1505990436636
2006-12,325.5908783746917
2007-01,333.5261976746104
2007-02,325.2162261510799
2007-03,337.59704274107645
2007-04,351.26118274309187
2007-05,361.6614141317207
2007-06,356.208735501998
2007-07,344.34652365980696
2007-08,328.3643079907824
2007-09,326.935198253541
2007-10,336.48584167337475
2007-11,304.48955242501586
2007-12,300.0487340465864
2008-01,255.24788049260573
2008-02,271.61442994981394
2008-03,266.15070332136446
2008-04,273.80989828216497
2008-05,282.00755038614506
2008-06,250.53652717162032
2008-07,238.09847327314912
2008-08,242.39047797445724
2008-09,185.48021327645168
2008-10,143.6661564664663
2008-11,127.3920656881849
2008-12,119.92386778493434
2009-01,127.2402091347491
2009-02,120.3072096952648
2009-03,123.60030020407577
2009-04,156.24160543194938
2009-05,168.50351836022156
2009-06,165.71272494319072
2009-07,185.517832243442
2009-08,198.58818611758593
2009-09,210.61824059946537
2009-10,214.6275808113885
2009-11,218.42236343647602
2009-12,234.94399781348122
2010-01,244.614080808781
2010-02,247.37203532129666
2010-03,269.3561824612034
2010-04,276.4204422302228
2010-05,248.28417510543463
2010-06,239.42959442117765
2010-07,257.1168880188461
2010-08,248.03068194934718
2010-09,277.9926243323711
2010-10,283.9774570996101
2010-11,287.05030839450865
2010-12,323.5187722814976
2011-01,323.00934758747195
2011-02,323.8901253295119
2011-03,325.07445673087574
2011-04,329.4154872286044
2011-05,324.68211538605277
2011-06,305.5824255388664
2011-07,293.06354779240166
2011-08,259.1792499716506
2011-09,233.64111444297146
2011-10,261.4172578407974
2011-11,256.3607316163568
2011-12,260.4197049469224
2012-01,287.10517747368914
2012-02,306.3855091705094
2012-03,301.08412841671685
2012-04,302.8319609472127
2012-05,278.094571144394
2012-06,284.3428334979306
2012-07,300.99347820619903
2012-08,304.22695206714036
2012-09,314.7759625854325
2012-10,310.21168527519615
2012-11,311.06629384302835
2012-12,320.29378079147045
2013-01,333.59637003556657
2013-02,359.4778759512303
2013-03,360.17051455585835
2013-04,358.10098493371703
2013-05,371.82799722295533
2013-06,349.4381672530378
2013-07,376.7209404717119
2013-08,374.2884372541734
2013-09,393.22883819848636
2013-10,404.5100611813321
2013-11,412.9634542155495
2013-12,418.898647638634
2014-01,416.5197627611257
2014-02,447.0932036500805
2014-03,445.2912952496422
2014-04,453.2123590093056
2014-05,477.6021829964382
2014-06,474.0279043007651
2014-07,455.9861086782884
2014-08,458.6251076515668
2014-09,449.9507484632758
2014-10,446.0950199943583
2014-11,450.83271250552536
2014-12,456.1638915737094
2015-01,486.0629069255694
2015-02,522.2881379283704
2015-03,529.9561267216179
2015-04,542.5935330820987
2015-05,546.672339070017
2015-06,523.7860397349898
2015-07,544.2750120021828
2015-08,517.1372654777088
2015-09,512.9062098822864
2015-10,544.2203959583143
2015-11,590.9668188179267
2015-12,577.3292805763734
2016-01,533.1022523900554
2016-02,543.963327185358
2016-03,564.1282644394965
2016-04,569.4951084230127
2016-05,593.2811005503372
2016-06,564.0140484639438
2016-07,595.7527215117581
2016-08,609.445863830837
2016-09,626.1200669068683
2016-10,607.9387633329052
2016-11,609.8500589326962
2016-12,643.5799007655784
2017-01,648.9563346769979
2017-02,659.3157142664722
2017-03,658.6095870729885
2017-04,691.1944819726081
2017-05,690.1223983164375
2017-06,682.8325929634002
2017-07,686.5580104109474
2017-08,690.0255644581721
2017-09,704.9668679169139
2017-10,708.3521940487136
2017-11,676.6685559451365
2017-12,692.6087981280193
2018-01,702.3059417202752
2018-02,693.6497587944298
2018-03,677.4549397679197
2018-04,713.7080491804224
2018-05,742.9842383209602
2018-06,741.4448590358897
2018-07,769.1658649841414
2018-08,763.898564285196
2018-09,762.8906429845707
2018-10,705.1801333250141
2018-11,675.1885034657249
2018-12,639.7995983839874
2019-01,688.682670456198
2019-02,705.2400998115635
2019-03,720.1389069936403
2019-04,741.6165068118829
2019-05,704.3735335036168
2019-06,732.7520228063697
2019-07,725.2246897393389
2019-08,707.1808838349643
2019-09,725.1112567193783
2019-10,738.5390260145608
2019-11,776.6823523439073
2019-12,816.8666152371441
2020-01,807.3638400472331
2020-02,754.3527953170236
2020-03,600.7122895898971
2020-04,685.2596350600031
2020-05,756.4188745050081
2020-06,769.4796179908509
2020-07,820.7390278414588
2020-08,868.6662728415117
2020-09,889.9481705324813
2020-10,841.1386173738331
2020-11,952.840204276924
2020-12,1021.3727429759095
2021-01,1006.3127878602784
2021-02,1033.3513455282039
2021-03,1090.7299914688485
2021-04,1160.2094391596688
2021-05,1174.545391256735
2021-06,1178.0902775756022
2021-07,1247.5038905737522
2021-08,1267.428768066087
2021-09,1184.7297043919991
2021-10,1265.7579972936035
2021-11,1241.5641658591721
2021-12,1277.301319191269
2022-01,1138.2784151750143
2022-02,1067.7201869829728
2022-03,1118.7074032560674
2022-04,1078.2834998610415
2022-05,1058.0537331582345
2022-06,902.5707968356014
2022-07,1040.8646167113452
2022-08,954.1144590588078
2022-09,826.2949205493164
2022-10,890.7006295319424
2022-11,948.7041870508648
2022-12,928.1973270706065
2023-01,974.488109178844
2023-02,1017.8910864151209
2023-03,979.4056285911702
2023-04,990.7220131364728
2023-05,954.7796087156912
2023-06,949.1186031233277
2023-07,965.1627571321948
