Date,AC PACIFIC SMALL CAP
2009-03,548.4183433140769
2009-04,616.2056999244405
2009-05,675.7380675443932
2009-06,700.4417887117111
2009-07,747.7676867913896
2009-08,758.7917818830778
2009-09,775.152247480101
2009-10,760.5865269579538
2009-11,749.2750279196873
2009-12,804.2681587315086
2010-01,808.7493481389844
2010-02,834.8523655057508
2010-03,900.6046312398367
2010-04,938.2397289217222
2010-05,914.8203296283127
2010-06,921.2859949824907
2010-07,910.2727865008906
2010-08,924.1979651071609
2010-09,943.6907962742805
2010-10,945.4655214582049
2010-11,1009.4463815254503
2010-12,1062.5565710984488
2011-01,1037.0875147822933
2011-02,1028.8828103087264
2011-03,998.1553476537828
2011-04,978.7388216377891
2011-05,990.5108293358281
2011-06,978.5073839573886
2011-07,1019.7198345062545
2011-08,942.7606839177096
2011-09,910.7471081913721
2011-10,921.3537288466318
2011-11,903.3380293798206
2011-12,937.2164119248798
2012-01,994.8042174484231
2012-02,1024.8127869788684
2012-03,1019.0680194184381
2012-04,1013.0626687729715
2012-05,987.2821090235186
2012-06,988.0087711743496
2012-07,1016.8377692420785
2012-08,1003.4051070059813
2012-09,1026.292954839895
2012-10,1009.3151463396767
2012-11,1019.6910097167038
2012-12,1039.354037384426
2013-01,1049.505256910842
2013-02,1120.662244075863
2013-03,1183.1268278385785
2013-04,1192.6367676860905
2013-05,1160.7772725954685
2013-06,1096.3620155997235
2013-07,1096.2523038340598
2013-08,1090.6343828645581
2013-09,1153.7921742914364
2013-10,1163.0319141199727
2013-11,1142.1773628763065
2013-12,1132.0647223637507
2014-01,1140.9007164321401
2014-02,1131.3106821169738
2014-03,1143.5410033145101
2014-04,1128.132955251753
2014-05,1172.9172417848097
2014-06,1212.4150487574336
2014-07,1256.9485112309837
2014-08,1284.8028839278668
2014-09,1278.3531296277397
2014-10,1263.3061440481736
2014-11,1245.116249437503
2014-12,1275.996112128676
2015-01,1392.4759856241958
2015-02,1448.479380715827
2015-03,1534.0396595608393
2015-04,1559.4519688529285
2015-05,1608.8957607688164
2015-06,1540.8069480400957
2015-07,1479.831787305599
2015-08,1361.976184361363
2015-09,1342.09699512347
2015-10,1450.387208525269
2015-11,1514.6610142699146
2015-12,1486.5078537157985
2016-01,1384.2694649552072
2016-02,1377.4351847370358
2016-03,1416.2598134898922
2016-04,1444.0605142229483
2016-05,1467.9424891367958
2016-06,1475.2425568162485
2016-07,1539.3792487098792
2016-08,1529.2317087985502
2016-09,1566.6436396957633
2016-10,1582.478253008905
2016-11,1579.3923774864627
2016-12,1596.732958654935
2017-01,1615.9486635991684
2017-02,1702.9884960304337
2017-03,1709.3370349593283
2017-04,1691.7483308439928
2017-05,1679.4915632135796
2017-06,1676.182814382163
2017-07,1664.831654672272
2017-08,1679.6133369209108
2017-09,1708.9770746332329
2017-10,1797.1437833689727
2017-11,1807.0677416561882
2017-12,1832.1836146264277
2018-01,1858.1166131879302
2018-02,1847.1109638240887
2018-03,1815.3002159462578
2018-04,1847.0055064276996
2018-05,1922.0074342240266
2018-06,1842.4643692556444
2018-07,1828.2567926337642
2018-08,1823.588050195114
2018-09,1833.7846592507838
2018-10,1674.8319499302759
2018-11,1738.115065343028
2018-12,1614.9873548913959
2019-01,1709.516599619699
2019-02,1758.390503310059
2019-03,1790.4689850294299
2019-04,1809.300247573906
2019-05,1728.2400146665536
2019-06,1750.4346254055827
2019-07,1799.988979486137
2019-08,1771.2956059483195
2019-09,1837.8783043769906
2019-10,1871.0070275991102
2019-11,1894.3636999228793
2019-12,1920.432173510881
2020-01,1866.479077179409
2020-02,1707.8582150646191
2020-03,1498.2055651457536
2020-04,1663.9986669980353
2020-05,1745.0932863159846
2020-06,1776.935881336326
2020-07,1732.7697852603499
2020-08,1834.1963655307418
2020-09,1881.115042238602
2020-10,1872.5318492173649
2020-11,1998.2566750490369
2020-12,2063.8803575053635
2021-01,2073.6776376343305
2021-02,2135.9571616726957
2021-03,2252.281531037499
2021-04,2267.3609668169256
2021-05,2222.646246477989
2021-06,2323.281182213729
2021-07,2290.3204063793223
2021-08,2347.830914782431
2021-09,2364.4760303046082
2021-10,2364.585417636272
2021-11,2320.8657350603285
2021-12,2369.0642011887167
2022-01,2228.2894205582415
2022-02,2258.1122749115716
2022-03,2282.6174755482034
2022-04,2245.135136662902
2022-05,2203.0235359372577
2022-06,2065.1014946054643
2022-07,2203.1179416291548
2022-08,2226.5053403290003
2022-09,2032.8250934485566
2022-10,2006.270025734345
2022-11,2151.3254497072776
2022-12,2100.7524608163126
2023-01,2204.9231645576106
2023-02,2173.3846425911424
2023-03,2159.3613425052235
2023-04,2123.1737838586128
2023-05,2161.846000494573
2023-06,2164.8905813478605
2023-07,2249.48284585304
