Date,AC PACIFIC SMALL CAP
1998-12,403.2725126924653
1999-01,418.1758692285282
1999-02,428.2024348234917
1999-03,486.4372649506793
1999-04,562.9314490974766
1999-05,548.4832971677587
1999-06,631.1757770052177
1999-07,631.5824833536429
1999-08,654.8712484683834
1999-09,658.3100109013417
1999-10,663.3233864335203
1999-11,696.9044746383138
1999-12,680.9578754908799
2000-01,690.1666602101953
2000-02,685.9774666966889
2000-03,730.7568396268518
2000-04,688.2688152091822
2000-05,663.5797152770166
2000-06,690.6123585725395
2000-07,652.4749129473181
2000-08,712.9441310841706
2000-09,664.0927587808688
2000-10,628.2245342301368
2000-11,606.8314247743695
2000-12,532.7415633692431
2001-01,557.8686986535581
2001-02,566.9139349757589
2001-03,560.8341797979422
2001-04,597.7452855851202
2001-05,640.6792845604177
2001-06,630.6963400222359
2001-07,572.5711960439013
2001-08,559.2260489241853
2001-09,504.2925415206905
2001-10,528.4154801429594
2001-11,534.5086158569719
2001-12,519.7956472483754
2002-01,538.5467161216343
2002-02,552.2535885786655
2002-03,582.2096760234538
2002-04,580.5011752934703
2002-05,589.7485345475278
2002-06,533.8377672389449
2002-07,518.5093089421428
2002-08,514.6780157780225
2002-09,479.67841366752464
2002-10,461.61498335656637
2002-11,467.23439943400973
2002-12,436.7300276956583
2003-01,431.6636459889943
2003-02,435.8296139925815
2003-03,424.06223911254966
2003-04,430.51676040311
2003-05,435.1288952797585
2003-06,477.1020726833469
2003-07,500.77237064018414
2003-08,552.5640411029625
2003-09,553.7578202472488
2003-10,594.0817216642868
2003-11,552.2927992847523
2003-12,557.024070424459
2004-01,587.0569029594745
2004-02,597.3125013642724
2004-03,670.3367815418984
2004-04,662.2084088855244
2004-05,623.1040553971269
2004-06,659.6356833480572
2004-07,631.673470237772
2004-08,637.028637772869
2004-09,624.2444541033733
2004-10,624.9629268948582
2004-11,633.0106863906088
2004-12,646.6527646567229
2005-01,689.4718171556491
2005-02,699.9291936624787
2005-03,703.7873853960679
2005-04,696.0242498354498
2005-05,720.900947313649
2005-06,756.7591267564108
2005-07,774.73037356589
2005-08,777.392276309061
2005-09,835.8384540999851
2005-10,832.9930864021525
2005-11,884.4916602326427
2005-12,961.8610807341315
2006-01,975.1818858716326
2006-02,961.063672950654
2006-03,981.2687493737424
2006-04,976.0176025998016
2006-05,899.9442925024524
2006-06,876.5522787326269
2006-07,854.3335833137232
2006-08,871.3059780373763
2006-09,882.8387914724108
2006-10,891.8869808456717
2006-11,889.4002513743534
2006-12,912.0873341806307
2007-01,932.621617290769
2007-02,951.3461545369165
2007-03,961.563723979247
2007-04,957.9471491063587
2007-05,1000.0
2007-06,1018.9621454522567
2007-07,1040.8856176402985
2007-08,987.7349303764511
2007-09,991.1280360940732
2007-10,1014.606958078849
2007-11,931.234154196994
2007-12,904.4943651584845
2008-01,813.4342029739001
2008-02,832.1551091593003
2008-03,775.1284008397085
2008-04,815.8417986977167
2008-05,826.3788296355351
2008-06,742.1421596225019
2008-07,721.6452827877114
2008-08,715.1778145175724
2008-09,638.3261130408015
2008-10,562.854957308457
2008-11,559.6068902731425
2008-12,563.9822776881523
2009-01,573.6459501399187
2009-02,525.2106842135036
