Date,AC FAR EAST ex JAPAN SMALL CAP
1998-12,424.22230447221693
1999-01,427.38216802144495
1999-02,421.1184290268383
1999-03,464.88989495725554
1999-04,608.8877431037346
1999-05,628.7243441969969
1999-06,730.5824806927573
1999-07,666.3650931723065
1999-08,647.2062503423693
1999-09,586.6833426226125
1999-10,606.7108309210532
1999-11,652.1837060354482
1999-12,673.4935849217346
2000-01,682.1988528152355
2000-02,671.0922559379665
2000-03,676.0441242584797
2000-04,644.2605136074708
2000-05,564.4299162851747
2000-06,542.3412719629088
2000-07,543.903939999178
2000-08,560.9325746220502
2000-09,497.6720193379613
2000-10,468.66579969734545
2000-11,438.02739718061576
2000-12,389.0649351120035
2001-01,443.986367810137
2001-02,455.3147888137301
2001-03,440.50342891753525
2001-04,443.9268110432416
2001-05,480.9957161339205
2001-06,477.6696699124769
2001-07,434.15726333912846
2001-08,422.08669989257214
2001-09,369.6920019745422
2001-10,385.6681188416234
2001-11,425.7128315226467
2001-12,458.3385765599358
2002-01,513.350234494226
2002-02,516.1306412648869
2002-03,559.8112735953625
2002-04,546.5061603685261
2002-05,516.5707020654974
2002-06,460.5264214570861
2002-07,452.3215598147159
2002-08,443.8134885755853
2002-09,382.279418073343
2002-10,397.08212446792345
2002-11,410.08164305562764
2002-12,371.3015517101289
2003-01,383.2158830600381
2003-02,366.37590219613656
2003-03,342.11050267268166
2003-04,340.47081452467694
2003-05,361.8951513914344
2003-06,392.5920309919829
2003-07,429.319166225989
2003-08,464.94813316034816
2003-09,443.1651095232028
2003-10,472.5123030231855
2003-11,458.3088826832653
2003-12,456.31178530719785
2004-01,493.3307559497499
2004-02,515.8900097731647
2004-03,509.86597008719474
2004-04,493.2763518699531
2004-05,462.6827521518985
2004-06,452.19147578048313
2004-07,439.72694844787304
2004-08,451.9087381302787
2004-09,462.5296208304
2004-10,456.6630945738171
2004-11,474.018883962887
2004-12,481.6834714118513
2005-01,507.1475316129074
2005-02,536.1331222286651
2005-03,525.0967760132354
2005-04,515.2685510442203
2005-05,548.842593938884
2005-06,583.2669316646047
2005-07,605.9655573872085
2005-08,580.0235093058766
2005-09,616.5715427839139
2005-10,584.969411860217
2005-11,647.3600632679471
2005-12,684.8957977214425
2006-01,699.2037785415774
2006-02,716.8394549635524
2006-03,732.1988593712249
2006-04,755.8543086271252
2006-05,704.0014792267593
2006-06,676.296250476041
2006-07,676.9071691196868
2006-08,691.1821709840482
2006-09,726.5822985345751
2006-10,745.9277512324644
2006-11,788.0114746673589
2006-12,817.8021413748464
2007-01,826.7595670812457
2007-02,847.3863198568398
2007-03,876.1804518380893
2007-04,901.8167729154079
2007-05,1000.0
2007-06,1052.4986127071336
2007-07,1153.289941395714
2007-08,1087.7994316171842
2007-09,1112.5121717168622
2007-10,1155.1692081221743
2007-11,1008.9354531492393
2007-12,1005.0526846112875
2008-01,856.5060922383283
2008-02,909.9322620598209
2008-03,826.0550243549012
2008-04,878.2497643580325
2008-05,868.8941747569007
2008-06,760.9144747934159
2008-07,735.4401896940789
2008-08,707.0091226598529
2008-09,591.6904440094174
2008-10,460.10910420367026
2008-11,436.1586267822266
2008-12,463.5835869446241
2009-01,477.5050997755159
2009-02,471.3223262815196
2009-03,520.1788200120178
2009-04,634.267205483165
2009-05,736.8405482021296
2009-06,723.3634903818819
2009-07,813.4787115249392
2009-08,778.9257773051947
2009-09,827.186444650647
2009-10,831.7734802773632
2009-11,848.201218759914
2009-12,950.3434544634624
2010-01,929.3526287311104
2010-02,955.2182612983536
2010-03,1049.469138523915
2010-04,1091.6711398763775
2010-05,1057.87352120535
2010-06,1077.2182106647294
2010-07,1081.7198315241012
2010-08,1106.5781218364955
2010-09,1156.8487300749498
2010-10,1175.196817103441
2010-11,1245.4858023489326
2010-12,1272.8535404828458
2011-01,1245.9586113741586
2011-02,1173.4397468165516
2011-03,1187.618510417383
2011-04,1183.6232867312754
2011-05,1198.1740397525493
2011-06,1157.1633918559392
2011-07,1202.2819726788232
2011-08,1068.3953570529961
2011-09,948.6604261030711
2011-10,1012.5981173478639
2011-11,968.5058102937086
2011-12,1003.1648191321274
2012-01,1081.6910845993414
2012-02,1153.6137814007507
2012-03,1116.3178174229843
2012-04,1106.1897575315602
2012-05,1098.2631942934615
2012-06,1086.606899442828
2012-07,1123.0404117893825
2012-08,1126.2690787721426
2012-09,1167.4619410677083
2012-10,1147.5293054802535
2012-11,1174.4154458018234
2012-12,1201.532587334303
2013-01,1211.1045570439144
2013-02,1294.3731560282638
2013-03,1330.5230091351766
2013-04,1327.2197630826468
2013-05,1372.4113780904072
2013-06,1251.1355098502513
2013-07,1243.9594267362088
2013-08,1229.0228886378488
2013-09,1267.8234153522853
2013-10,1290.8741878570177
2013-11,1275.5429213619605
2013-12,1257.0459652955112
2014-01,1264.670442450044
2014-02,1281.5750898752024
2014-03,1290.6061689148523
2014-04,1284.2684484143656
2014-05,1330.9991222794902
2014-06,1344.3604767895324
2014-07,1399.7633191793457
2014-08,1446.746788970498
2014-09,1449.5514755319248
2014-10,1427.7002076786382
2014-11,1408.2056210804774
2014-12,1422.8301566530206
2015-01,1552.1665800323221
2015-02,1590.3458552732282
2015-03,1691.358410090587
2015-04,1807.7897846757035
2015-05,1869.448009663252
2015-06,1739.336557062494
2015-07,1577.3488362373853
2015-08,1397.1707030103812
2015-09,1408.716219326072
2015-10,1518.3528338626193
2015-11,1556.406868742429
2015-12,1518.7027416604535
2016-01,1397.7702519131856
2016-02,1398.7657006600743
2016-03,1439.9795830698574
2016-04,1438.9261941916925
2016-05,1441.0743709184087
