Date,WORLD ex CANADA SMALL CAP
1998-12,684.0494913377438
1999-01,713.5675623082847
1999-02,706.748676106566
1999-03,740.9548785778379
1999-04,810.5146717344807
1999-05,818.4088670597748
1999-06,880.7794219048232
1999-07,861.0710349923286
1999-08,876.1340557724504
1999-09,877.7885730108984
1999-10,894.4449386032471
1999-11,971.2572989296604
1999-12,1033.6528314649813
2000-01,1050.1339264193102
2000-02,1159.7059788126094
2000-03,1165.622597698479
2000-04,1119.7647977776303
2000-05,1071.0754930690666
2000-06,1122.4573254325967
2000-07,1110.0654304860952
2000-08,1217.9913124713148
2000-09,1179.9600295484422
2000-10,1153.8849611186197
2000-11,1047.9498210542943
2000-12,1019.3329986878487
2001-01,1070.152540889262
2001-02,1019.0459564736917
2001-03,986.1406220841527
2001-04,1055.70278878404
2001-05,1125.9683541179927
2001-06,1120.4141677255277
2001-07,1043.040562874099
2001-08,989.1444411597114
2001-09,860.0598083834899
2001-10,916.4299833656383
2001-11,970.0462138410512
2001-12,999.8981421527407
2002-01,1016.1496661403482
2002-02,1004.8529937213559
2002-03,1063.3124464010295
2002-04,1047.185419350345
2002-05,1012.6109851771438
2002-06,905.1758463985086
2002-07,818.6571546966703
2002-08,817.0905539822885
2002-09,744.6921308994888
2002-10,760.7246594140654
2002-11,806.3140772420243
2002-12,740.6681979297706
2003-01,707.9092804543658
2003-02,692.0383218868719
2003-03,687.3183912835165
2003-04,735.1128995407914
2003-05,762.9786889289145
2003-06,802.206769512968
2003-07,851.639777421616
2003-08,914.8205975727412
2003-09,875.610130383638
2003-10,944.7795172196727
2003-11,936.9183041871099
2003-12,926.2418466366616
2004-01,977.1993386955354
2004-02,1000.0
2004-03,1033.91756184614
2004-04,1019.4640784296222
2004-05,1008.3224779621142
2004-06,1053.8842979462531
2004-07,1012.7367371265229
2004-08,1004.7690953320584
2004-09,1016.5746100163004
2004-10,1017.3182608377496
2004-11,1046.9252359405677
2004-12,1069.096973099747
2005-01,1104.066170105485
2005-02,1118.502586139352
2005-03,1118.5584405998381
2005-04,1087.3203305430548
2005-05,1175.1983172145456
2005-06,1232.9041899346341
2005-07,1288.7401548439454
2005-08,1278.597478219332
2005-09,1329.498090343666
2005-10,1297.1952042766366
2005-11,1370.6585598309287
2005-12,1412.1691593719652
2006-01,1470.4293758832086
2006-02,1493.166081194542
2006-03,1533.1335541049011
2006-04,1507.5137131044094
2006-05,1408.6025479054047
2006-06,1404.129552996311
2006-07,1375.311942690122
2006-08,1406.0549077809987
2006-09,1433.9030307693674
2006-10,1485.4369595977043
2006-11,1486.7654804091794
2006-12,1520.707954543352
2007-01,1578.5469143522675
2007-02,1566.0928668089348
2007-03,1591.14207783269
2007-04,1603.723836178824
2007-05,1673.1097786960065
2007-06,1646.5526098144571
2007-07,1568.8559934562154
2007-08,1555.6421901205358
2007-09,1525.7606295013506
2007-10,1557.3542440458643
2007-11,1435.4710644877275
2007-12,1413.0738198342735
2008-01,1290.0253881722106
2008-02,1260.0103615187784
2008-03,1200.2248040643508
2008-04,1273.6791634601523
2008-05,1321.8679430803186
2008-06,1195.9493308046906
2008-07,1190.9048301332402
2008-08,1263.1044940708164
2008-09,1153.555698187579
2008-10,994.6051434922333
2008-11,909.9360268997771
2008-12,881.4686996760622
2009-01,880.1955337526173
2009-02,794.9027149318994
2009-03,824.2862012321251
2009-04,963.0437818879279
2009-05,976.1675925000495
2009-06,999.7580522711706
2009-07,1074.7273592562626
2009-08,1127.858960923814
2009-09,1169.8159104200295
2009-10,1111.0208468195353
2009-11,1114.859997543964
2009-12,1219.6255368474249
2010-01,1229.8902577213237
2010-02,1279.2860716762264
2010-03,1389.8757241490061
2010-04,1469.1146203912292
2010-05,1438.9688227986655
2010-06,1374.8785292186444
2010-07,1392.9969453528938
2010-08,1359.1983622866483
2010-09,1411.8920809148233
2010-10,1440.164157099169
2010-11,1542.514763862439
2010-12,1637.974257310086
2011-01,1619.5575858844302
