Date,WORLD ex ISRAEL SMALL CAP
2010-05,1027.667170593711
2010-06,981.8193523183503
2010-07,995.0229155014208
2010-08,973.064611269838
2010-09,1010.4571023271697
2010-10,1031.7600422004416
2010-11,1107.744031643715
2010-12,1176.07634822484
2011-01,1161.6461010463222
2011-02,1200.1308784666853
2011-03,1182.2235069521669
2011-04,1174.0910913250104
2011-05,1187.6810024435933
2011-06,1152.6368002978782
2011-07,1135.9877070646182
2011-08,1040.9483045871837
2011-09,992.0079780658953
2011-10,1067.2441545308527
2011-11,1079.7942288993627
2011-12,1110.9995429979567
2012-01,1185.120474696778
2012-02,1213.0780908746565
2012-03,1230.6591313906065
2012-04,1229.5701181282939
2012-05,1199.5436491764294
2012-06,1211.928379409157
2012-07,1247.0976175219837
2012-08,1258.8538333842944
2012-09,1276.7900899502458
2012-10,1260.0761373555538
2012-11,1267.9936131305155
2012-12,1291.392516792895
2013-01,1327.8505659516084
2013-02,1390.1369143685026
2013-03,1464.7504977611634
2013-04,1444.574764196265
2013-05,1485.3800282596715
2013-06,1449.770908763321
2013-07,1510.650035545914
2013-08,1492.4694093365467
2013-09,1554.8420062453451
2013-10,1596.1769139441403
2013-11,1623.1131924258232
2013-12,1642.2865359867685
2014-01,1647.3792296385298
2014-02,1693.5310670847782
2014-03,1690.2714667153566
2014-04,1652.5635784867534
2014-05,1698.988348626138
2014-06,1760.6239047955455
2014-07,1729.070792913712
2014-08,1811.2991039503156
2014-09,1783.1730713020038
2014-10,1829.332222152397
2014-11,1847.3666830436518
2014-12,1914.9382969781404
2015-01,2016.5821579323863
2015-02,2154.443759626184
2015-03,2255.4648163109005
2015-04,2182.280975089905
2015-05,2264.1309241976337
2015-06,2208.407918315164
2015-07,2217.2880315995767
2015-08,2071.1354729993577
2015-09,1991.240902734351
2015-10,2128.0129932200603
2015-11,2251.4307584650705
2015-12,2134.7701262023247
2016-01,1976.9198785276362
2016-02,1982.8995078109613
2016-03,2051.271737984898
2016-04,2089.503900634335
2016-05,2176.959430330388
2016-06,2141.336406826776
2016-07,2244.7294767373382
2016-08,2257.451491180758
2016-09,2272.088820324032
2016-10,2243.6977763010977
2016-11,2416.418805874809
2016-12,2489.621805342548
2017-01,2485.674478242964
2017-02,2581.811295806471
2017-03,2585.2710297731965
2017-04,2590.912407764201
2017-05,2525.9848226435233
2017-06,2530.9278837728684
2017-07,2504.858507163501
2017-08,2483.0452538897057
2017-09,2596.8837291027767
2017-10,2673.6863652772663
2017-11,2669.982393312421
2017-12,2692.5464403705696
2018-01,2687.496489921197
2018-02,2635.561749466029
2018-03,2617.0856260644614
2018-04,2689.957715329955
2018-05,2859.8154503802652
2018-06,2851.6500891425485
2018-07,2880.5521781205352
2018-08,2959.418618170762
2018-09,2922.8999992376434
2018-10,2699.364481820078
2018-11,2718.9748172687337
2018-12,2444.318026434328
2019-01,2686.603236620937
2019-02,2809.2382346761487
2019-03,2832.9499102700443
2019-04,2927.3421174366654
2019-05,2751.953689842813
2019-06,2851.2283550737156
2019-07,2932.8787640623646
2019-08,2864.520791346456
2019-09,2954.001990095881
2019-10,2967.4360247115737
2019-11,3100.2745682966224
2019-12,3152.65426227254
2020-01,3104.51611973133
2020-02,2844.1202603600036
2020-03,2257.558663324027
2020-04,2566.2677464850576
2020-05,2708.327251916068
2020-06,2754.502732751712
2020-07,2718.4185314941305
2020-08,2841.4660017273472
2020-09,2837.216025213353
2020-10,2855.4676997574384
2020-11,3209.497975061721
2020-12,3370.3846914926457
2021-01,3465.629234474671
2021-02,3643.928524434927
2021-03,3844.9451647407896
2021-04,3899.690959442455
2021-05,3872.8552734714676
2021-06,4001.653673517653
2021-07,3975.2703061551783
2021-08,4091.4241464760753
2021-09,4037.432058703024
2021-10,4188.637160286789
2021-11,4095.7246480657386
2021-12,4204.871523626393
2022-01,3941.1729047366634
2022-02,3943.267829868393
2022-03,4019.5283142532235
2022-04,3908.6545060169087
2022-05,3847.522380854426
2022-06,3550.4425994940925
2022-07,3972.70648897173
2022-08,3894.0809195038883
2022-09,3591.566190534213
2022-10,3849.330975654815
2022-11,3926.3001458184053
2022-12,3661.6123338535417
2023-01,3934.3013020962717
2023-02,3951.969130897509
2023-03,3760.418868398727
2023-04,3698.700132491116
2023-05,3725.174459576948
2023-06,3871.509515395616
2023-07,4018.655629891635
