Date,EMU SMALL CAP
2000-12,100.00000000000001
2001-01,105.87422211057566
2001-02,103.3987356487433
2001-03,97.89708290068927
2001-04,102.08240148705028
2001-05,104.92426705886572
2001-06,100.00121094473074
2001-07,96.0612020726386
2001-08,92.17821744076846
2001-09,77.8238611496332
2001-10,84.70987690324353
2001-11,91.61762185211863
2001-12,92.49144749372545
2002-01,95.85700453941159
2002-02,95.82076879082506
2002-03,100.65722519393418
2002-04,100.70135063547114
2002-05,98.47215727805853
2002-06,91.19846152900104
2002-07,82.63840868152586
2002-08,81.5719894291275
2002-09,70.35293029841104
2002-10,74.3798421055802
2002-11,77.91308595188903
2002-12,72.58014473345447
2003-01,71.35676505340874
2003-02,67.65020366879743
2003-03,66.32823130246214
2003-04,74.7716405252461
2003-05,78.13269777695844
2003-06,81.49207992902701
2003-07,85.9816605008343
2003-08,89.52447536901646
2003-09,89.0481027481858
2003-10,96.30726459502714
2003-11,98.400854194749
2003-12,97.85810336973606
2004-01,104.1863065132376
2004-02,107.68919083288621
2004-03,105.2590080350868
2004-04,106.17568253229122
2004-05,103.6297182779096
2004-06,108.16218709039715
2004-07,105.24717114691721
2004-08,104.31002393787539
2004-09,106.9318292738162
2004-10,109.49194330868842
2004-11,115.23408506826894
2004-12,118.89981015097523
2005-01,126.13207704220991
2005-02,132.3210108558792
2005-03,131.22240143680253
2005-04,128.07228583835845
2005-05,135.70459659358582
2005-06,143.07673783219138
2005-07,152.00620511930086
2005-08,153.29885810428368
2005-09,161.99394667549828
2005-10,151.57807450646126
2005-11,155.15830622203913
2005-12,161.65624807586977
2006-01,175.59892179164757
2006-02,183.6308061880333
2006-03,189.98407454442622
2006-04,192.9829110988748
2006-05,178.8591229632544
2006-06,176.29183747075956
2006-07,174.65463126502067
2006-08,177.96277196861905
2006-09,181.47238454724388
2006-10,190.03483193509308
2006-11,195.31608786395404
2006-12,205.49607930678619
2007-01,215.98742568366097
2007-02,215.04329549176052
2007-03,225.77651921430763
2007-04,233.27219866647152
2007-05,242.2506649264563
2007-06,238.98647145363148
2007-07,236.49594428164986
2007-08,227.01228493783609
2007-09,221.06633985425375
2007-10,231.37376848926692
2007-11,210.52885838746144
2007-12,206.25366068394803
2008-01,179.57504314384352
2008-02,183.90106309933216
2008-03,180.29293676238854
2008-04,187.50602879691007
2008-05,190.3453661244358
2008-06,169.97872038779755
2008-07,162.20037071298268
2008-08,167.49836161100558
2008-09,139.80274908984194
2008-10,111.24187757257931
2008-11,103.15387790600373
2008-12,103.84849581577612
2009-01,101.39245114954088
2009-02,93.70574097720808
2009-03,96.7418596989902
2009-04,116.71128982513355
2009-05,125.87207444661551
2009-06,126.36789213351975
2009-07,134.78298080635673
2009-08,148.11651665935136
2009-09,160.577966905197
2009-10,151.88561937205003
2009-11,152.05843566265457
2009-12,158.47391401147712
2010-01,159.60321568877427
2010-02,155.85938399717432
2010-03,169.09904162887946
2010-04,170.4681312735424
2010-05,156.7717500800551
2010-06,154.31786744062143
2010-07,163.12668551987244
2010-08,158.24983949210542
2010-09,169.02572337591187
2010-10,178.42154106648718
2010-11,172.45032604145223
2010-12,188.99717690919758
2011-01,190.2737627577031
2011-02,192.76681375181377
2011-03,194.71454151875875
2011-04,200.02335700488626
2011-05,197.66079526411596
2011-06,192.12055985034297
2011-07,179.08289085212917
2011-08,160.4736567403712
2011-09,147.16751029817345
2011-10,154.74605897362116
2011-11,147.02771564892598
2011-12,145.99112823181312
2012-01,159.44079856132302
2012-02,167.84019750924602
2012-03,167.72733191657926
2012-04,164.2354008895447
2012-05,150.92158400312894
2012-06,155.26219339904773
2012-07,158.12089694575977
2012-08,162.0292407574574
2012-09,167.75489138325594
2012-10,171.38670891390225
2012-11,174.37872977704538
2012-12,182.2613256958457
2013-01,192.77888502134064
2013-02,196.2596557133325
2013-03,193.7064947189784
2013-04,197.5961783101651
2013-05,206.8777249222837
2013-06,197.51192151497216
2013-07,210.17697354461333
2013-08,211.79895951985444
2013-09,225.25035714273602
2013-10,239.53072685038453
2013-11,243.1147759433139
2013-12,245.53783120679478
2014-01,250.06427809407413
2014-02,265.3065648678848
2014-03,267.38109776648116
2014-04,265.3978648708668
2014-05,271.1995797121799
2014-06,266.77466750018857
2014-07,255.94071879547857
2014-08,257.01980472107357
2014-09,253.96027995959633
2014-10,244.79808967402496
2014-11,255.28228096432773
2014-12,256.131933065328
2015-01,276.9577985097801
2015-02,299.84363183875365
2015-03,311.16363650258836
2015-04,311.9310325371934
2015-05,317.86537185107414
2015-06,306.69297704111926
2015-07,323.0743854610669
2015-08,305.99123286144766
2015-09,293.7995989020077
2015-10,315.3914936458685
2015-11,324.2456875667909
2015-12,320.11337822902715
2016-01,296.3316142369173
2016-02,291.9910435868081
2016-03,303.9123471055312
2016-04,307.5122941740622
2016-05,318.05457220587385
2016-06,294.7080543258439
2016-07,312.6261955875708
2016-08,316.11985260863787
2016-09,319.9704129916385
2016-10,317.6042869830891
2016-11,312.59187114894
2016-12,332.4816920977906
2017-01,336.29613776742303
2017-02,345.51860168601854
2017-03,362.6436707355491
2017-04,377.48685389276073
2017-05,389.14284753904764
2017-06,380.8996367862834
2017-07,386.9118617635546
2017-08,388.29020753619926
2017-09,407.2850242022195
2017-10,413.6304169861898
2017-11,408.64847827214
2017-12,415.2661025553185
2018-01,429.561776600639
2018-02,417.46133521774965
2018-03,409.0939510713451
2018-04,423.649062502772
2018-05,421.02328145700835
2018-06,414.8966940035129
2018-07,422.6105599240457
2018-08,419.3687872383731
2018-09,411.39809780709743
2018-10,378.80488977806954
2018-11,370.0686099130458
2018-12,345.0954580912863
2019-01,374.02673063030966
2019-02,385.8101232455155
2019-03,392.24258455402077
2019-04,412.05122662400515
2019-05,386.8362548653285
2019-06,405.22835190345694
2019-07,407.28394486518926
2019-08,400.4796035758138
2019-09,410.15229014677675
2019-10,420.1070597998226
2019-11,435.75182477566125
2019-12,445.4267902681387
2020-01,437.9700051598248
2020-02,407.74569422419876
2020-03,322.8405792263085
2020-04,355.58449264974206
2020-05,375.98742178133404
2020-06,387.44877914483567
2020-07,389.1059922517619
2020-08,407.0020364147187
2020-09,406.6602720514153
2020-10,380.58741744153065
2020-11,450.14294558624556
2020-12,472.1395392659142
2021-01,479.4337873696406
2021-02,497.909490343522
2021-03,524.6363198587713
2021-04,541.6640559287697
2021-05,556.9574323169148
2021-06,553.6019440517641
2021-07,566.7746495920198
2021-08,586.7338156300794
2021-09,567.7468207328221
2021-10,584.4333015947263
2021-11,562.9171019953311
2021-12,585.4705352147971
2022-01,562.7919240311259
2022-02,545.3744226671745
2022-03,548.2004981049288
2022-04,544.5159646103755
2022-05,547.2557757284471
2022-06,478.9563152337225
2022-07,504.2100985575606
2022-08,479.30457586748787
2022-09,433.910853699382
2022-10,468.8761586294252
2022-11,496.8999284638386
2022-12,489.08467620599765
2023-01,535.6644609988624
2023-02,551.3656663637257
2023-03,529.8335539682579
2023-04,533.9282159318366
2023-05,520.634647977653
2023-06,535.0425397769067
2023-07,551.1089711923552
