Date,PACIFIC SMALL CAP
2000-12,100.0
2001-01,100.92198888803458
2001-02,102.59149281558204
2001-03,100.74229819832595
2001-04,112.18465274288098
2001-05,117.07975372258677
2001-06,116.07040909844288
2001-07,104.57591974182687
2001-08,102.16309718012053
2001-09,92.28453298951237
2001-10,96.67632743120984
2001-11,96.160335565037
2001-12,89.2054931649253
2002-01,89.26682344278596
2002-02,92.01603009123161
2002-03,97.07465999661315
2002-04,98.10516362763319
2002-05,103.57267101080284
2002-06,94.00213098651277
2002-07,90.79666500595467
2002-08,89.90253022928111
2002-09,85.28481871441214
2002-10,79.47998444419139
2002-11,80.09620282786994
2002-12,75.13187349797329
2003-01,73.98332177319253
2003-02,75.91788641617283
2003-03,74.22740867379312
2003-04,75.37426747728202
2003-05,75.34636447700055
2003-06,84.43990374987636
2003-07,87.43519763881328
2003-08,98.83693273073058
2003-09,100.20551136181419
2003-10,108.08485826734498
2003-11,99.54826953656328
2003-12,101.22888448806192
2004-01,106.67595689403485
2004-02,107.55878097217091
2004-03,122.13283856875591
2004-04,120.28980369473837
2004-05,113.81081730212368
2004-06,122.71425561233505
2004-07,117.98103616008947
2004-08,118.91778004652804
2004-09,116.17503943320449
2004-10,117.26677712633148
2004-11,118.41896597129124
2004-12,121.18805684337809
2005-01,129.5814725117669
2005-02,130.25596043026744
2005-03,131.67749727739928
2005-04,131.14239603906367
2005-05,136.01950141675132
2005-06,142.46572094111167
2005-07,146.61203029323943
2005-08,148.1891014195758
2005-09,160.13934588015684
2005-10,160.40978703503635
2005-11,169.7160890043544
2005-12,187.36737750038898
2006-01,188.94465825400053
2006-02,183.56471378335385
2006-03,188.9713093998792
2006-04,185.32646930508776
2006-05,168.64354016551917
2006-06,165.0276271488841
2006-07,157.7899756533343
2006-08,161.78207568741334
2006-09,161.7766195797143
2006-10,163.02425809319593
2006-11,158.9285312959046
2006-12,162.38502547170947
2007-01,168.305205268815
2007-02,171.0127172074496
2007-03,171.6307228839351
2007-04,169.44182867913722
2007-05,171.54733635208527
2007-06,173.33205781251357
2007-07,170.96537428498664
2007-08,161.04372211209406
2007-09,158.88547750797161
2007-10,163.78332160659113
2007-11,152.27440867338225
2007-12,146.50506024725217
2008-01,132.78492212712086
2008-02,133.27221344728275
2008-03,124.84347183061473
2008-04,131.12833759633548
2008-05,134.45982566019748
2008-06,122.2905860176509
2008-07,118.9167260166526
2008-08,118.98190314550907
2008-09,108.8407153510533
2008-10,99.30169617640216
2008-11,100.03366914746785
2008-12,99.1847557610966
2009-01,100.64314058626559
2009-02,89.61982667664748
2009-03,90.78878033114253
2009-04,98.31795931440548
2009-05,106.05705751386854
2009-06,112.80526572548861
2009-07,118.0494024590552
2009-08,123.007783504666
2009-09,123.44885913216426
2009-10,120.14765959420141
2009-11,116.37510876227103
2009-12,122.01547855749928
2010-01,124.80834235092208
2010-02,129.26113551690972
2010-03,138.00674203079782
2010-04,144.29254516961075
2010-05,141.1411870017476
2010-06,141.56475264480085
2010-07,138.82107376487338
2010-08,140.2798721422819
2010-09,141.23393973162266
2010-10,140.42525088278762
2010-11,150.89712078455645
2010-12,161.25428206849034
2011-01,157.08707134327028
2011-02,160.10483766257877
2011-03,151.78210939558275
2011-04,147.6611494404601
2011-05,149.63281702858532
2011-06,149.57762124880188
2011-07,155.63193344004844
2011-08,147.31190026188943
2011-09,147.5916708011033
2011-10,145.9666417863705
2011-11,144.88176115732398
2011-12,150.07999585514958
2012-01,158.1792183793893
2012-02,160.20801277229992
2012-03,161.84542601773452
2012-04,161.65718870560005
2012-05,155.77451982899726
2012-06,156.7617764350643
2012-07,161.73429436170744
2012-08,158.35759971688222
2012-09,160.96738929164616
2012-10,158.8533182953857
2012-11,159.54524550955415
2012-12,161.98241976856698
2013-01,164.14203797242456
2013-02,174.80737257567924
2013-03,187.24322166403348
2013-04,189.58036891195374
2013-05,177.9504101842324
2013-06,171.98091174863612
2013-07,172.38552279153606
2013-08,172.51716097825366
2013-09,185.21023129562374
2013-10,184.95426830585836
2013-11,181.30325157188634
2013-12,180.44624025514253
2014-01,181.19756620671845
2014-02,177.36755720157674
2014-03,179.32370902771584
2014-04,176.49270805226126
2014-05,183.69689823504197
2014-06,192.0441921796933
2014-07,198.63385402832722
2014-08,201.3223495469765
2014-09,199.059316861131
2014-10,197.76307499337187
2014-11,195.23355897538144
2014-12,201.06438253865034
2015-01,219.3446960880553
2015-02,229.4757160943053
2015-03,241.83778874508155
2015-04,238.73431381261537
2015-05,245.71191441486812
2015-06,239.09623400360255
2015-07,237.410136722034
2015-08,222.34462058950805
2015-09,216.2248030156482
2015-10,233.958820587326
2015-11,246.4515500531837
2015-12,242.2116652267975
2016-01,226.1729159428499
2016-02,224.97113600187188
2016-03,231.17551777203172
2016-04,238.40826609905366
2016-05,244.25740668072768
2016-06,244.21081436706413
2016-07,257.00438783130636
2016-08,250.92917562375453
2016-09,259.9652720291006
2016-10,265.9477559931026
2016-11,264.1982493430689
2016-12,268.9958737322926
2017-01,272.0911161959205
2017-02,285.1400432091706
2017-03,284.3553200547011
2017-04,282.43619151310537
2017-05,281.3100894548369
2017-06,281.62547031655737
2017-07,279.5764900549423
2017-08,281.88709691923475
2017-09,287.4333898303238
2017-10,301.0595223897298
2017-11,303.2349018899723
2017-12,307.6723990302558
2018-01,309.2739872091447
2018-02,310.49117715744626
2018-03,303.87172421725353
2018-04,310.04963712879686
2018-05,320.8164382670172
