Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
1998-12,307.50856895804884
1999-01,320.65388426375426
1999-02,322.08490640356445
1999-03,353.78416679141867
1999-04,423.51858346703375
1999-05,433.0357445520722
1999-06,482.859869350844
1999-07,456.6431392540101
1999-08,457.5544836277067
1999-09,433.44044299793507
1999-10,437.2082254439408
1999-11,475.54382199679026
1999-12,499.3128892699956
2000-01,504.3568848009214
2000-02,499.7137372834799
2000-03,502.2941905435031
2000-04,474.64172305343243
2000-05,426.1838315608541
2000-06,423.90952063920133
2000-07,426.2848866861258
2000-08,443.2357832666424
2000-09,397.1975841557418
2000-10,382.26742600323985
2000-11,366.6376434791097
2000-12,336.3803854390973
2001-01,370.505168920369
2001-02,372.79206024163483
2001-03,353.16694483707084
2001-04,360.6878383079272
2001-05,387.46131566526793
2001-06,385.8465115258983
2001-07,355.7653567644163
2001-08,348.9597850387065
2001-09,305.93070038558074
2001-10,325.307597486224
2001-11,355.74654468516457
2001-12,374.37772676846026
2002-01,411.97420836675946
2002-02,416.9500550365205
2002-03,447.1778820389084
2002-04,436.1274816934296
2002-05,422.35769723189486
2002-06,380.6747302483017
2002-07,367.11610817218735
2002-08,370.8228189908036
2002-09,331.7103587659259
2002-10,341.1550823523504
2002-11,349.62727709945244
2002-12,325.9764582614427
2003-01,335.2718703895393
2003-02,324.92627914958837
2003-03,311.25774033110736
2003-04,317.7333095960872
2003-05,331.0947431909512
2003-06,359.72873137837485
2003-07,384.5732832293433
2003-08,412.2259838385533
2003-09,401.82637344251606
2003-10,432.37405762544273
2003-11,420.61566850767196
2003-12,424.6194069995245
2004-01,448.5754490664271
2004-02,467.62024205483846
2004-03,468.1770336061857
2004-04,454.5814737612543
2004-05,431.6625977002381
2004-06,426.91308176570504
2004-07,430.58344831677186
2004-08,442.31506605925637
2004-09,456.1666889218696
2004-10,462.8355752931206
2004-11,479.4275374036322
2004-12,490.32318141943057
2005-01,515.366829261505
2005-02,533.8910638670816
2005-03,526.208899417756
2005-04,514.6652895798287
2005-05,544.3892086007155
2005-06,582.7855052153166
2005-07,606.395114926871
2005-08,595.5487372006448
2005-09,638.3608316377108
2005-10,604.0718549001007
2005-11,657.4951731350243
2005-12,687.835887525529
2006-01,702.9184417756181
2006-02,718.8128715710968
2006-03,732.7008124671414
2006-04,753.9625478186214
2006-05,699.3335638630859
2006-06,679.4724842877738
2006-07,684.6726816695824
2006-08,703.420339563747
2006-09,733.9531277542432
2006-10,764.3648482611127
2006-11,796.9083054550663
2006-12,828.8949805850509
2007-01,841.3942245221076
2007-02,848.7437940178698
2007-03,881.6183545402687
2007-04,917.0323350658514
2007-05,1000.0
2007-06,1042.5923920017394
2007-07,1101.959587133542
2007-08,1036.6831828003383
2007-09,1084.0968987189765
2007-10,1137.9497122147764
2007-11,1020.3841236830991
2007-12,1030.8198198624927
2008-01,877.2910108686526
2008-02,919.1027640461825
2008-03,823.592233294238
2008-04,886.2935702264186
2008-05,873.1504565911583
2008-06,753.6538950943373
2008-07,735.8629901965264
2008-08,719.6825474939992
2008-09,603.3820913442016
2008-10,455.2100856797358
2008-11,419.9669893336999
2008-12,438.5676837341824
2009-01,438.12029073522393
2009-02,423.6147042411603
2009-03,470.42119612183944
2009-04,569.0607827693922
2009-05,667.9240275483079
2009-06,668.4366412969536
2009-07,748.0074990045334
2009-08,743.1920136303856
2009-09,792.3301778124238
2009-10,792.3982336880935
2009-11,810.0190063550353
2009-12,897.6454683939535
2010-01,875.0308488109904
2010-02,896.3609322870484
2010-03,984.8739642105874
2010-04,1028.099025777125
2010-05,978.4536499511663
2010-06,990.3238760668931
2010-07,1001.2633812037401
2010-08,1026.5095632486527
2010-09,1083.568764905616
2010-10,1105.3799892032134
2010-11,1153.4789170460642
2010-12,1198.1317627218307
2011-01,1143.7228295771604
2011-02,1101.0692573872016
2011-03,1116.646107738059
2011-04,1111.3565560112295
2011-05,1118.1758124788296
2011-06,1078.9840946548838
2011-07,1117.7550711771914
2011-08,1004.4432010785537
2011-09,898.8769629407003
2011-10,969.5161647347502
2011-11,922.3315045438037
2011-12,938.9295367701459
2012-01,1026.8364851872234
2012-02,1090.4523282813614
2012-03,1054.278530417819
2012-04,1047.9878755117436
2012-05,1013.1477240835941
2012-06,1004.7580482531476
2012-07,1043.7718349801758
2012-08,1039.6483776635541
2012-09,1082.3524705117093
2012-10,1072.252432041522
2012-11,1090.452544187762
2012-12,1111.2546555900428
2013-01,1121.2042283324058
2013-02,1181.7642084624974
2013-03,1209.0965684910066
2013-04,1194.509369666863
2013-05,1194.4223555197414
2013-06,1084.0004538917542
2013-07,1082.444336367007
2013-08,1073.2337027845456
2013-09,1114.4216589819127
2013-10,1142.3720956323098
2013-11,1114.2629009580698
2013-12,1103.805363554503
2014-01,1100.4786004901762
2014-02,1124.0735348611834
2014-03,1146.2709887293315
2014-04,1141.5192925735216
2014-05,1187.9656221372952
2014-06,1202.5290236465214
2014-07,1251.7292024960213
2014-08,1292.8525030250105
2014-09,1276.9846081091157
2014-10,1272.8366788853923
2014-11,1251.368637812157
2014-12,1266.6223969730654
2015-01,1370.9859143932745
2015-02,1421.7434621469324
2015-03,1493.8950983607965
2015-04,1553.2168853168055
2015-05,1601.226000665839
2015-06,1486.2458074159267
2015-07,1389.591008266272
2015-08,1237.821925505174
2015-09,1243.0714287233675
2015-10,1341.3479907490535
2015-11,1383.0392213601003
2015-12,1359.5062737198818
2016-01,1251.7101290844507
2016-02,1241.190980437759
2016-03,1298.7583328541682
2016-04,1305.0692447482354
2016-05,1314.0586830405862
2016-06,1336.1861347149845
2016-07,1391.7982436573423
2016-08,1417.8167894859275
2016-09,1425.3857414850681
2016-10,1414.3837388202041
2016-11,1416.3827384821345
2016-12,1413.3724968579318
2017-01,1433.65080931125
2017-02,1526.3154258847132
2017-03,1557.546372674057
2017-04,1539.5908484591134
2017-05,1505.2601435483202
2017-06,1506.4557708856935
2017-07,1498.810716495781
2017-08,1506.2070290521206
2017-09,1520.5996011781083
2017-10,1609.9595281594345
2017-11,1610.8713652333881
2017-12,1649.4390017673293
2018-01,1671.7042642209478
2018-02,1634.8483179865118
2018-03,1595.882304743479
2018-04,1631.5499626038875
2018-05,1692.7038391554474
2018-06,1599.8751419260957
2018-07,1601.1828134312925
2018-08,1597.7422479782647
2018-09,1552.9038532639008
2018-10,1409.6226915010186
2018-11,1483.2843961524204
2018-12,1426.9768559992483
2019-01,1495.9848022602
2019-02,1544.902564347983
2019-03,1593.868593982232
2019-04,1601.3249477139484
2019-05,1529.7393085047086
2019-06,1550.0574955788497
2019-07,1563.5141809955594
2019-08,1509.6935639622814
2019-09,1554.6626575142986
2019-10,1564.4666013206772
2019-11,1574.508022259765
2019-12,1611.986526795007
2020-01,1575.8240833237
2020-02,1485.296746085986
2020-03,1176.9720674487594
2020-04,1372.3122638310113
2020-05,1411.1201810731877
2020-06,1502.7435329270686
2020-07,1538.729198092053
2020-08,1622.3799689420377
2020-09,1616.9069022166273
2020-10,1630.0382184906284
2020-11,1789.3462186465588
2020-12,1868.9451959587836
2021-01,1888.0976288374222
2021-02,2000.533606916334
2021-03,2086.552463992786
2021-04,2155.045131524023
2021-05,2142.7877607710307
2021-06,2252.4634792620773
2021-07,2228.9991864040735
2021-08,2274.323574471447
2021-09,2277.3014669583486
2021-10,2329.7611755797216
2021-11,2321.1617948018875
2021-12,2397.675630625258
2022-01,2248.688096855348
2022-02,2233.3887965188533
2022-03,2326.355794506047
2022-04,2328.4861408025477
2022-05,2233.2274964336366
2022-06,2047.4049305410852
2022-07,2187.9077262429773
2022-08,2258.4052408523066
2022-09,2043.8445808712108
2022-10,2011.6483256495387
2022-11,2154.4930349807755
2022-12,2060.1292219495763
2023-01,2172.8219401938404
2023-02,2134.1820159525746
2023-03,2088.4401861715737
2023-04,2063.6596841761525
2023-05,2126.7143210646323
2023-06,2154.307836542969
2023-07,2258.270028519248
