Date,AC FAR EAST SMALL CAP
1998-12,457.1883473692028
1999-01,470.0358356167358
1999-02,480.147894705659
1999-03,550.6029758329325
1999-04,641.7444430987639
1999-05,626.1500837061793
1999-06,730.3369485299743
1999-07,732.0871824416871
1999-08,762.7229768998387
1999-09,765.557963702948
1999-10,773.4106621277222
1999-11,808.3560329831123
1999-12,782.0065537498276
2000-01,798.0634759530618
2000-02,792.7343082188709
2000-03,847.659978505717
2000-04,799.026812802116
2000-05,772.8231625095368
2000-06,799.8879861728797
2000-07,748.3552599230011
2000-08,821.0374648621033
2000-09,766.2939416892601
2000-10,719.2474598079416
2000-11,692.3669894078361
2000-12,598.580401177965
2001-01,628.2045500667721
2001-02,643.0734392576206
2001-03,641.039462133416
2001-04,683.2658940654181
2001-05,734.8181689324635
2001-06,719.0526450569942
2001-07,648.0091840560491
2001-08,630.120018144905
2001-09,570.2126580544764
2001-10,592.8884716500112
2001-11,595.6097482553105
2001-12,576.3191521625287
2002-01,595.4872213817185
2002-02,611.536765948879
2002-03,645.3964215632258
2002-04,647.3318894379402
2002-05,655.0113089680387
2002-06,591.9360412878511
2002-07,578.7296744601782
2002-08,567.4635238727027
2002-09,527.145748253789
2002-10,502.41789305771476
2002-11,508.739868727381
2002-12,471.8724321265468
2003-01,462.8127895876459
2003-02,469.3464773826504
2003-03,454.48401425466704
2003-04,457.38895601578866
2003-05,462.24401013829396
2003-06,507.80677334932875
2003-07,535.1368697159514
2003-08,595.6768711809217
2003-09,596.0498642441695
2003-10,637.7912459029446
2003-11,588.3493600984223
2003-12,592.457511432584
2004-01,627.2126845303076
2004-02,635.5403704049073
2004-03,724.1404339228337
2004-04,717.7306306803365
2004-05,670.7685119223027
2004-06,715.6320030213618
2004-07,674.3209570594902
2004-08,678.155521801598
2004-09,657.4372396187645
2004-10,651.1019579337357
2004-11,657.6883602079371
2004-12,672.3707250820411
2005-01,718.6960974499608
2005-02,731.9152224655013
2005-03,737.3361940353525
2005-04,731.6586186395139
2005-05,757.7383435847462
2005-06,790.1149775568254
2005-07,807.6821905638635
2005-08,808.6041808607314
2005-09,868.1865086696705
2005-10,872.5387281419719
2005-11,927.6863816681706
2005-12,1019.4417689203791
2006-01,1033.034317269612
2006-02,1013.7601546407271
2006-03,1037.8703508704793
2006-04,1026.8410719716749
2006-05,943.62299710204
2006-06,914.0734333453263
2006-07,883.5151526118568
2006-08,900.1391907056924
2006-09,911.4744168843409
2006-10,911.9938040524711
2006-11,906.105749417523
2006-12,925.1513387080025
2007-01,947.912903982589
2007-02,969.9420790100239
2007-03,972.5505460669796
2007-04,959.655328476109
2007-05,1000.0
2007-06,1018.9651314375561
2007-07,1048.9669807021191
2007-08,999.4132697377781
2007-09,988.1577128321937
2007-10,1003.9734610660187
2007-11,923.5110934259695
2007-12,894.7541780634939
2008-01,808.1962964670929
2008-02,821.0309505978938
2008-03,769.2183549268274
2008-04,803.6947913116027
2008-05,814.2496654149447
2008-06,735.6270326496935
2008-07,715.2882292197917
2008-08,708.7985524660015
2008-09,639.0250620385777
2008-10,581.3757833002578
2008-11,587.7895466210107
2008-12,593.1172662110788
2009-01,610.0869799274402
2009-02,557.2569915609031
2009-03,574.9084952343242
2009-04,642.6227565894524
2009-05,705.4562499205678
2009-06,728.7553972108377
2009-07,772.7446561294444
2009-08,776.836776053927
2009-09,786.8490288008244
2009-10,768.5148600453085
2009-11,753.2660837159872
2009-12,807.341211646221
2010-01,820.2797059672474
2010-02,847.3837050699806
2010-03,911.6189802195015
2010-04,950.6207681544797
2010-05,941.1542647562078
2010-06,952.655953566527
2010-07,931.6026843793761
2010-08,944.1455500947213
2010-09,952.279681757041
2010-10,948.9423268652998
2010-11,1018.0864429025622
2010-12,1062.1360017651123
2011-01,1045.3490051540425
2011-02,1029.4169542665388
2011-03,991.5223536168517
2011-04,969.9478999799942
2011-05,983.8368029432289
2011-06,978.3551323034176
2011-07,1021.9839116214893
2011-08,941.7209061774599
2011-09,923.957263726806
2011-10,915.1287463315671
2011-11,899.4234804362819
2011-12,939.6984203149939
2012-01,990.8358165431539
2012-02,1017.723671100529
2012-03,1017.0562871247113
2012-04,1008.177698225999
2012-05,995.232225749841
2012-06,997.9281727656886
2012-07,1021.6686242237167
2012-08,1008.413578014248
2012-09,1030.6489287652034
2012-10,1007.2236893678822
2012-11,1020.91870045715
2012-12,1041.6861115984993
2013-01,1049.83231774089
2013-02,1124.4146053545205
2013-03,1195.010165626103
2013-04,1215.9231683850096
2013-05,1197.8558645881678
2013-06,1139.4058144224246
2013-07,1133.1602176563981
2013-08,1122.645120998123
2013-09,1188.6224937546565
2013-10,1193.9445630108346
2013-11,1182.2157633012287
2013-12,1171.4538919246288
2014-01,1186.2041042759072
2014-02,1166.607414741692
2014-03,1174.1833249919325
2014-04,1157.1286809066628
2014-05,1206.7134613102828
2014-06,1253.1175100852463
2014-07,1296.850057797946
2014-08,1323.9021251059164
2014-09,1330.9088559983113
2014-10,1308.4648921529415
2014-11,1295.4578679318042
2014-12,1329.2051270476036
2015-01,1461.974429700884
2015-02,1511.5387474753677
2015-03,1609.2210463926012
2015-04,1642.0699543337405
2015-05,1698.234074975034
2015-06,1637.0900493125923
2015-07,1566.5280589752253
2015-08,1443.7098368338459
2015-09,1423.8229850488733
2015-10,1534.7680714493702
2015-11,1601.7076244887442
2015-12,1566.9267135503007
2016-01,1458.7830028742676
2016-02,1447.9396194801636
2016-03,1478.7386234943592
2016-04,1508.72157649076
2016-05,1533.8817078489474
2016-06,1538.5252606223241
2016-07,1595.3591435338406
2016-08,1586.7060493896859
2016-09,1628.2952664479458
2016-10,1654.4444996430432
2016-11,1648.3027364344646
2016-12,1664.369874580729
2017-01,1686.1114736969787
2017-02,1779.3479005270717
2017-03,1783.165204569966
2017-04,1769.398463129688
2017-05,1762.7661101191582
2017-06,1751.0624311487456
2017-07,1737.9560433389133
2017-08,1754.0933599925888
2017-09,1788.0055955612006
2017-10,1882.5865692885093
2017-11,1895.0022221422041
2017-12,1912.233272985446
2018-01,1943.94703804851
2018-02,1933.134532424207
2018-03,1905.3692179555858
2018-04,1935.0834567153317
2018-05,2010.3313557125498
2018-06,1918.1650677383316
2018-07,1901.6467006955345
2018-08,1896.0402889380323
2018-09,1907.4603913677106
2018-10,1738.3858155763523
2018-11,1807.3351244349192
2018-12,1679.549497280624
2019-01,1770.1632103510467
2019-02,1817.4017725070632
2019-03,1849.863073313346
2019-04,1866.4612751505979
2019-05,1775.6811227775347
2019-06,1795.7763883000484
2019-07,1839.6959586524383
2019-08,1817.0038517314238
2019-09,1889.4344740223462
2019-10,1934.7079144954537
2019-11,1958.7088044252323
2019-12,1984.3326829819177
2020-01,1917.7024752156908
2020-02,1764.829268118238
2020-03,1590.7743013149295
2020-04,1738.612933183753
2020-05,1808.1177621826669
2020-06,1836.1232522146986
2020-07,1781.5067945031874
2020-08,1876.1134744703704
2020-09,1944.5436402566634
2020-10,1931.8664761743362
2020-11,2046.635181093361
2020-12,2105.0215182781762
2021-01,2119.0548787579282
2021-02,2187.9865443903027
2021-03,2315.112704193306
2021-04,2318.928805525789
2021-05,2268.7913643835996
2021-06,2376.387038621725
2021-07,2338.548542045684
2021-08,2391.3705854132304
2021-09,2414.4041253340088
2021-10,2391.459475470855
2021-11,2353.721359833992
2021-12,2386.5897513916348
2022-01,2265.2031127675646
2022-02,2285.771826892926
2022-03,2268.6046916583705
2022-04,2230.7602079701715
2022-05,2209.9445305597633
2022-06,2106.516827408131
2022-07,2219.302136721808
2022-08,2234.2265350545263
2022-09,2054.027471828743
2022-10,2000.8162633318018
2022-11,2155.150407998684
2022-12,2120.8124452135994
2023-01,2214.313799638771
2023-02,2201.3084632334376
2023-03,2204.580757290419
2023-04,2161.213608266349
2023-05,2207.42109049055
2023-06,2207.657903331723
2023-07,2294.4812538080796
