Date,EUROPE SMALL CAP
2017-08,420.11381755651803
2017-09,439.1650965430253
2017-10,448.33341828079364
2017-11,440.08745515458037
2017-12,450.7735300688893
2018-01,459.5613539988507
2018-02,446.3545057746871
2018-03,438.90685758485967
2018-04,457.53987618466954
2018-05,465.77883311467326
2018-06,460.84243855566024
2018-07,467.0919688383892
2018-08,464.6162894503413
2018-09,455.94264543708465
2018-10,421.36250718326374
2018-11,406.97118670607904
2018-12,380.8890261337437
2019-01,415.1675744457845
2019-02,429.215739181238
2019-03,435.2333362271978
2019-04,455.8370589465471
2019-05,429.77588105166933
2019-06,442.55240191255575
2019-07,441.9455279553071
2019-08,434.4934982487249
2019-09,449.9127871527189
2019-10,461.19691885329934
2019-11,482.4124011925825
2019-12,502.9120925990717
2020-01,494.29958585732044
2020-02,454.54394129741115
2020-03,357.9299608019477
2020-04,398.94364887084834
2020-05,419.8743080836067
2020-06,425.63257522249285
2020-07,430.4329189757983
2020-08,455.0673496174662
2020-09,452.3754578556743
2020-10,432.6156841313906
2020-11,498.1729841022631
2020-12,527.9634331649336
2021-01,530.1563195390537
2021-02,550.684146705995
2021-03,579.2939788275827
2021-04,601.3500286993299
2021-05,614.4431462398594
2021-06,611.2894996377375
2021-07,633.9329742747533
2021-08,656.0029412546364
2021-09,626.9285039373499
2021-10,649.2470288676701
2021-11,628.6240543879585
2021-12,656.1974236766359
2022-01,611.9184151558927
2022-02,587.9047344367835
2022-03,592.4060464878427
2022-04,581.8972390259283
2022-05,573.0351255691581
2022-06,505.74553787632914
2022-07,555.6084342107665
2022-08,517.2412376954865
2022-09,460.7611278676818
2022-10,493.1577692029425
2022-11,524.4350649098965
2022-12,511.3112677534616
2023-01,549.453213982545
2023-02,564.6625773758309
2023-03,541.8194696904957
2023-04,551.241808092831
2023-05,538.2059237624982
2023-06,542.9059978761685
2023-07,561.256221387747
