Date,EUROPE SMALL CAP
2000-12,100.0
2001-01,106.38659491846461
2001-02,103.42368835882631
2001-03,97.80202945987475
2001-04,103.45943033055225
2001-05,108.10488760405146
2001-06,103.23772527872897
2001-07,98.3157575010478
2001-08,95.46693670592859
2001-09,79.24616778895943
2001-10,85.29825856141649
2001-11,92.82233051869214
2001-12,94.96338661414575
2002-01,96.54707274400215
2002-02,96.41477451163624
2002-03,102.1348973278639
2002-04,102.00554422718096
2002-05,99.23045971028066
2002-06,90.66671800511163
2002-07,81.5286437595171
2002-08,80.22640468548164
2002-09,70.95546205798749
2002-10,73.73605085821
2002-11,76.61659176303463
2002-12,70.80925582933659
2003-01,67.04992560920695
2003-02,64.12617831441311
2003-03,63.29264288793047
2003-04,70.86596295833067
2003-05,74.8415321350991
2003-06,78.27566951659595
2003-07,83.47047105329817
2003-08,88.58521748571836
2003-09,87.38633704928473
2003-10,94.78851090218662
2003-11,95.43702331499806
2003-12,95.56637431135312
2004-01,103.00815161500964
2004-02,107.62076070280584
2004-03,106.28278551937228
2004-04,106.6122273204246
2004-05,104.97279203299306
2004-06,109.11748931373731
2004-07,105.66150081784089
2004-08,104.42759951405122
2004-09,107.11942429622594
2004-10,108.88438586839013
2004-11,114.79537394912704
2004-12,118.17375509497545
2005-01,125.06799325454077
2005-02,129.5430726407844
2005-03,129.58253678393595
2005-04,126.09178984545771
2005-05,132.8858966906532
2005-06,139.23871027709103
2005-07,146.68971034823707
2005-08,149.83472200653478
2005-09,156.66450146375414
2005-10,148.5111222563014
2005-11,154.41459892006512
2005-12,162.60398112373616
2006-01,174.1436942046112
2006-02,181.72673296011246
2006-03,188.41792627491714
2006-04,193.1092927445546
2006-05,181.37614360066496
2006-06,178.98126504894458
2006-07,177.58094135120177
2006-08,181.96625897405406
2006-09,187.00629013312633
2006-10,195.78498577930822
2006-11,201.38171550939796
2006-12,211.99400349496955
2007-01,219.5576583686934
2007-02,216.8443683299338
2007-03,225.94155305569447
2007-04,233.17178468179208
2007-05,239.9811291254685
2007-06,235.4791389359775
2007-07,230.78547732310156
2007-08,221.87808612078948
2007-09,211.9078558595795
2007-10,223.82568346240467
2007-11,201.91935782434803
2007-12,196.6983547554178
2008-01,173.26898332320945
2008-02,177.78868396945873
2008-03,172.1419257905292
2008-04,178.52372448160565
2008-05,181.29857034630615
2008-06,163.76923199945284
2008-07,156.9314417880677
2008-08,161.84535217553085
2008-09,135.85152352952292
2008-10,108.34101373347005
2008-11,98.9384951500718
2008-12,95.11310218744536
2009-01,96.60963517273345
2009-02,90.66459196561843
2009-03,92.91227791103493
2009-04,113.31061125145395
2009-05,120.47983344613206
2009-06,120.93334977311201
2009-07,130.5057259283463
2009-08,141.88992768709332
2009-09,149.0834299510392
2009-10,145.0953034716424
2009-11,144.02502123408254
2009-12,152.43028786265506
2010-01,155.72334140824142
2010-02,153.1960226210742
2010-03,167.48787042682773
2010-04,172.27982193485306
2010-05,160.32278139641383
2010-06,159.40965273904337
2010-07,167.88261265371975
2010-08,165.23297236698144
2010-09,175.08853522572548
2010-10,181.70632726159604
2010-11,181.60926336602398
2010-12,198.69529991398343
2011-01,197.93757253972302
2011-02,200.44933542523898
2011-03,198.29640096586488
2011-04,204.4539411466096
2011-05,205.10295002777886
2011-06,196.79799000625385
2011-07,190.65422796042867
2011-08,170.60520525402382
2011-09,158.62801887929382
2011-10,169.29526975112134
2011-11,164.32799242660732
2011-12,164.6823104403409
2012-01,179.66975102982022
2012-02,190.38551797741678
2012-03,190.63117220650713
2012-04,191.23600099331063
2012-05,177.98733641012464
2012-06,181.96502551309666
2012-07,188.52855779672484
2012-08,192.9396082653988
2012-09,199.193672034544
2012-10,201.45298280608068
2012-11,202.59961765282497
2012-12,210.03411216141657
2013-01,216.21003049025973
2013-02,224.544877376112
2013-03,227.43936350470938
2013-04,229.12270407046336
2013-05,237.8392311423089
2013-06,227.48421993436648
2013-07,242.30744645780172
2013-08,245.027144321865
2013-09,258.14177807574123
2013-10,270.0189156590858
2013-11,275.0649159852801
2013-12,281.25577309204056
2014-01,283.5526548268625
2014-02,302.12941910353106
2014-03,298.71146946190095
2014-04,295.1214131948434
2014-05,302.5875707475156
2014-06,299.59167391589887
2014-07,292.09462415246327
2014-08,296.4581621027271
2014-09,291.6709679253998
2014-10,287.45758586884034
2014-11,294.1291181466156
2014-12,300.4812035435235
2015-01,319.2301756628247
2015-02,347.982334816501
2015-03,354.7307187007197
2015-04,359.8322228420072
2015-05,373.28511612900763
2015-06,362.2676845343784
2015-07,374.6918065199544
2015-08,355.10316171938075
2015-09,344.0226602983572
2015-10,365.87387206745325
2015-11,380.929967423137
2015-12,372.4548431000737
2016-01,341.97366298127736
2016-02,340.1036245503082
2016-03,351.36396585863116
2016-04,354.41367058788234
2016-05,369.7464974787212
2016-06,336.8991048444688
2016-07,355.66675314655043
2016-08,361.11741231299595
2016-09,364.74169237493453
2016-10,355.4178860575919
2016-11,359.5817712734164
2016-12,377.148598178741
2017-01,380.5665761652284
2017-02,392.9575765025653
2017-03,403.59574087552187
2017-04,423.51745676279546
2017-05,428.43371762154027
2017-06,418.1143999591035
2017-07,422.65913924054814
