Date,EAFE SMALL CAP
2000-12,100.0
2001-01,103.99997406949952
2001-02,103.0778019329464
2001-03,99.13541648634707
2001-04,107.34095339184097
2001-05,112.09776940728992
2001-06,108.95137185048162
2001-07,101.08923867247307
2001-08,98.43640156843757
2001-09,85.08256425596998
2001-10,90.42901934718424
2001-11,94.48100159813457
2001-12,92.67424977306423
2002-01,93.59973280284939
2002-02,94.70984314000457
2002-03,100.15629825297256
2002-04,100.52532573303701
2002-05,101.30586007838198
2002-06,92.28078769336078
2002-07,85.79014429379448
2002-08,84.66963866488132
2002-09,77.49616789604919
2002-10,76.3813760928643
2002-11,78.23085733989646
2002-12,72.77978773606128
2003-01,70.14091588228453
2003-02,69.3076885937003
2003-03,68.10575008293581
2003-04,72.91270326956754
2003-05,75.14547835361078
2003-06,81.0966565298051
2003-07,85.3160541601373
2003-08,93.24511195974218
2003-09,93.18668198447702
2003-10,100.80875273193276
2003-11,97.36728022150369
2003-12,98.1758828629873
2004-01,104.75030881351626
2004-02,107.7170844057825
2004-03,113.42356662793952
2004-04,112.78931963221997
2004-05,108.99412352475667
2004-06,115.32402024287637
2004-07,111.28572959982944
2004-08,111.05075956142772
2004-09,111.26420450682124
2004-10,112.72262725081558
2004-11,116.4903421146806
2004-12,119.59667468168912
2005-01,127.17395082296775
2005-02,129.92379403659467
2005-03,130.59815437463095
2005-04,128.4558846213464
2005-05,134.3706191398312
2005-06,140.7693398521735
2005-07,146.65181797166986
2005-08,149.0517972368003
2005-09,158.3273593429891
2005-10,154.1720061744914
2005-11,161.68862453274176
2005-12,174.54195546230218
2006-01,181.12737970045535
2006-02,182.23914530266575
2006-03,188.27753717058687
2006-04,188.81669957941403
2006-05,174.642909784121
2006-06,171.64391505172728
2006-07,167.34398112460264
2006-08,171.52393577001263
2006-09,174.0525924475276
2006-10,179.08782476240438
2006-11,179.85458516091188
2006-12,186.83991896981098
2007-01,193.57087067998182
2007-02,193.6230364155171
2007-03,198.39631191041624
2007-04,200.80661342794988
2007-05,205.2158140618129
2007-06,204.09407937386845
2007-07,200.60128227925708
2007-08,191.06492432267123
2007-09,185.23141673303988
2007-10,193.44853557695697
2007-11,176.96555925269143
2007-12,171.5244455361509
2008-01,152.85156191667826
2008-02,155.4290999888469
2008-03,148.51583427542883
2008-04,154.8062249148256
2008-05,157.82656606325443
2008-06,142.94757005663112
2008-07,137.76818762102866
2008-08,140.4155827457075
2008-09,121.98308508321917
2008-10,103.0535598531583
2008-11,98.43889311868044
2008-12,96.01127662015841
2009-01,97.48373315021573
2009-02,89.26776379134195
2009-03,90.99729850520967
2009-04,105.25221139945658
2009-05,112.6141148219063
2009-06,115.88624397961536
2009-07,123.4134996363388
2009-08,131.7954426104673
2009-09,135.86978929347808
2009-10,132.22747579519367
2009-11,129.96369231897066
2009-12,137.03549340173993
2010-01,140.0661088704342
2010-02,140.67868980064512
2010-03,152.31405042743677
2010-04,157.71574706873744
2010-05,149.75616545557273
2010-06,149.42790694635983
2010-07,152.6316579986662
2010-08,151.94572018367188
2010-09,157.61561750704064
2010-10,160.8006449884045
2010-11,165.56649216784677
2010-12,179.3770111090034
2011-01,176.91945834952287
2011-02,179.60309802305053
2011-03,174.69697673934542
2011-04,175.98381399920822
2011-05,177.12889327627778
2011-06,172.75896158001734
2011-07,172.49579238089402
2011-08,158.0270458378669
2011-09,152.06040764911407
2011-10,156.80519617122874
2011-11,153.69842559979335
2011-12,156.34982668029608
2012-01,167.88241203495573
2012-02,174.1700555042665
2012-03,175.17937453580655
2012-04,175.4950068125006
2012-05,165.91108582629454
2012-06,168.2498034575756
2012-07,174.04333278544402
2012-08,174.60848420331683
2012-09,179.14601176410812
2012-10,179.38453951100885
2012-11,180.4346534034361
2012-12,185.38170662830916
2013-01,189.48417651384568
2013-02,198.9392072022284
2013-03,206.48076940899136
2013-04,208.46538070278805
2013-05,207.27315990716573
2013-06,199.1758397336535
2013-07,206.83485202519503
2013-08,208.1822412188376
2013-09,221.0255165704097
2013-10,226.77248232738575
2013-11,227.438617915095
2013-12,230.02646886496947
2014-01,231.45781892216237
2014-02,238.50154284366556
2014-03,237.88819460906674
2014-04,234.65970915530818
2014-05,241.98119594484757
2014-06,244.83835325569117
2014-07,244.67760378485593
2014-08,248.12367207302992
2014-09,244.75705683347505
2014-10,241.9063994334115
2014-11,243.75968869640917
2014-12,249.8122465451188
2015-01,268.3327458950557
2015-02,287.4939088881045
2015-03,297.32886330603407
2015-04,298.17846810967967
2015-05,308.18666768471513
2015-06,299.51033057502974
2015-07,304.64023150657556
2015-08,287.21887115670796
2015-09,278.6962465156323
2015-10,298.4952709212535
2015-11,312.32088364237825
2015-12,305.9265685649017
2016-01,282.99177334372746
2016-02,281.5089786774433
2016-03,290.1289889204012
2016-04,295.46371178633007
2016-05,305.8232714274559
2016-06,290.40114927235913
2016-07,306.21951868837164
2016-08,305.664170057508
2016-09,312.07361885702403
2016-10,310.88511558225656
2016-11,312.27384943746006
2016-12,323.12129916068363
2017-01,326.52931536050465
2017-02,339.5832763683022
2017-03,344.36052549124423
2017-04,352.90574781792543
2017-05,354.6647520872415
2017-06,349.73997061690704
2017-07,350.64770510010317
2017-08,350.60791147724547
2017-09,362.79028832640324
2017-10,374.4071617274169
2017-11,371.62021413313636
2017-12,378.9044190690759
2018-01,383.9331977014113
2018-02,378.2766800866943
2018-03,371.1498499902889
2018-04,383.19282073388814
2018-05,393.13422065569006
2018-06,385.5594973770105
2018-07,387.2963410196687
2018-08,386.38946457408383
2018-09,384.4123655628655
2018-10,356.17124637580883
2018-11,353.9435079991559
2018-12,328.0268464288284
2019-01,353.1493317516257
2019-02,363.8817047973046
2019-03,369.88488812131374
2019-04,382.01082728967714
2019-05,364.2406361267376
2019-06,371.7025312671772
2019-07,377.5374056616451
2019-08,372.32000313070205
2019-09,386.8453071889593
2019-10,395.24498320440233
2019-11,408.7983845325759
2019-12,419.1617275658304
2020-01,412.3007317334641
2020-02,375.2156727302115
2020-03,311.10890989411035
2020-04,344.2160529722652
2020-05,363.29288049521233
2020-06,364.8512843035973
2020-07,358.2478817298197
2020-08,380.7098810426136
2020-09,385.54600360234906
2020-10,374.68259002343575
2020-11,415.03755562052385
2020-12,433.56109343534354
2021-01,435.0719820519725
2021-02,447.0509213483842
2021-03,472.0958480427603
2021-04,479.6975895698779
2021-05,482.0544662669063
2021-06,488.9001721726973
2021-07,497.316135318545
2021-08,514.0377109452851
2021-09,505.08403588206943
2021-10,513.8287574796703
2021-11,498.80768428302014
2021-12,515.3878714288516
2022-01,484.602614102
2022-02,477.5871239173722
2022-03,482.33485305370687
2022-04,474.16694111414637
2022-05,464.0667350940276
2022-06,423.50570976858586
2022-07,462.9877108293908
2022-08,448.75295042919544
2022-09,407.8867621225476
2022-10,421.4381515772111
2022-11,444.7098121561407
2022-12,433.7504521880282
2023-01,458.1014599736209
2023-02,459.0330843808615
2023-03,447.5815418001818
2023-04,449.6905157995085
2023-05,446.70543082349633
2023-06,449.29074371732355
2023-07,464.35087463151007
