Date,AC ASIA SMALL CAP
2009-11,755.5124263925387
2009-12,811.0249692416239
2010-01,823.9224148118682
2010-02,848.8885978656159
2010-03,915.1145266459597
2010-04,957.010470260323
2010-05,946.7469993254284
2010-06,960.8703882418451
2010-07,939.5333477010751
2010-08,953.9580122041613
2010-09,964.8705935853806
2010-10,963.7184461726699
2010-11,1024.1222496364928
2010-12,1065.2527928699214
2011-01,1037.1984808872867
2011-02,1018.0913276469129
2011-03,986.4111772288705
2011-04,966.1116869420995
2011-05,977.4206886517335
2011-06,971.8264399505148
2011-07,1014.4284047268709
2011-08,930.9669021186754
2011-09,913.8312350478361
2011-10,905.0917853752527
2011-11,883.1916210353916
2011-12,917.4854950611738
2012-01,974.193275632871
2012-02,1002.816665033594
2012-03,999.9349825813963
2012-04,990.1157971826517
2012-05,974.9228915121689
2012-06,978.5915495135646
2012-07,1001.432472223674
2012-08,987.3922837649836
2012-09,1014.4387038541857
2012-10,991.0925517835744
2012-11,1005.8967047715562
2012-12,1025.2657702746628
2013-01,1031.805187958239
2013-02,1097.4681588163774
2013-03,1163.4281790842942
2013-04,1183.9026250957777
2013-05,1165.8409852218358
2013-06,1106.456763958436
2013-07,1096.8838282650725
2013-08,1083.6483422547426
2013-09,1148.2896936899506
2013-10,1156.5476158702097
2013-11,1145.7009473546575
2013-12,1137.7211883743082
2014-01,1150.1608553918168
2014-02,1132.3246475262695
2014-03,1143.839265048522
2014-04,1128.4378981010293
2014-05,1182.7230133983137
2014-06,1230.1253412399824
2014-07,1271.7238741729998
2014-08,1298.6845599876674
2014-09,1307.5076275199965
2014-10,1288.522375244218
2014-11,1278.4461655870355
2014-12,1311.347464036289
2015-01,1445.2408115448272
2015-02,1493.4618417750153
2015-03,1586.5851206992477
2015-04,1609.8772915159363
2015-05,1665.9409608931412
2015-06,1605.514548511653
2015-07,1545.6714887950013
2015-08,1421.8846490820868
2015-09,1405.3470902385352
2015-10,1511.7859701611856
2015-11,1577.3844522314366
2015-12,1544.1402076495635
2016-01,1434.718525976853
2016-02,1414.3770803193884
2016-03,1450.2690913111007
2016-04,1480.3442949594162
2016-05,1506.174133333362
2016-06,1514.9347702923762
2016-07,1572.4084845814439
2016-08,1567.981922639046
2016-09,1606.494864614103
2016-10,1637.5605198723601
2016-11,1623.719256665121
2016-12,1637.7882015341033
2017-01,1662.1802275759558
2017-02,1760.1429411159977
2017-03,1772.2637554611526
2017-04,1765.356000226892
2017-05,1752.2249140357865
2017-06,1741.7516157049472
2017-07,1730.6810700514943
2017-08,1743.6850723531938
2017-09,1773.131349054037
2017-10,1872.6710037955143
2017-11,1884.9008514387053
2017-12,1908.9502196914332
2018-01,1930.2888083122457
2018-02,1915.38167830283
2018-03,1881.3214365148363
2018-04,1918.3044959874048
2018-05,1981.6997969448616
2018-06,1887.2253112748208
2018-07,1877.4431341614772
2018-08,1874.3607944256728
2018-09,1859.7917997665188
2018-10,1704.8398104160885
2018-11,1776.7242895545942
2018-12,1661.7817955081723
2019-01,1735.078831854029
2019-02,1776.930676723106
2019-03,1824.667521252846
2019-04,1835.0773670355672
2019-05,1756.30944978231
2019-06,1767.1645483723617
2019-07,1796.9199082685986
2019-08,1771.0948760998635
2019-09,1843.4052946471843
2019-10,1886.659227475553
2019-11,1911.9524962928608
2019-12,1932.9532572435542
2020-01,1882.8710241241597
2020-02,1735.5749033753123
2020-03,1529.8473497738858
2020-04,1678.182238798685
2020-05,1736.6778103050308
2020-06,1773.4278816456865
2020-07,1726.5562067154224
2020-08,1822.1368667630893
2020-09,1889.7860167198742
2020-10,1878.491425811256
2020-11,1995.555849170119
2020-12,2055.6523902525123
2021-01,2071.3842927578444
2021-02,2155.0310875568775
2021-03,2281.032450999197
2021-04,2280.591426744155
2021-05,2251.6328656931696
2021-06,2363.003298581823
2021-07,2342.7845160053257
2021-08,2396.950283934225
2021-09,2436.3402970508523
2021-10,2413.654227214423
2021-11,2382.9772976175104
2021-12,2424.837947303917
2022-01,2316.05734227706
2022-02,2305.6083631379443
2022-03,2307.177588705217
2022-04,2289.861364120687
2022-05,2239.2873842683375
2022-06,2134.3051953194536
2022-07,2265.5840496911187
2022-08,2299.209914663877
2022-09,2139.9888173672134
2022-10,2088.3750951713623
2022-11,2220.5189881356764
2022-12,2166.5081459226685
2023-01,2242.4639323293204
2023-02,2229.5046036812023
2023-03,2223.1498230967136
2023-04,2196.0581200480538
2023-05,2260.3934497968935
2023-06,2277.0705000752337
2023-07,2371.3439939963546
