Date,ACWI ex EMU SMALL CAP
2007-05,1000.0
2007-06,990.2164571859417
2007-07,954.1894025828956
2007-08,943.8905155505456
2007-09,933.5011325991783
2007-10,957.1308081140895
2007-11,876.155106780599
2007-12,868.1210599243024
2008-01,789.546376072488
2008-02,775.9152728305487
2008-03,728.5912900792862
2008-04,775.7373875723823
2008-05,802.5721146901778
2008-06,725.5453829097687
2008-07,722.6643642150615
2008-08,761.2675509930981
2008-09,692.0449147186164
2008-10,591.5865216495525
2008-11,542.0074178373166
2008-12,526.1182848509379
2009-01,529.3976528691861
2009-02,481.3315355778592
2009-03,501.906426524771
2009-04,587.9241706068867
2009-05,604.9650871921833
2009-06,617.5343199372088
2009-07,668.5651884480749
2009-08,692.9391951215132
2009-09,719.2352759752052
2009-10,689.366022293518
2009-11,696.2297480380296
2009-12,768.1220712685625
2010-01,772.5043568155312
2010-02,808.2206932416918
2010-03,879.762548931122
2010-04,932.538251472072
2010-05,917.785687304934
2010-06,881.973704735241
2010-07,889.8415470961112
2010-08,877.1945939501965
2010-09,909.2856033805297
2010-10,925.9861184726415
2010-11,999.6397286734715
2010-12,1053.7842110190627
2011-01,1033.0561725054122
2011-02,1058.646908251346
2011-03,1044.6499701725947
2011-04,1034.8375189603562
2011-05,1047.4761543026627
2011-06,1016.2958148757349
2011-07,1012.2622817940929
2011-08,925.1446808281983
2011-09,878.6385560663521
2011-10,944.9055578325679
2011-11,953.6538499677343
2011-12,983.2091869479297
2012-01,1050.466480534434
2012-02,1077.729666456311
2012-03,1089.2279104474171
2012-04,1088.694599508402
2012-05,1066.7748879315388
2012-06,1075.1882408057995
2012-07,1107.4501977620107
2012-08,1115.3979941360014
2012-09,1133.3048160575763
2012-10,1114.657105683762
2012-11,1121.9619082094093
2012-12,1142.3558916997579
2013-01,1167.1251063081068
2013-02,1225.4467458085603
2013-03,1293.3686562584708
2013-04,1273.3394044812235
2013-05,1304.7836319066485
2013-06,1265.2524075809497
2013-07,1308.06312238944
2013-08,1288.1354289278445
2013-09,1339.055780139987
2013-10,1371.049172590397
2013-11,1389.3242269601167
2013-12,1401.69014371579
2014-01,1402.8573295460847
2014-02,1436.8135297736137
2014-03,1436.6688656571228
2014-04,1405.830909936088
2014-05,1448.8239741625925
2014-06,1504.535153792599
2014-07,1488.7201658128904
2014-08,1563.307951293589
2014-09,1541.166610345182
2014-10,1581.9729884716223
2014-11,1589.9771634413473
2014-12,1645.8468404240884
2015-01,1735.8901658379395
2015-02,1844.8571405720816
2015-03,1932.169198296157
2015-04,1880.9437044303008
2015-05,1951.571151258507
2015-06,1896.7204598185938
2015-07,1880.6398549802627
2015-08,1745.511190440341
2015-09,1686.3017923441548
2015-10,1801.6863144827264
2015-11,1903.1754922781413
2015-12,1803.3297615181898
2016-01,1670.035887033186
2016-02,1675.7192705038212
2016-03,1735.1351321339098
2016-04,1766.915633148856
2016-05,1832.036211418292
2016-06,1821.1609620480913
2016-07,1904.8149386632083
2016-08,1918.8818244635752
2016-09,1929.6170217422311
2016-10,1910.0151536243934
2016-11,2051.856505356842
2016-12,2101.989804539385
2017-01,2102.0974289681662
2017-02,2193.4513195015425
2017-03,2191.9846234285437
2017-04,2186.7725637027875
2017-05,2120.5582481650285
2017-06,2127.2609865921336
2017-07,2102.7545120133723
2017-08,2087.099705941071
2017-09,2171.728233792083
2017-10,2244.8818413686827
2017-11,2243.1380569087296
2017-12,2266.0477708160724
2018-01,2259.9776236421762
2018-02,2218.2321487169716
2018-03,2201.397179120861
2018-04,2257.563015355978
2018-05,2402.0197147146123
2018-06,2380.4749482998286
2018-07,2403.0327412892266
2018-08,2467.39912570027
2018-09,2434.151859449449
2018-10,2247.4709617763942
2018-11,2280.9533199039183
2018-12,2062.566759068388
2019-01,2258.2579532810605
2019-02,2358.3767694510366
2019-03,2380.3951519016714
2019-04,2449.292640779167
2019-05,2308.4620918688424
2019-06,2384.280946990386
2019-07,2452.7124685678737
2019-08,2390.344015326401
2019-09,2466.724474799085
2019-10,2476.184251022668
2019-11,2578.393965457026
2019-12,2627.6605771723425
2020-01,2584.827480503925
2020-02,2371.5601672320786
2020-03,1876.4075191482298
2020-04,2139.8308633400284
2020-05,2245.457971714316
2020-06,2294.914777947882
2020-07,2275.662889362046
2020-08,2374.8354943136997
2020-09,2371.868348346833
2020-10,2399.3434801532626
2020-11,2683.047669177356
2020-12,2818.8142565630906
2021-01,2893.7964980176534
2021-02,3047.8108836807332
2021-03,3213.81478694608
2021-04,3264.22721193933
2021-05,3240.4792868628915
2021-06,3367.7494308633954
2021-07,3335.6012501691575
2021-08,3426.4510280093573
2021-09,3392.857217653452
2021-10,3508.672763697042
2021-11,3445.7003421503982
2021-12,3537.111536120963
2022-01,3325.481827803015
2022-02,3323.1410573062976
2022-03,3398.540371310225
2022-04,3313.8663344119436
2022-05,3247.219569199492
2022-06,3005.591272089144
2022-07,3351.435038552378
2022-08,3319.9052515434487
2022-09,3064.0007757434805
2022-10,3247.2143921945717
2022-11,3314.715669199131
2022-12,3088.688887321346
2023-01,3298.8535811670886
2023-02,3300.823221151783
2023-03,3154.261088936486
2023-04,3099.945241174968
2023-05,3147.791175117857
2023-06,3265.443540050832
2023-07,3400.2692924522985
