Date,ACWI ex JAPAN SMALL CAP
2007-05,1000.0
2007-06,989.2797732340274
2007-07,952.9003590988261
2007-08,942.0592928528487
2007-09,934.2174192435594
2007-10,961.8556783105481
2007-11,876.4120033741467
2007-12,871.3192636847858
2008-01,785.2695208453096
2008-02,775.5778676123239
2008-03,730.506447259276
2008-04,778.0318727329047
2008-05,803.3397415031673
2008-06,723.3383206019228
2008-07,718.4551611148017
2008-08,758.2669780506682
2008-09,680.2763648748094
2008-10,567.3198765328121
2008-11,510.9735745583593
2008-12,496.883312926279
2009-01,496.70853865505865
2009-02,454.98767398249726
2009-03,477.60781239719586
2009-04,569.3422261891121
2009-05,587.1236634531894
2009-06,594.2998188143317
2009-07,647.9277584858519
2009-08,675.2096566705579
2009-09,709.3935197264381
2009-10,679.2693059437768
2009-11,690.3009142007265
2009-12,762.6373631607521
2010-01,763.3631072105308
2010-02,793.7947964430285
2010-03,866.5992658957322
2010-04,915.5597781908361
2010-05,893.445983225439
2010-06,856.3074241467223
2010-07,872.8267519231965
2010-08,857.6279976076672
2010-09,897.3154706385517
2010-10,920.6635831717289
2010-11,983.0658939685472
2010-12,1038.6361310607813
2011-01,1019.793050345209
2011-02,1043.1806141181216
2011-03,1038.8284031335343
2011-04,1035.5929231811544
2011-05,1045.4549793927097
2011-06,1009.1536957692263
2011-07,993.9939392775434
2011-08,902.5754644174624
2011-09,842.607176491989
2011-10,919.9244941975438
2011-11,924.1163511850147
2011-12,947.7371377910962
2012-01,1018.0245393711882
2012-02,1050.5050650737717
2012-03,1058.4812381841396
2012-04,1057.0538087807931
2012-05,1030.417035844635
2012-06,1039.2670108003504
2012-07,1071.265740997099
2012-08,1084.3906455610993
2012-09,1104.351852079572
2012-10,1090.8163108584383
2012-11,1099.2915275527969
2012-12,1121.850549724054
2013-01,1151.1759470009417
2013-02,1202.8587331540853
2013-03,1257.0502736516764
2013-04,1234.336748019269
2013-05,1278.8895310127775
2013-06,1235.4205005512665
2013-07,1285.2221678489445
2013-08,1266.9892400324416
2013-09,1313.8669304182029
2013-10,1354.1928682817663
2013-11,1375.3002547957472
2013-12,1389.4068429931588
2014-01,1390.1146511278316
2014-02,1437.745119746267
2014-03,1437.791663988812
2014-04,1409.0694304530118
2014-05,1448.6079851775485
2014-06,1493.1329891111936
2014-07,1467.7454505198014
2014-08,1542.0123094035905
2014-09,1516.9324390758518
2014-10,1556.368623443293
2014-11,1570.487799581639
2014-12,1620.6631660864477
2015-01,1704.038500470357
2015-02,1817.364778642791
2015-03,1898.4690052844878
2015-04,1851.983635332827
2015-05,1919.3360173168078
2015-06,1858.724891826241
2015-07,1849.89723020947
2015-08,1715.034900498118
2015-09,1655.4774199000758
2015-10,1767.7043113338652
2015-11,1862.1466649208699
2015-12,1764.16977856465
2016-01,1630.7657544135268
2016-02,1637.0876230720678
2016-03,1700.1643420612743
2016-04,1726.2459308132607
2016-05,1791.0497291021481
2016-06,1768.248511005198
2016-07,1851.6510617257277
2016-08,1874.8304149305939
2016-09,1877.6949894628008
2016-10,1847.903221213355
2016-11,1990.6195250824326
2016-12,2046.2121388540163
2017-01,2045.3119406423307
2017-02,2129.92455140949
2017-03,2139.8156166493277
2017-04,2143.159028471304
2017-05,2082.5736856400517
2017-06,2085.868789957117
2017-07,2066.4295950204273
2017-08,2049.0133759016035
2017-09,2138.4773101596547
2017-10,2202.2827479026932
2017-11,2194.6690775867305
2017-12,2218.8791065613304
2018-01,2219.1548250334263
2018-02,2168.1213563300594
2018-03,2151.1269236172325
2018-04,2209.9629853397464
2018-05,2344.2369084420293
2018-06,2328.426939976356
2018-07,2358.3366786335523
2018-08,2421.5984416196725
2018-09,2379.1006066385803
2018-10,2194.6781481410417
2018-11,2216.0802517092843
2018-12,2008.9551910594223
2019-01,2208.6379464268102
2019-02,2310.6888354573684
2019-03,2330.8963256728102
2019-04,2407.8826356048585
2019-05,2262.3392437463654
2019-06,2347.8131157790544
2019-07,2408.218693806057
2019-08,2341.234207150629
2019-09,2409.89759450478
2019-10,2415.6926161535007
2019-11,2520.942100219794
2019-12,2575.9767608798415
2020-01,2535.393694893448
2020-02,2338.0442805377843
2020-03,1809.164788016288
2020-04,2076.5845704359867
2020-05,2177.6106512637643
2020-06,2239.288034648589
2020-07,2241.2465020026325
2020-08,2333.2636859007707
2020-09,2312.59576872373
2020-10,2333.8596545414393
2020-11,2644.929359335045
2020-12,2787.589953798005
2021-01,2867.4627006783053
2021-02,3031.2095932846782
2021-03,3190.5766780953113
2021-04,3261.2579690307234
2021-05,3251.121743953459
2021-06,3366.7018563216575
2021-07,3341.2256550106686
2021-08,3432.4217977117955
2021-09,3378.9114237262324
2021-10,3517.5764027763585
2021-11,3454.8165448106924
2021-12,3556.2811832176067
2022-01,3342.2352610520916
2022-02,3327.3620061779743
2022-03,3413.865359692706
2022-04,3333.2952796830823
2022-05,3268.394257077959
2022-06,2996.9240127673634
2022-07,3340.622252127009
2022-08,3298.9137179983604
2022-09,3030.7151767100563
2022-10,3238.965957345673
2022-11,3305.8318468360562
2022-12,3071.108658108741
2023-01,3302.169192166454
2023-02,3313.571408199346
2023-03,3148.7389180624978
2023-04,3097.48315261388
2023-05,3134.829183482045
2023-06,3263.4419213172523
2023-07,3399.640910379106
