Date,PACIFIC ex JAPAN SMALL CAP
2008-01,274.0460100887028
2008-02,283.3456685908342
2008-03,254.63825204671275
2008-04,276.63368016675827
2008-05,280.16894484391406
2008-06,245.8931622603463
2008-07,236.88894215163697
2008-08,230.814936322944
2008-09,195.05657966706897
2008-10,139.81610127788457
2008-11,124.53502638401208
2008-12,127.09985551608248
2009-01,122.7093494867893
2009-02,116.1343274944316
2009-03,127.1164432662203
2009-04,150.17838934755355
2009-05,174.31786229315904
2009-06,181.0732796529706
2009-07,205.03166632953707
2009-08,213.00967896811173
2009-09,226.71776719418028
2009-10,230.00553291441926
2009-11,232.5503582401103
2009-12,253.28581673291563
2010-01,244.7547184914915
2010-02,252.42103994724698
2010-03,275.7152846502645
2010-04,288.4329398098952
2010-05,265.36984322492975
2010-06,264.5583403701395
2010-07,274.07907903127375
2010-08,280.3784916459994
2010-09,300.32072126789586
2010-10,308.1326178720605
2010-11,324.6256760528072
2010-12,347.061559854847
2011-01,329.7573767029407
2011-02,329.1301175918812
2011-03,330.31726122315376
2011-04,328.75045588957806
2011-05,331.51525565442216
2011-06,317.28263637759744
2011-07,324.8741405538159
2011-08,301.7311499956981
2011-09,265.0545437154329
2011-10,296.74601492499227
2011-11,286.5326467266069
2011-12,287.8442623157532
2012-01,315.1213440722921
2012-02,332.41452458717293
2012-03,323.5586833257545
2012-04,327.3371002254814
2012-05,304.9295427952513
2012-06,301.4781584620712
2012-07,320.92076574953467
2012-08,318.62221011010996
2012-09,328.95639903092524
2012-10,333.35132299140787
2012-11,335.4572769979349
2012-12,339.43731060603835
2013-01,347.1950739291768
2013-02,364.8113494841225
2013-03,372.46226457233655
2013-04,359.9161115767041
2013-05,339.2148082342987
2013-06,309.4833314881554
2013-07,315.1183576143666
2013-08,320.11678990486115
2013-09,335.95909367797543
2013-10,340.39980062130024
2013-11,325.55385645956625
2013-12,323.38526855122603
2014-01,315.16904758357106
2014-02,324.37688066892395
2014-03,331.1925301540626
2014-04,331.3964845808521
2014-05,339.52001196125065
2014-06,340.39891679349535
2014-07,355.9619475017875
2014-08,364.42834131910433
2014-09,345.2930341168668
2014-10,352.28442131283157
2014-11,342.8863042365302
2014-12,344.5762096745032
2015-01,362.24697095199986
2015-02,382.1682957990403
2015-03,392.09549218283473
2015-04,397.40550716824197
2015-05,404.2306573336804
2015-06,369.3171964753083
2015-07,355.66881467244815
2015-08,318.0675506541484
2015-09,312.8350922915173
2015-10,341.92321932311046
2015-11,354.70174229868195
2015-12,350.86297433470406
2016-01,321.6486579153658
2016-02,328.17329643428366
2016-03,349.24574279013837
2016-04,353.7351625464959
2016-05,357.91758186130505
2016-06,361.2709404383824
2016-07,385.48571663219235
2016-08,384.19158293459253
2016-09,388.93277947544
2016-10,381.9829649669398
2016-11,388.4470885292384
2016-12,389.4478355287715
2017-01,392.39535606765946
2017-02,410.5448088149177
2017-03,414.0672064477686
2017-04,405.047652054076
2017-05,394.72092156327557
2017-06,401.39408674659796
2017-07,397.88761052213886
2017-08,399.0980226934432
2017-09,403.9996548238513
2017-10,420.71939275876986
2017-11,418.8652938445614
2017-12,432.0584725970862
2018-01,434.70676811263814
2018-02,430.2855204185063
2018-03,414.43686620101425
2018-04,423.9982805472885
2018-05,441.01371314741425
2018-06,428.4057400980992
2018-07,428.42025212884704
2018-08,423.8495198289987
2018-09,424.25902985843976
2018-10,394.70190679355784
2018-11,405.9540298912915
2018-12,381.6122862181236
2019-01,412.60843163266327
2019-02,428.34355714084865
2019-03,437.28945341006465
2019-04,444.16968505932743
2019-05,430.09896082781404
2019-06,440.1775933611039
2019-07,455.9481695724538
2019-08,438.22123807864426
2019-09,450.6513632058888
2019-10,446.60469854668
2019-11,452.3556025790257
2019-12,460.5596971605674
2020-01,458.03391943379864
2020-02,417.59098826273726
2020-03,317.2727974878236
2020-04,378.0337421467204
2020-05,403.90607560435234
2020-06,420.8503705313266
2020-07,418.2037172038449
2020-08,448.5380067026511
2020-09,440.7582078750698
2020-10,441.5642084034357
2020-11,487.3498436985331
2020-12,505.92348412882694
2021-01,509.81421049322574
2021-02,525.2221864379978
2021-03,546.3543736065735
2021-04,561.6735231107502
2021-05,554.24792698089
2021-06,571.6193593004326
2021-07,564.0304970552168
2021-08,581.3130381452177
2021-09,573.3229631547676
2021-10,598.0852743313797
2021-11,582.4796209392287
2021-12,605.2355725200264
2022-01,557.6929047174061
2022-02,572.3168313832284
2022-03,617.1529074359502
2022-04,614.2336358402392
2022-05,583.454820967273
2022-06,523.9651735113998
2022-07,576.8167304380642
2022-08,590.2275155385142
2022-09,525.489039054442
2022-10,532.7954982991341
2022-11,566.9350970146688
2022-12,545.2950177491961
2023-01,585.2574153235976
2023-02,558.3898386185434
2023-03,535.9830067165024
2023-04,532.7551767922972
2023-05,529.6164136018155
2023-06,533.821281199323
2023-07,552.0352823762956
