Date,PACIFIC ex JAPAN SMALL CAP
2000-12,100.0
2001-01,102.95303822992607
2001-02,101.93085495783437
2001-03,94.23615291999849
2001-04,100.62111507078991
2001-05,106.45757365750802
2001-06,110.26164267944696
2001-07,103.71250153463961
2001-08,101.45217853179082
2001-09,89.70626215393956
2001-10,96.93726550935871
2001-11,102.80888799477755
2001-12,105.01264937229517
2002-01,112.19996545153991
2002-02,112.39464308390086
2002-03,116.86396878746784
2002-04,113.4103983355691
2002-05,117.50236162535664
2002-06,107.56789508595993
2002-07,101.4086646252874
2002-08,103.88038177423843
2002-09,97.3778644235642
2002-10,99.51687584266456
2002-11,101.30726519419727
2002-12,97.6610781306075
2003-01,99.00099520147839
2003-02,97.18823344264678
2003-03,95.9998604051265
2003-04,99.0865836073676
2003-05,100.70971007174396
2003-06,108.79511595379743
2003-07,113.52962199115971
2003-08,122.08025510173252
2003-09,124.49470509095644
2003-10,135.1168717222921
2003-11,130.45948211434143
2003-12,132.27439113689803
2004-01,139.7987263339933
2004-02,144.0833982660133
2004-03,146.29034883901335
2004-04,141.5135454003671
2004-05,138.30865929145133
2004-06,139.14116291070775
2004-07,145.96936475788146
2004-08,149.49848860166858
2004-09,155.3151470623233
2004-10,161.44369094956954
2004-11,166.47663281620018
2004-12,169.79890406179965
2005-01,178.61016677227116
2005-02,181.09407546009638
2005-03,180.06785318567339
2005-04,178.39290515371485
2005-05,188.91499003048625
2005-06,203.42109297071448
2005-07,211.19241882927938
2005-08,208.58853685345912
2005-09,223.86787304043963
2005-10,212.16270107694208
2005-11,223.80010866473904
2005-12,228.2787732718128
2006-01,234.4361969762188
2006-02,241.26677642216444
2006-03,248.1461825306797
2006-04,253.80305181977621
2006-05,236.20046471277567
2006-06,234.63553257240972
2006-07,237.5090325237358
2006-08,244.63547248230716
2006-09,251.76028861323962
2006-10,267.36955450283153
2006-11,273.14308410220355
2006-12,285.09851815108385
2007-01,296.666154781961
2007-02,297.56141390569013
2007-03,311.072774921665
2007-04,324.55203321365246
2007-05,342.08483522570475
2007-06,350.10801140179325
2007-07,345.3424534256774
2007-08,324.6793601838027
2007-09,339.3338181949842
2007-10,356.493048009467
2007-11,323.2007574583758
2007-12,320.45619181320063
