Date,JORDAN + EGYPT + MOROCCO SMALL CAP
2007-05,1000.0
2007-06,1037.9892671732412
2007-07,1034.251693941537
2007-08,1103.681750440292
2007-09,1085.3187393464843
2007-10,1157.3624893749318
2007-11,1148.6861554250386
2007-12,1173.3144677278815
2008-01,1219.0795984068086
2008-02,1300.085808123322
2008-03,1310.811323781731
2008-04,1465.4774919606457
2008-05,1409.6844364555957
2008-06,1301.1654401302878
2008-07,1206.1716226260976
2008-08,1172.0563923163854
2008-09,1090.4896373755419
2008-10,881.3877299386947
2008-11,818.3969213211878
2008-12,791.028508366445
2009-01,773.9472319155263
2009-02,756.950449729734
2009-03,793.842534077749
2009-04,882.6111593214217
2009-05,868.5063553135424
2009-06,941.6677972661171
2009-07,957.0350471304259
2009-08,987.841505079215
2009-09,1027.0129235853915
2009-10,970.1817253998402
2009-11,854.9171804553441
2009-12,869.3000060197465
2010-01,982.8090167997074
2010-02,990.4590589708737
2010-03,1030.195026721331
2010-04,1105.2286483170517
2010-05,1029.7585723047384
2010-06,1004.4437389668849
2010-07,972.9076570189653
2010-08,987.8166809151954
2010-09,986.3844803926199
2010-10,994.7059483887863
2010-11,1055.0128598115923
2010-12,1034.2513382890959
2011-01,903.8674997399248
2011-02,881.4886819635848
2011-03,837.6242910807262
2011-04,798.5516732522278
2011-05,867.9761452178718
2011-06,840.6362047027435
2011-07,826.2335899311612
2011-08,784.4163472343988
2011-09,755.0617613959413
2011-10,772.3061830069223
2011-11,740.5768311338602
2011-12,713.1996034102948
2012-01,803.424099830516
2012-02,882.722985790705
2012-03,801.0946320378403
2012-04,809.1716278392579
2012-05,824.5694581985298
2012-06,829.6650432685178
2012-07,858.5734150962714
2012-08,919.8764689363866
2012-09,1005.3920249133395
2012-10,990.1553813300033
2012-11,862.6735897195354
2012-12,924.0332878651934
2013-01,886.7310197450743
2013-02,900.8801652400061
2013-03,892.8414114044106
2013-04,868.8394289749506
2013-05,920.9435343402315
2013-06,811.0353899885716
2013-07,889.921561248519
2013-08,892.215316865019
2013-09,928.9354676636763
2013-10,1009.2142230954323
2013-11,1013.1456915568126
2013-12,1037.9035224736501
2014-01,1162.446766383929
2014-02,1238.3200397608005
2014-03,1214.2344293251056
2014-04,1233.2859508393456
2014-05,1269.632362214381
2014-06,1272.6198781588275
2014-07,1345.640712074423
2014-08,1415.4783653431625
2014-09,1468.8754452398748
2014-10,1406.5989221870575
2014-11,1429.8135299758083
2014-12,1370.6160497974222
2015-01,1482.8422546574802
2015-02,1408.9113371575625
2015-03,1405.088222927948
2015-04,1294.4248955718065
2015-05,1365.0307234756858
2015-06,1248.333167568395
2015-07,1208.5069195827225
2015-08,1095.8433582498258
2015-09,1064.308354175498
2015-10,1098.1755894944959
2015-11,1050.1216581855304
2015-12,1101.6718454252511
2016-01,1033.8470183450988
2016-02,1013.2480323426233
2016-03,1062.3060072372668
2016-04,1054.828557723398
2016-05,1070.8516851066431
2016-06,1025.0664520736032
2016-07,1109.7336906849184
2016-08,1092.333600980215
2016-09,1064.7855094729002
2016-10,1123.7946792719642
2016-11,963.7138044219639
2016-12,1050.5502198838742
2017-01,1035.7800155967475
2017-02,1112.8620777194947
2017-03,1104.1011795413526
2017-04,1070.5831319540798
2017-05,1066.8294741362947
2017-06,1095.035432585491
2017-07,1064.3432441746727
2017-08,1073.4723676447948
2017-09,1116.9377303877604
2017-10,1187.3882196990314
2017-11,1178.1160190219384
2017-12,1186.7622554125187
2018-01,1193.3230008507478
2018-02,1228.6209959017256
2018-03,1298.9182323719965
2018-04,1387.3785591432347
2018-05,1324.5091733489198
2018-06,1277.4568400245823
2018-07,1227.666670113568
2018-08,1235.4864606406547
2018-09,1126.301378755586
2018-10,1050.9862652771449
2018-11,1083.6082917143822
2018-12,1074.053460492052
2019-01,1145.001730091657
2019-02,1203.2246428103285
2019-03,1197.1358044236222
2019-04,1192.3685541298792
2019-05,1160.6289422030447
2019-06,1188.5757656023698
2019-07,1183.3102436760903
2019-08,1284.843457062546
2019-09,1240.1613789997364
2019-10,1234.617544089683
2019-11,1211.256436471788
2019-12,1190.8686447015034
2020-01,1232.4905329924875
2020-02,1180.454225660472
2020-03,897.2705972058892
2020-04,963.5539322132375
2020-05,952.7545086468266
2020-06,1008.770037823547
2020-07,980.258203798997
2020-08,998.6643986756919
2020-09,987.2600787172759
2020-10,999.1995865365047
2020-11,1035.4062954598235
2020-12,1030.9794653512636
2021-01,1078.7879377581576
2021-02,1071.8568982915237
2021-03,1065.3748354204672
2021-04,1063.3297925484053
2021-05,1081.9115476244237
2021-06,1159.4827971543486
2021-07,1186.703726684217
2021-08,1229.6516562418828
2021-09,1255.0839808804933
2021-10,1300.4692175549762
2021-11,1328.8353585874113
2021-12,1389.5954381172553
2022-01,1415.700072411643
2022-02,1369.9256005448774
2022-03,1287.812417153578
2022-04,1409.7452536784738
2022-05,1320.3618146561075
2022-06,1277.9750863157312
2022-07,1326.7627721405795
2022-08,1362.8878682440509
2022-09,1344.1627885516104
2022-10,1250.4901583371768
2022-11,1252.7965204022053
2022-12,1269.8933840604532
2023-01,1200.677952073424
2023-02,1226.068860759047
2023-03,1185.2486424664298
2023-04,1243.203894908818
2023-05,1284.6373228818693
2023-06,1298.0339599675626
2023-07,1312.382044526558
