Date,EFM EUROPE + CIS (E+C) ex RU SMALL CAP
2010-11,1000.0
2010-12,1044.14872272969
2011-01,1019.1396128856825
2011-02,1001.75674105722
2011-03,1044.918349029433
2011-04,1088.385570645042
2011-05,1012.7921758683185
2011-06,977.5472474217702
2011-07,916.9638683776401
2011-08,766.5477978660019
2011-09,716.7214278958097
2011-10,750.9157022770428
2011-11,696.8210184912291
2011-12,672.6508181809103
2012-01,770.3747208465618
2012-02,813.8355033815837
2012-03,828.0139588232946
2012-04,839.6081150944398
2012-05,764.716186697407
2012-06,814.1959919020223
2012-07,853.412399772172
2012-08,838.6878768273921
2012-09,859.7196187377639
2012-10,869.3878225708944
2012-11,889.5959590538654
2012-12,941.4311201644203
2013-01,945.8259328461506
2013-02,955.4393384127824
2013-03,980.7930959166333
2013-04,976.9797896197072
2013-05,987.7002017043148
2013-06,888.3305483574717
2013-07,894.7649563527864
2013-08,829.0937702678639
2013-09,890.9966174240802
2013-10,949.2479206198419
2013-11,974.8638059881853
2013-12,879.4389645324691
2014-01,858.0767266291164
2014-02,907.2418763576204
2014-03,911.7681286755437
2014-04,936.4360703431802
2014-05,950.8954254329692
2014-06,956.3506178210098
2014-07,953.2953231073992
2014-08,949.4150107526859
2014-09,926.7174017428612
2014-10,930.1570153746217
2014-11,956.6622476492413
2014-12,909.8967847170669
2015-01,965.1622625561375
2015-02,997.823491167893
2015-03,972.3416571506796
2015-04,988.4189406554029
2015-05,990.5418603715111
2015-06,943.6250453990041
2015-07,948.9995841496295
2015-08,864.8837696089616
2015-09,870.8191569188232
2015-10,907.7970223648247
2015-11,896.1143253033005
2015-12,867.3935273620365
2016-01,821.9658647567843
2016-02,842.2925417925362
2016-03,899.7145382058471
2016-04,914.4713153133358
2016-05,887.1318688064081
2016-06,855.9443271762092
2016-07,879.7494804282525
2016-08,925.4063398325108
2016-09,931.6921487057153
2016-10,963.339448688574
2016-11,928.3134920452472
2016-12,961.4856752347612
2017-01,993.3842638013703
2017-02,1051.852729215782
2017-03,1062.774540965921
2017-04,1099.2847585002419
2017-05,1130.0693761224359
2017-06,1172.1994884030394
2017-07,1202.9318808926591
2017-08,1214.5275416167688
2017-09,1183.6273883489525
2017-10,1186.8336865202623
2017-11,1124.2339611385673
2017-12,1193.5713871406879
2018-01,1237.3534388856756
2018-02,1190.6126717195177
2018-03,1156.4584626630838
2018-04,1138.7885347398153
2018-05,1079.416605367813
2018-06,1037.8506246536106
2018-07,1037.8223129088656
2018-08,947.4356894204922
2018-09,955.4029043162978
2018-10,913.090166223399
2018-11,962.0289580870711
2018-12,922.6330590167397
2019-01,992.4841163321256
2019-02,1048.4597328193802
2019-03,1005.0790555435075
2019-04,1029.3341345972874
2019-05,1051.3872901647983
2019-06,1116.701411986783
2019-07,1151.1133134799165
2019-08,1111.1088425449843
2019-09,1134.2588803383537
2019-10,1116.7311324901148
2019-11,1168.7537184337714
2019-12,1201.030182939117
2020-01,1220.7979858086671
2020-02,1039.3104913799912
2020-03,852.0177776932662
2020-04,956.7685144110919
2020-05,1013.6964453171452
2020-06,1075.4539511481983
2020-07,1038.3703395506705
2020-08,1027.7292237106878
2020-09,1019.7078005815372
2020-10,924.9926053426394
2020-11,1151.520062553286
2020-12,1300.8751899363058
2021-01,1328.0099343422576
2021-02,1371.6391539812473
2021-03,1357.132544002989
2021-04,1426.009702821045
2021-05,1448.4774316050523
2021-06,1419.0642532869517
2021-07,1445.4178246634604
2021-08,1527.57614898121
2021-09,1469.3432232460407
2021-10,1545.6169156545488
2021-11,1425.504680143985
2021-12,1451.4607739642029
2022-01,1505.3978841371456
2022-02,1386.8557084918034
2022-03,1503.2811222232513
2022-04,1573.2517201841843
2022-05,1532.815163024497
2022-06,1460.8838129509509
2022-07,1505.9053426639348
2022-08,1559.2820712531948
2022-09,1469.1781766573306
2022-10,1644.0048190262057
2022-11,1859.7895954936716
2022-12,1941.412833381542
2023-01,1913.599919417684
2023-02,1993.0608357643498
2023-03,1844.6740342790658
2023-04,1867.116921031279
2023-05,1910.449161688942
2023-06,1901.0618437088328
2023-07,2168.6411479958197
