Date,AC PACIFIC ex JAPAN SMALL CAP
1998-12,325.9611946616939
1999-01,338.24570043871364
1999-02,339.67085806282336
1999-03,370.0205690391791
1999-04,457.41574405601415
1999-05,462.8246358945427
1999-06,518.9135606307152
1999-07,484.1773492073677
1999-08,473.3840565216454
1999-09,445.19675970565186
1999-10,453.0708083144428
1999-11,490.67360334433573
1999-12,510.96607332491055
2000-01,509.29022204527797
2000-02,503.22410743620105
2000-03,510.7920175683967
2000-04,483.99295926060347
2000-05,433.0916421445424
2000-06,430.43548133464157
2000-07,434.04329983846264
2000-08,450.88605210184073
2000-09,403.6900606987002
2000-10,387.73649595779347
2000-11,368.9932893986636
2000-12,337.6659291294842
2001-01,373.7158161231621
2001-02,376.6255671688198
2001-03,360.8337757856664
2001-04,369.3448083639029
2001-05,395.97895382224846
2001-06,397.44287741994356
2001-07,366.7474013260997
2001-08,360.2740287074573
2001-09,315.84519387449
2001-10,335.3107915413618
2001-11,365.64554706425747
2001-12,386.4852074044588
2002-01,426.14732749617366
2002-02,429.5615770825849
2002-03,461.63089160793237
2002-04,448.44374870759077
2002-05,435.18833043190307
2002-06,391.43444756182305
2002-07,377.7699432232969
2002-08,381.6444238106471
2002-09,340.97174900581507
2002-10,351.03547074177123
2002-11,359.53701083757704
2002-12,334.5206711834518
2003-01,344.77681723037523
2003-02,333.7071202113267
2003-03,319.73802887849826
2003-04,326.44155008509
2003-05,340.0500616859346
2003-06,368.9286599584362
2003-07,393.8704529284755
2003-08,421.42591004736994
2003-09,410.5605350702565
2003-10,441.37380731654815
2003-11,428.5862912417331
2003-12,430.22216757382427
2004-01,456.2886580224407
2004-02,476.74047182076174
2004-03,476.568458693305
2004-04,460.81900386111244
2004-05,440.0534421393552
2004-06,434.8949786654051
2004-07,437.1329106685492
2004-08,448.8498771288634
2004-09,462.739412377242
2004-10,470.21948959655504
2004-11,485.9934404184142
2004-12,494.0699715434393
2005-01,519.9190986675976
2005-02,538.0292403676378
2005-03,529.8657039348136
2005-04,517.6779694882292
2005-05,546.1184482368253
2005-06,585.5270154494037
2005-07,606.9866542578438
2005-08,593.4371494959362
2005-09,635.2170829701198
2005-10,603.0547271799198
2005-11,655.8322033928993
2005-12,684.4181078711873
2006-01,697.9166430291749
2006-02,712.9124685311277
2006-03,723.8072515872956
2006-04,746.6695544265867
2006-05,698.013577125083
2006-06,681.6170159186345
2006-07,688.0800541075309
2006-08,703.775855229082
2006-09,731.4670999316313
2006-10,761.0645209941845
2006-11,793.821475156077
2006-12,827.1331149097227
2007-01,836.2628552137655
2007-02,850.9503752227321
2007-03,886.0721847617162
2007-04,917.2191965545256
2007-05,1000.0
2007-06,1041.9016364386105
2007-07,1104.417470683372
2007-08,1036.7287810354233
2007-09,1079.1263651278637
2007-10,1128.5584844340826
2007-11,997.0933896768274
2007-12,988.944667448702
2008-01,851.7427377641698
2008-02,903.6433778188937
2008-03,819.174592907194
2008-04,878.5289918825276
2008-05,875.3708454953094
2008-06,764.9638777093779
2008-07,740.7092903948509
2008-08,718.7656348592344
2008-09,603.005606890292
2008-10,457.66697100161707
2008-11,423.12060235503986
2008-12,442.3384778347453
2009-01,442.8361869753111
2009-02,431.9463860637161
2009-03,482.6609920666187
2009-04,583.3383636030051
2009-05,667.7771689344348
2009-06,668.2367502655554
2009-07,750.6536091969398
2009-08,741.5085085912616
2009-09,790.421709294729
2009-10,795.3483601274023
2009-11,809.5803989572912
2009-12,898.4968623554502
2010-01,871.6043614082568
2010-02,895.856819178284
2010-03,983.5744746595254
2010-04,1022.0552176815906
2010-05,968.8136659893037
2010-06,976.2931662215976
2010-07,991.4915838069373
2010-08,1015.0019355422799
2010-09,1073.0185875693073
2010-10,1094.1258887876459
2010-11,1154.1387045157603
2010-12,1203.5169373862589
2011-01,1163.7293919503077
2011-02,1123.4567786383016
2011-03,1134.6541490739373
2011-04,1129.13748650779
2011-05,1139.4445638869774
2011-06,1096.9522041603943
2011-07,1136.792213131252
2011-08,1025.7101866582027
2011-09,910.0341134125404
2011-10,988.8537254682573
2011-11,948.9576063441397
2011-12,973.0817731216961
2012-01,1055.1724424322229
2012-02,1119.4637149711043
2012-03,1083.480722326452
2012-04,1079.0678791535333
2012-05,1045.8715447881293
2012-06,1034.7661124864924
2012-07,1076.7137853317945
2012-08,1074.8428790226772
2012-09,1111.4591355508558
2012-10,1102.5986981323101
2012-11,1119.3515991092304
2012-12,1142.4303952874095
2013-01,1155.223125985115
2013-02,1229.0335199200895
2013-03,1259.544396803397
2013-04,1242.0603016063383
2013-05,1243.8299650268414
2013-06,1130.1588711694853
2013-07,1134.5996573660968
2013-08,1130.0728418140368
2013-09,1170.9976634127163
2013-10,1196.1227697774868
2013-11,1165.101561792804
2013-12,1150.1440086921928
2014-01,1148.9436426183997
2014-02,1173.5451837941469
2014-03,1190.5860034847706
2014-04,1184.2706303045486
2014-05,1222.6573272735063
2014-06,1232.7096918702139
2014-07,1285.7791500060887
2014-08,1328.218695007498
2014-09,1307.3637404468275
2014-10,1299.1517257215305
2014-11,1272.0944007073092
2014-12,1286.7514649948473
2015-01,1385.9612795988023
2015-02,1438.971406524956
2015-03,1515.8561324256898
2015-04,1593.8731294837376
2015-05,1641.0557209400363
2015-06,1518.6726433128113
2015-07,1401.1978890796024
2015-08,1247.8556258415394
2015-09,1250.490731494812
2015-10,1354.5556769796153
2015-11,1395.4508911604275
2015-12,1370.7549296091322
2016-01,1265.209497324267
2016-02,1270.2323144087145
2016-03,1322.5494042357373
2016-04,1325.88659147166
2016-05,1331.8251482701478
2016-06,1349.3682300516134
2016-07,1403.7566256809762
2016-08,1427.0688026849382
2016-09,1435.5304927694253
2016-10,1412.2286773805552
2016-11,1427.5754554039613
2016-12,1425.504859501407
2017-01,1441.3532611691357
2017-02,1526.349792608647
2017-03,1547.6007426750627
2017-04,1518.2804241274514
2017-05,1490.988784771825
2017-06,1491.948495584508
2017-07,1481.7686383697255
2017-08,1493.03463620158
2017-09,1512.0536887389103
2017-10,1592.960693561805
2017-11,1592.6453412497206
2017-12,1623.2720911551703
2018-01,1660.9956353887553
2018-02,1627.0459137463397
2018-03,1596.5737496163117
2018-04,1621.4542540470748
2018-05,1699.9617207231813
2018-06,1610.4378650184765
2018-07,1603.24044587595
2018-08,1595.890043526886
2018-09,1585.7899006309372
2018-10,1422.1222461052407
2018-11,1491.9402480069398
2018-12,1425.2315738336358
2019-01,1520.451358190004
2019-02,1579.1068932939181
2019-03,1605.2851909897631
2019-04,1621.721583154496
2019-05,1532.4863817807304
2019-06,1568.2906105356915
2019-07,1600.37580937816
2019-08,1546.39245500738
2019-09,1587.367606780655
2019-10,1594.8791958378379
2019-11,1600.6555892621152
2019-12,1647.8301303502437
2020-01,1589.180398531419
2020-02,1498.7902979031626
2020-03,1218.9827807790932
2020-04,1422.3757698729937
2020-05,1474.4333761386135
2020-06,1562.3332430971002
2020-07,1599.8098513667953
2020-08,1680.8841091110887
2020-09,1665.4761896742546
2020-10,1680.3712617468295
2020-11,1843.8133634156538
2020-12,1925.3439577168724
2021-01,1942.904404748013
2021-02,2040.9033609082508
2021-03,2122.1867545818523
2021-04,2210.146924819683
2021-05,2170.9167914314066
2021-06,2276.0494025059425
2021-07,2226.26717755003
2021-08,2268.486488896327
2021-09,2240.7558688984786
2021-10,2307.742502940519
2021-11,2292.9825811125856
2021-12,2364.1116025207225
2022-01,2187.3108445252064
2022-02,2215.7995535942055
2022-03,2300.8550081307435
2022-04,2277.3042438361886
2022-05,2214.952806817076
2022-06,2013.8864304701617
2022-07,2130.995062250146
2022-08,2182.214924112155
2022-09,1923.9032500163894
2022-10,1892.8201216796474
2022-11,2071.587663026202
2022-12,1996.9114406478852
2023-01,2143.559913363007
2023-02,2099.4167382211513
2023-03,2059.276981639417
2023-04,2010.996185499727
2023-05,2048.164720625618
2023-06,2054.3943606005164
2023-07,2150.724993350745
