Date,AC FAR EAST ex JAPAN ex HK
2000-12,100.00000000000001
2001-01,118.92115318675077
2001-02,113.2868039664756
2001-03,105.20017601600135
2001-04,105.46594206129043
2001-05,109.90860694517151
2001-06,109.0189019525146
2001-07,100.07994286449167
2001-08,96.74361004436706
2001-09,80.98312175381582
2001-10,86.55096165273142
2001-11,99.2642073265134
2001-12,110.19831205118713
2002-01,120.79421995130419
2002-02,122.01022239205939
2002-03,130.1925160174385
2002-04,126.35855499230225
2002-05,120.26094120562435
2002-06,107.8325804231389
2002-07,104.75751745923091
2002-08,103.17445113384312
2002-09,89.57561497913221
2002-10,94.63195428779576
2002-11,98.64673740318268
2002-12,87.246625948506
2003-01,86.44187416267349
2003-02,81.41712202379976
2003-03,76.86423660763172
2003-04,78.70961938453674
2003-05,81.18549002196605
2003-06,88.9844948444879
2003-07,99.07559713757979
2003-08,107.71131080110462
2003-09,100.62684150446415
2003-10,110.53098509683872
2003-11,105.30263286688393
2003-12,106.16836806556415
2004-01,114.17063735228093
2004-02,118.5112862925321
2004-03,118.68831862211233
2004-04,114.2957584759109
2004-05,108.82851229523602
2004-06,107.8935903826628
2004-07,104.93792974493823
2004-08,108.8557600697481
2004-09,110.78041895555975
2004-10,108.83693411207778
2004-11,112.9934508723929
2004-12,113.59287187944493
2005-01,120.86874197499901
2005-02,126.27250033293488
2005-03,122.49625346718354
2005-04,120.62579668087737
2005-05,129.7989199881774
2005-06,135.05408341738598
2005-07,143.62992023823736
2005-08,136.57637481818023
2005-09,146.95102894429525
2005-10,138.72551680720653
2005-11,152.32560925745975
2005-12,162.66371807814033
2006-01,169.91776228123794
2006-02,172.4496328458834
2006-03,171.63189124079523
2006-04,177.15872229501605
2006-05,161.68152428186318
2006-06,161.12040339504128
2006-07,161.09492333740693
2006-08,165.08872958563518
2006-09,172.51938894430805
2006-10,175.95312267403492
2006-11,183.59342389318692
2006-12,192.08980014828035
2007-01,190.66945148941767
2007-02,190.24129622095603
2007-03,193.10681117137895
2007-04,195.71379805434538
2007-05,211.02170634182445
2007-06,223.18775190457237
2007-07,236.48430609076624
2007-08,234.24956240049647
2007-09,249.57323715057552
2007-10,269.422960650902
2007-11,238.26767251560432
2007-12,235.14838446987213
2008-01,199.1938765677208
2008-02,211.13341071612132
2008-03,191.86476440021906
2008-04,210.442257908032
2008-05,205.03929664309692
2008-06,179.76135345811292
2008-07,178.45765301690238
2008-08,174.21832794180315
2008-09,153.03679621239021
2008-10,128.85304252470775
2008-11,120.71410353346195
2008-12,122.56778147092729
2009-01,123.85192264910592
2009-02,117.04767382926363
2009-03,129.5662075278604
2009-04,151.12621079146666
2009-05,160.30163629222972
2009-06,161.6802179124714
2009-07,181.49620293322732
2009-08,173.993742154367
2009-09,185.5605832567421
2009-10,182.89132997148096
2009-11,184.23107286344924
2009-12,202.02047852442632
2010-01,195.87441347432636
2010-02,199.32240270832423
2010-03,215.49432365448533
2010-04,225.24959302244824
2010-05,222.807277582144
2010-06,225.73854577549216
2010-07,226.12023477980938
2010-08,228.54597482183587
2010-09,234.55786932740358
2010-10,236.92857335603145
2010-11,249.9398228679235
2010-12,257.04377568882416
2011-01,252.4958589089408
2011-02,240.04118200493286
2011-03,248.61174598912078
2011-04,248.77240783311666
2011-05,253.550465963456
2011-06,244.84257926860656
