Date,ACWI ex NORWAY
2015-12,2156.3992219366787
2016-01,2034.2758383707994
2016-02,2011.813438472823
2016-03,2060.4706093827017
2016-04,2080.058317231946
2016-05,2142.86979379434
2016-06,2134.36210972344
2016-07,2212.0264943281495
2016-08,2228.342452773015
2016-09,2221.7793724710245
2016-10,2239.0163007237297
2016-11,2331.3640856989737
2016-12,2395.3248817534427
2017-01,2401.5353124638623
2017-02,2511.2512491693697
2017-03,2525.6437617862134
2017-04,2519.3933874033646
2017-05,2493.4818399184323
2017-06,2469.636371591731
2017-07,2455.4184283443096
2017-08,2444.193742438457
2017-09,2505.420883322507
2017-10,2595.392472929297
2017-11,2585.054576976213
2017-12,2608.169967771149
2018-01,2655.8777009019823
2018-02,2598.6463605102067
2018-03,2521.8971511912678
2018-04,2591.5186472754767
2018-05,2685.7696218389897
2018-06,2670.527706996475
2018-07,2745.319686519434
2018-08,2782.5732182513725
2018-09,2799.097407188968
2018-10,2654.3786828274283
2018-11,2695.531577262968
2018-12,2481.7310260146787
2019-01,2667.7344817343255
2019-02,2760.15626214651
2019-03,2834.509295347008
2019-04,2935.921774513992
2019-05,2777.4075811405746
2019-06,2895.8208034494655
2019-07,2970.7705785368894
2019-08,2932.3709213237057
2019-09,3024.33681495666
2019-10,3036.422274088092
2019-11,3147.5999558800095
2019-12,3200.495077961711
2020-01,3206.3047725993665
2020-02,2973.670313450937
2020-03,2575.333145812857
2020-04,2856.2971724875274
2020-05,2934.8007912480966
2020-06,2999.6555435063347
2020-07,2999.6088264033715
2020-08,3147.3414693016834
2020-09,3106.628184171307
2020-10,3051.6319355061646
2020-11,3337.572303535845
2020-12,3414.414965312192
2021-01,3423.0577684447353
2021-02,3505.422190719517
2021-03,3716.726360760183
2021-04,3787.4310508353083
2021-05,3786.9689142346483
2021-06,3955.9961993274806
2021-07,3983.74573377565
2021-08,4101.933045627401
2021-09,4004.899675512434
2021-10,4215.630440160673
2021-11,4230.236527769068
2021-12,4354.47214399783
2022-01,4200.103134890746
2022-02,4083.13070593397
2022-03,4210.847265937817
2022-04,4085.591962183044
2022-05,4027.85195479514
2022-06,3779.6157956604
2022-07,4145.944714649249
2022-08,4049.1060175514826
2022-09,3759.111029478446
2022-10,3950.4994133293053
2022-11,4086.2552868481757
2022-12,3786.9801281672003
2023-01,3988.86834794886
2023-02,3967.697296087272
2023-03,3992.8936210410866
2023-04,3985.9043093824034
2023-05,4083.8671228364246
2023-06,4222.336128195099
2023-07,4330.730121604863
