Date,MSCI EAFE Expanded ADR Index
2016-02,1000.0
2016-03,1002.4066394998454
2016-04,1031.7343409556693
2016-05,1061.1461011504896
2016-06,1041.5629832512777
2016-07,1082.6801872078352
2016-08,1089.6900546866325
2016-09,1081.6426736605965
2016-10,1070.3378970716615
2016-11,1096.8822249770983
2016-12,1141.7448996331682
2017-01,1141.5888328823185
2017-02,1180.767873487765
2017-03,1211.4362355599042
2017-04,1220.9678554632478
2017-05,1220.374643572914
2017-06,1201.446909008023
2017-07,1193.680295341009
2017-08,1180.3890303157682
2017-09,1217.0429644963092
2017-10,1255.2876372199476
2017-11,1231.1794366515937
2017-12,1236.7686499881563
2018-01,1258.1000909687286
2018-02,1216.2857293245688
2018-03,1196.6929643216636
2018-04,1236.292327600777
2018-05,1247.8484908108637
2018-06,1230.8718023037636
2018-07,1266.654711396777
2018-08,1239.5388967136796
2018-09,1252.0738976001903
2018-10,1183.5683532421028
2018-11,1187.700635948077
2018-12,1115.758474504714
2019-01,1187.593401392453
2019-02,1229.271859036948
2019-03,1256.042896754671
2019-04,1300.7641231879234
2019-05,1240.60898250618
2019-06,1287.1837962794355
2019-07,1291.4837977599386
2019-08,1280.0545064759444
2019-09,1329.6580212977544
2019-10,1341.7493412083513
2019-11,1374.1197922180056
2019-12,1392.2373770785816
2020-01,1376.7101430308408
2020-02,1280.7467313520929
2020-03,1105.0131564790452
2020-04,1171.7264223690354
2020-05,1214.5106515647815
2020-06,1248.3670899333817
2020-07,1204.967849330444
2020-08,1246.816039936824
2020-09,1241.7420206325723
2020-10,1193.9516774014257
2020-11,1333.608685805062
2020-12,1372.2182869359306
2021-01,1364.1918799187672
2021-02,1401.788107717478
2021-03,1482.8385191770178
2021-04,1489.1754240424195
2021-05,1525.0785054661364
2021-06,1549.8145359098473
2021-07,1558.926695037988
2021-08,1589.528915653996
2021-09,1565.9892152699895
2021-10,1617.5694367815713
2021-11,1585.4026109507986
2021-12,1649.073689845392
2022-01,1614.1523402422354
2022-02,1553.4005649141855
2022-03,1568.2851053762242
2022-04,1547.430342516218
2022-05,1557.7922589908542
2022-06,1450.5739682048923
2022-07,1557.340547518707
2022-08,1489.2174866400171
2022-09,1385.56347841812
2022-10,1459.317927556521
2022-11,1587.852816175865
2022-12,1506.0320669476857
2023-01,1604.0832595227132
2023-02,1595.1996720671534
2023-03,1607.252769936037
2023-04,1626.5151925842324
2023-05,1618.232862694834
2023-06,1659.1941923285474
2023-07,1680.9829968519798
