Date,NORDIC COUNTRIES
2012-12,227.79484864011368
2013-01,239.6679237944215
2013-02,246.87428673439882
2013-03,248.19222479598048
2013-04,248.77749557233085
2013-05,249.22272552434706
2013-06,233.3773404267955
2013-07,250.16002964523247
2013-08,248.11125361188283
2013-09,258.9973025084674
2013-10,263.7668031727049
2013-11,267.6480171011465
2013-12,272.73207613042115
2014-01,269.1042882970397
2014-02,287.228316924312
2014-03,285.5092737809975
2014-04,287.0621214424427
2014-05,295.0081742240216
2014-06,293.87039810410874
2014-07,292.4826846294183
2014-08,296.77333599136466
2014-09,302.1210279979536
2014-10,296.3173542889239
2014-11,299.3127422709325
2014-12,292.81154395073264
2015-01,319.77375944341816
2015-02,343.6451288890777
2015-03,353.3620820362063
2015-04,349.9991643031319
2015-05,353.7494961689297
2015-06,337.0975391136537
2015-07,348.27955167157
2015-08,320.62822399458685
2015-09,310.01608341882053
2015-10,327.2375854254295
2015-11,344.93354172147707
2015-12,332.70084318262053
2016-01,313.7494330273786
2016-02,309.16374470687214
2016-03,313.5382448327558
2016-04,317.99408693016755
2016-05,324.03781709047274
2016-06,312.9326015754097
2016-07,322.45964908298913
2016-08,319.51826281200135
2016-09,318.85813156118087
2016-10,309.6731649038489
2016-11,312.16358523298175
2016-12,328.4959723752449
2017-01,334.91327478073543
2017-02,340.814197275858
2017-03,347.7524435307351
2017-04,359.230246911606
2017-05,364.59096293670945
2017-06,360.9550282129558
2017-07,360.16460316743206
2017-08,364.0708975245143
2017-09,372.87399177345037
2017-10,378.44309171716895
2017-11,361.9210150198407
2017-12,362.4033175185245
2018-01,367.9118436445831
2018-02,364.56392653039256
2018-03,353.9068757260794
2018-04,359.528960912783
2018-05,364.40772058472515
2018-06,361.08757125538676
2018-07,375.5306581463435
2018-08,376.87054249773325
2018-09,381.1039412698716
2018-10,353.2159608668437
2018-11,349.18133774069673
2018-12,334.7365338908308
2019-01,352.15931202284446
2019-02,364.8793180605168
2019-03,371.2576064112864
2019-04,381.1206680940145
2019-05,358.73902834473347
2019-06,376.6123082962843
2019-07,372.59626843190466
2019-08,368.7677536402579
2019-09,381.2299401144967
2019-10,387.540894175869
2019-11,396.11067443525224
2019-12,408.91504071433616
2020-01,409.55230779575203
2020-02,384.53215324536296
2020-03,342.14821989929754
2020-04,372.0989054032573
2020-05,393.9957856343673
2020-06,399.0285541653342
2020-07,413.6914855435751
2020-08,431.65422068328604
2020-09,435.3875266601014
2020-10,418.0643227032045
2020-11,465.5429737358928
2020-12,475.6777181184637
2021-01,479.163053823165
2021-02,486.04556545419683
2021-03,518.3559523298568
2021-04,532.6405946353606
2021-05,544.2587313476295
2021-06,557.234475464937
2021-07,582.1162946336317
2021-08,590.0034635492034
2021-09,569.2864282723751
2021-10,599.5755748947879
2021-11,579.0523860511545
2021-12,609.6996280353288
2022-01,561.2600463784102
2022-02,538.344030899974
2022-03,560.3772862102255
2022-04,557.6227809844181
2022-05,542.6238745177552
2022-06,498.75946242599883
2022-07,555.5808081380761
2022-08,521.6087254065055
2022-09,476.41504798435824
2022-10,509.71090400530534
2022-11,543.0904066435988
2022-12,535.212042477857
2023-01,545.1119637110384
2023-02,567.1951481311623
2023-03,566.3580343595852
2023-04,576.1994071883213
2023-05,556.0103338732689
2023-06,558.764993089575
2023-07,561.9836097539229
