Date,NORDIC COUNTRIES
1998-12,100.0
1999-01,109.55219519111634
1999-02,107.90705793968608
1999-03,115.58680682060377
1999-04,122.6509194474643
1999-05,119.97765572248447
1999-06,132.8190923499011
1999-07,132.61732535026957
1999-08,132.98746671711936
1999-09,134.99838370309095
1999-10,152.53505855091947
1999-11,179.95245835667478
1999-12,219.07427519002619
2000-01,222.78237162935247
2000-02,256.54101763092604
2000-03,258.06249990349596
2000-04,269.9834057684134
2000-05,251.74445500046932
2000-06,240.88683909381982
2000-07,233.0723958385601
2000-08,241.58846959305814
2000-09,220.2723054080608
2000-10,220.38064810353353
2000-11,204.84092069683723
2000-12,198.93706850445744
2001-01,196.1110934057625
2001-02,159.35279284463854
2001-03,146.48772903570915
2001-04,172.75409767855703
2001-05,168.82179476448394
2001-06,152.60831765430265
2001-07,147.84454171829398
2001-08,127.29599010336189
2001-09,113.88653683381104
2001-10,128.23241745723035
2001-11,141.5861744533642
2001-12,148.79136094163928
2002-01,141.52594145689056
2002-02,140.3612880380552
2002-03,143.5397561630092
2002-04,124.29121472989733
2002-05,117.28620333796917
2002-06,110.22645417740252
2002-07,95.71681291032822
2002-08,97.20690423190028
2002-09,85.55211983957122
2002-10,98.40792889755872
2002-11,109.64898054750198
2002-12,93.61863192602978
2003-01,86.43991413105371
2003-02,83.36203062907248
2003-03,83.4117686595154
2003-04,96.70874842764378
2003-05,96.73294930409612
2003-06,97.22374793110804
2003-07,101.00222878092121
2003-08,108.0106474261802
2003-09,102.26914031577608
2003-10,111.95984975990751
2003-11,112.57414783495067
2003-12,111.66879478375628
2004-01,120.81577224193363
2004-02,128.2041564230547
2004-03,125.91644366267363
2004-04,118.77290715245951
2004-05,117.8165218898048
2004-06,122.81677380799512
2004-07,116.64086219325402
2004-08,117.36827275147614
2004-09,124.98583258778483
2004-10,125.85769215395548
2004-11,133.60457496225743
2004-12,132.06724292839823
2005-01,132.38457622960584
2005-02,139.73343064789944
2005-03,138.8429375659305
2005-04,136.91633981042884
2005-05,147.95541265032196
2005-06,152.67266467351513
2005-07,157.90717399095033
2005-08,159.22267715076535
2005-09,168.46300259845108
2005-10,161.06933037994935
2005-11,165.9219655111739
2005-12,175.99955866578057
2006-01,180.58547161016656
2006-02,185.63613086689864
2006-03,199.55464410466172
2006-04,202.96835218761623
2006-05,187.3317838718207
2006-06,185.55613947074852
2006-07,184.90111102630772
2006-08,190.74615595659694
2006-09,193.75583838451604
2006-10,203.3538176643254
2006-11,205.6429117904725
2006-12,219.24554856822445
2007-01,228.1799807272691
2007-02,221.1260332219281
2007-03,231.6300440974036
2007-04,246.67105592612566
2007-05,254.3610418928303
2007-06,253.41468064767838
2007-07,251.84437272268502
2007-08,249.90895554500835
2007-09,261.54218056900356
2007-10,260.40191693772204
2007-11,243.09392332227347
2007-12,239.7361097824573
2008-01,208.11744849319916
2008-02,217.60248431284603
2008-03,207.31811973211717
2008-04,217.59464376301457
2008-05,225.07336901403397
2008-06,196.41202686564648
2008-07,193.6306316262653
2008-08,195.23195329770522
2008-09,158.5639943272685
2008-10,131.3732830496875
2008-11,121.70772368645765
2008-12,117.20408258597664
2009-01,115.2814239930094
2009-02,105.47582752371315
2009-03,109.77501171612967
2009-04,134.5811288488767
2009-05,139.67598634769337
2009-06,137.658995118366
2009-07,150.7765549939473
2009-08,158.11975358557808
2009-09,160.04452089198313
2009-10,159.11357022657273
2009-11,159.76698917761414
2009-12,166.99618212291708
2010-01,170.14466008358696
2010-02,173.10021581622115
2010-03,189.00609325840534
2010-04,195.2996659677968
2010-05,182.60643781294536
2010-06,182.65654877398075
2010-07,192.88861556954285
2010-08,187.4355005076123
2010-09,203.89030929328766
2010-10,204.39293504627443
2010-11,206.58940693935278
2010-12,223.35728302825555
2011-01,224.4433663295161
2011-02,224.00571476358812
2011-03,222.92893121179134
2011-04,228.7866173155972
2011-05,224.872359588051
2011-06,212.18045775654988
2011-07,203.7945414325481
2011-08,183.3963143539397
2011-09,171.12372990584726
2011-10,188.30163027430962
2011-11,187.38146560883894
2011-12,189.5069795735084
2012-01,198.05633643802435
2012-02,216.5547161133627
2012-03,213.32422848556695
2012-04,210.47085241340721
2012-05,192.94975918015427
2012-06,202.5687461710532
2012-07,219.35377076101346
2012-08,219.51069900634516
2012-09,222.25508728628353
2012-10,217.88417218995505
2012-11,223.0751346977493
