Date,ASEAN
2006-11,1000.0
2006-12,1039.270033446116
2007-01,1095.5468884981594
2007-02,1074.27889467301
2007-03,1112.4471485100578
2007-04,1138.1667538788138
2007-05,1219.8557145549569
2007-06,1227.2876576429858
2007-07,1256.0500431759735
2007-08,1194.8710249932649
2007-09,1262.5547063445015
2007-10,1342.9731573166664
2007-11,1262.2402738930632
2007-12,1295.0252202652248
2008-01,1188.4590146761377
2008-02,1209.995771215277
2008-03,1110.5814391956876
2008-04,1155.7763097300099
2008-05,1155.7067947564842
2008-06,1050.5947525333654
2008-07,1039.597401393944
2008-08,1032.652681506505
2008-09,932.9490509645497
2008-10,742.6341029827428
2008-11,715.7072662693719
2008-12,713.2649995985341
2009-01,737.7611472307572
2009-02,693.0781132727507
2009-03,709.1466899565785
2009-04,842.1275362040976
2009-05,918.5169256273022
2009-06,952.6055482421673
2009-07,1074.5091157659035
2009-08,1053.1048818374607
2009-09,1104.7522607049798
2009-10,1088.750067977907
2009-11,1102.1776231244776
2009-12,1203.2962963142345
2010-01,1201.342210306112
2010-02,1231.045342505141
2010-03,1340.72459020081
2010-04,1424.0257122741298
2010-05,1431.8121963789608
2010-06,1492.3329380196828
2010-07,1494.5729633657231
2010-08,1562.4867970719642
2010-09,1596.5036303298266
2010-10,1612.4975532215524
2010-11,1668.3665031353733
2010-12,1698.4888073857348
2011-01,1606.4078623999258
2011-02,1581.0771429541703
2011-03,1638.4289358591645
2011-04,1642.4212034517038
2011-05,1669.4066070263993
2011-06,1651.1791624310345
2011-07,1748.452099385773
2011-08,1602.4493236862206
2011-09,1507.9346593714884
2011-10,1605.9914795296036
2011-11,1564.348837088396
2011-12,1642.0757549849154
2012-01,1769.2504437123573
2012-02,1809.184566469597
2012-03,1820.5583693104743
2012-04,1844.8690129918994
2012-05,1800.598543407159
2012-06,1829.5658808213043
2012-07,1982.2678082969142
2012-08,1921.6915221573993
2012-09,1954.8359644815844
2012-10,1949.6666851170858
2012-11,1939.385207444988
2012-12,1980.8103007218076
2013-01,1949.3363542626848
2013-02,2088.030452284915
2013-03,2158.2253414478855
2013-04,2170.8214985218356
2013-05,2139.59335234785
2013-06,2042.069974884597
2013-07,1977.3751421154143
2013-08,1826.4460422703148
2013-09,1860.6155274991659
2013-10,1959.8777912718765
2013-11,1862.9781949979035
2013-12,1806.524256797719
2014-01,1782.6887419338268
2014-02,1832.4594300549882
2014-03,1889.6860903554837
2014-04,1929.4874004127034
2014-05,1975.1936181793278
2014-06,1990.0898252016575
2014-07,2100.408339825871
2014-08,2149.557181638036
2014-09,2174.7086346798924
2014-10,2183.9496080879944
2014-11,2185.377645958815
2014-12,2185.025755700763
2015-01,2334.0599622839486
2015-02,2381.968044569315
2015-03,2476.1291516421065
2015-04,2400.1217479925276
2015-05,2363.7587327096635
2015-06,2257.964642873238
2015-07,2190.2224927923585
2015-08,1930.924154895607
2015-09,1831.635761345424
2015-10,2001.4238726011733
2015-11,2038.2144655038678
2015-12,1985.253569681267
2016-01,1953.5904373760968
2016-02,1990.7928563140363
2016-03,2080.7920998562495
2016-04,2052.8664314243033
2016-05,2041.0797829237094
2016-06,2145.4927412634715
2016-07,2184.0831658081424
2016-08,2206.239553989511
2016-09,2164.861850967173
2016-10,2176.1473994668377
2016-11,2129.7172107312877
2016-12,2163.665453610629
2017-01,2205.117026342493
2017-02,2278.8890122210996
2017-03,2335.404617843253
2017-04,2340.4750628097863
2017-05,2320.5426862671948
2017-06,2309.932023044272
2017-07,2288.203569710474
2017-08,2280.965846625819
2017-09,2304.7649062905416
2017-10,2391.029320204176
2017-11,2388.90079953204
2017-12,2482.213909311804
2018-01,2531.976704340328
2018-02,2549.727455144154
2018-03,2478.4417492448697
2018-04,2535.0816618183585
2018-05,2482.339935011011
2018-06,2315.5013391141233
2018-07,2405.0358770949047
2018-08,2429.7810837204647
2018-09,2433.8099367679115
2018-10,2336.026318113588
2018-11,2412.971352216816
2018-12,2381.0746209887675
2019-01,2524.3614012473413
2019-02,2525.7920818291377
2019-03,2551.7205707693097
2019-04,2616.3601318055303
2019-05,2530.6981524389907
2019-06,2644.248239934475
2019-07,2681.1830365562223
2019-08,2603.3147847009427
2019-09,2611.862661476256
2019-10,2609.8326928938263
2019-11,2597.2294016601077
2019-12,2631.3220620476154
2020-01,2530.5958320442483
2020-02,2323.8237998558807
2020-03,1871.0661913915276
2020-04,2069.59383875704
2020-05,2081.4557656856814
2020-06,2142.025648126196
2020-07,2061.1030099687614
2020-08,2037.5992746834015
2020-09,1963.2510112433326
2020-10,1990.6611801635122
2020-11,2238.034900748528
2020-12,2273.6945151634764
2021-01,2247.1988653878707
2021-02,2292.054981112377
2021-03,2370.3533894118186
2021-04,2350.4331159692406
2021-05,2321.270817225586
2021-06,2324.814427938877
2021-07,2243.4260230398418
2021-08,2386.881388080821
2021-09,2387.6171866825694
2021-10,2496.2080037292158
2021-11,2444.000813176199
2021-12,2468.240226074525
2022-01,2487.4372912791277
2022-02,2543.4855510263264
2022-03,2576.2809942001218
2022-04,2604.1812889029347
2022-05,2521.8642849772427
2022-06,2360.7708788553587
2022-07,2484.505905814985
2022-08,2569.830274311201
2022-09,2465.225571034574
2022-10,2462.3316627705885
2022-11,2564.292959178692
2022-12,2463.761721604643
2023-01,2544.9255455246125
2023-02,2455.5450926630983
2023-03,2489.8507640670314
2023-04,2452.4610891780358
2023-05,2422.7466873813037
2023-06,2370.5652785930565
2023-07,2510.8722650489344
