Date,ACWI ex RUSSIA
1998-12,567.3694542996387
1999-01,598.2541107928167
1999-02,602.931469629341
1999-03,640.8901371037248
1999-04,681.9617489513413
1999-05,667.6050852319041
1999-06,708.7170704981351
1999-07,679.6767217187652
1999-08,687.9483055312304
1999-09,674.8769853469131
1999-10,717.8615903667493
1999-11,772.2644750723646
1999-12,839.6723459445745
2000-01,813.3287513231338
2000-02,829.0770761380642
2000-03,888.8201856303604
2000-04,891.2468130810101
2000-05,853.5281484755927
2000-06,853.6418787709907
2000-07,856.462907000665
2000-08,920.3066314604927
2000-09,876.1418722496554
2000-10,893.855622758958
2000-11,816.4358551904729
2000-12,769.2190446333
2001-01,796.0076263692772
2001-02,737.1453640068366
2001-03,714.9124945145603
2001-04,764.4586237516232
2001-05,790.0137727928566
2001-06,766.2968338082472
2001-07,729.891541572347
2001-08,670.4212876021702
2001-09,607.5120580925892
2001-10,627.106680732513
2001-11,669.3982725508109
2001-12,679.198404428207
2002-01,682.9576800522383
2002-02,674.5967464188072
2002-03,698.7030216365705
2002-04,654.6188046635813
2002-05,631.8662168159076
2002-06,561.075591963113
2002-07,517.6884154287711
2002-08,518.6542309026939
2002-09,457.9827856133388
2002-10,490.5457948448695
2002-11,514.9402690098113
2002-12,464.6753817413069
2003-01,440.8764689956219
2003-02,431.1573379931818
2003-03,424.0754059144581
2003-04,451.30392134344214
2003-05,452.77420650797876
2003-06,472.3535103016178
2003-07,492.576682786925
2003-08,516.6656091158924
2003-09,489.98944351865487
2003-10,520.635660792678
2003-11,512.4100960269576
2003-12,517.70398781367
2004-01,534.4703755941429
2004-02,543.973319905728
2004-03,546.6676193225082
2004-04,547.461716357196
2004-05,541.6604982713213
2004-06,554.4480553799791
2004-07,542.4336702252205
2004-08,540.5507476964568
2004-09,539.8503273198361
2004-10,539.953587286435
2004-11,545.100483639376
2004-12,553.6863883629966
2005-01,565.0467876079036
2005-02,574.0584819604576
2005-03,573.4442288930255
2005-04,564.5381266501284
2005-05,601.2607273384072
2005-06,619.3883736484242
2005-07,640.0694256896361
2005-08,636.7234570847703
2005-09,668.7633038680151
2005-10,655.163904671505
2005-11,689.7433297864088
2005-12,706.2920438639492
2006-01,719.5075217852706
2006-02,731.518613767478
2006-03,735.896029074536
2006-04,730.2380001461381
2006-05,688.124155486345
2006-06,690.8372240004471
2006-07,696.8043228962224
2006-08,712.6001756439038
2006-09,728.970746974915
2006-10,750.6969378926929
2006-11,742.7934128541973
2006-12,763.2952105705734
2007-01,782.7026928150821
2007-02,765.9878617649646
2007-03,775.2181060061687
2007-04,790.1168690084421
2007-05,825.8290018851682
2007-06,819.7778151162826
2007-07,796.029953132766
2007-08,797.3479145171096
2007-09,805.1550036704028
2007-10,821.8693123458702
2007-11,773.7267581236389
2007-12,767.7196523280275
2008-01,696.7080596361669
2008-02,680.8993373705666
2008-03,642.8016075629733
2008-04,690.9292515535054
2008-05,701.899215601438
2008-06,635.3746051201299
2008-07,626.0516268151279
2008-08,650.0876791780934
2008-09,596.966494629567
2008-10,531.1154801836856
2008-11,496.3247857987236
2008-12,469.807951829202
2009-01,466.13489462189494
2009-02,424.0615559691057
2009-03,438.773940885575
2009-04,491.23849086394955
2009-05,504.98711538828206
2009-06,507.33251209934554
2009-07,546.1510289686429
2009-08,558.9075432076833
2009-09,573.4810337236946
2009-10,559.0914480078071
2009-11,572.1225245732121
2009-12,611.017102235001
2010-01,603.1078296880295
2010-02,622.4447703740982
2010-03,667.9764510548889
2010-04,680.9503071291175
2010-05,668.0318652816395
2010-06,648.6539168355988
2010-07,659.3236011544362
2010-08,652.2407582242022
2010-09,665.4960184908763
2010-10,677.2211789771637
2010-11,706.8610582921809
2010-12,735.8909857063072
2011-01,731.2256477302902
2011-02,746.7414670393879
2011-03,725.7027133261486
2011-04,722.8086692891587
2011-05,730.2186465050396
2011-06,712.5026187337958
2011-07,706.9219006079771
2011-08,654.4281516184546
2011-09,636.8005439778759
2011-10,677.7690942432425
2011-11,681.0723605161619
2011-12,705.4896471544138
2012-01,739.7876269085534
2012-02,760.0782514327526
2012-03,769.023710222386
2012-04,765.0237050417585
2012-05,746.2061439566261
2012-06,762.7230122868884
2012-07,796.6214270412053
2012-08,795.3279569826389
2012-09,803.6656992884277
2012-10,792.7432545211351
2012-11,800.0001164426611
2012-12,806.8420780693998
2013-01,819.6570926184571
2013-02,851.2858274335468
2013-03,882.898261009374
2013-04,884.8075826892655
2013-05,897.7684242459969
2013-06,869.026149804406
2013-07,891.5042422829188
2013-08,878.9481361341868
2013-09,900.1319076124554
2013-10,932.273078677266
2013-11,944.4774588246275
2013-12,949.3469327185137
2014-01,931.6292604583913
2014-02,953.9870868603418
2014-03,960.4013599375347
2014-04,964.1291368694897
2014-05,1000.0
2014-06,1015.2049552451981
2014-07,1026.695915730965
2014-08,1066.1552186581275
2014-09,1075.7831243858118
2014-10,1092.4597779533578
2014-11,1116.9704240297879
2014-12,1129.5899605294726
2015-01,1192.3077873546154
2015-02,1265.6253137023036
2015-03,1301.3494337979137
2015-04,1282.7867271181494
2015-05,1309.7201991484703
2015-06,1258.4125895295028
2015-07,1280.4083856255902
2015-08,1175.9213135632638
2015-09,1137.6673302508093
2015-10,1239.9028457469474
2015-11,1286.0689096984042
2015-12,1228.210913749526
2016-01,1158.458449719817
2016-02,1145.6187237233355
2016-03,1173.0034428210242
2016-04,1184.0074067122189
2016-05,1219.9771663834395
2016-06,1214.9577819122612
2016-07,1259.1585935108399
2016-08,1268.3938602980581
2016-09,1264.5964672590335
2016-10,1274.310419715271
2016-11,1326.6240143151247
2016-12,1362.4605195256966
2017-01,1366.2938108088083
2017-02,1429.1336144514303
2017-03,1437.1630593173834
2017-04,1433.6628410359413
2017-05,1419.4842166727285
2017-06,1406.0970719814013
2017-07,1398.1904818274986
2017-08,1391.4751086975975
2017-09,1426.2597130767529
2017-10,1477.664606932829
2017-11,1471.5775203285882
2017-12,1484.7091134027146
2018-01,1511.483660479122
2018-02,1478.6555594940294
2018-03,1435.1061883200907
2018-04,1475.3116366601382
2018-05,1528.848069790064
2018-06,1520.1885563971778
2018-07,1562.628104524016
2018-08,1584.2681020844275
2018-09,1593.343045889832
2018-10,1510.7548393175023
2018-11,1534.1052442292846
2018-12,1412.2052064373443
2019-01,1517.6517877621425
2019-02,1570.5565585984236
2019-03,1612.7816668201372
2019-04,1670.4071370954925
2019-05,1579.571594710512
2019-06,1646.7085859561457
2019-07,1689.210849764253
2019-08,1667.5224402865856
2019-09,1719.7830033340329
2019-10,1726.0984044193838
2019-11,1789.4254779214043
2019-12,1819.215345432725
2020-01,1822.5066258971076
2020-02,1690.7291056254915
2020-03,1464.812062700742
2020-04,1624.5725212300092
2020-05,1668.9711693002073
2020-06,1706.0930794044273
2020-07,1706.3334645930906
2020-08,1790.7793388996565
2020-09,1767.7725158762548
2020-10,1736.7601077730867
2020-11,1899.212287588797
2020-12,1942.5832793562429
2021-01,1947.69183434912
2021-02,1994.5977453933288
2021-03,2114.7476108358132
2021-04,2155.328977455172
2021-05,2154.466274362262
2021-06,2250.2350150578877
2021-07,2266.048989321161
2021-08,2333.1905439353304
2021-09,2277.241956551651
2021-10,2397.0841561490884
2021-11,2406.116719717252
2021-12,2477.4827624552195
2022-01,2390.2365407750476
2022-02,2328.542333562449
2022-03,2406.0064009781186
2022-04,2334.4874990651406
2022-05,2301.6566382138208
2022-06,2159.648363747353
2022-07,2368.9232198455416
2022-08,2313.706115773545
2022-09,2147.530695457326
2022-10,2257.0832837646335
2022-11,2334.595029146659
2022-12,2163.7135751030246
2023-01,2278.662299944738
2023-02,2266.68090836747
2023-03,2280.759286981598
2023-04,2276.7619071529493
2023-05,2332.4488964538486
2023-06,2411.5485617312856
2023-07,2473.642911329389
