Date,AC PACIFIC ex JAPAN
2000-12,100.0
2001-01,111.95931331695607
2001-02,107.78211816206148
2001-03,100.30407060325214
2001-04,103.34407164026756
2001-05,107.70333960318072
2001-06,107.1600703987986
2001-07,99.39102462485188
2001-08,94.82784906566494
2001-09,80.42234098181936
2001-10,86.38266089934523
2001-11,97.25566197563474
2001-12,103.98657603082296
2002-01,110.6757438847157
2002-02,110.5036086244959
2002-03,116.21655326690313
2002-04,113.21311077343981
2002-05,109.83274235147861
2002-06,98.51097860284845
2002-07,94.15176737121473
2002-08,93.65384606128413
2002-09,84.44535028084707
2002-10,88.80840498335145
2002-11,91.99314271042148
2002-12,82.96415394114193
2003-01,82.28872343562516
2003-02,79.2793236869159
2003-03,77.27219546788203
2003-04,79.65117489371782
2003-05,80.44420287223245
2003-06,86.52476985728349
2003-07,92.4791229849516
2003-08,99.86098446943706
2003-09,95.84014879300194
2003-10,104.04140686160204
2003-11,99.92778444501073
2003-12,101.1212280917082
2004-01,106.78881453275626
2004-02,111.0403663935469
2004-03,111.51291742768346
2004-04,107.62436870848592
2004-05,104.36234938410271
2004-06,104.15132402942298
2004-07,103.6817318716346
2004-08,106.64677190563702
2004-09,109.25290270552044
2004-10,109.39454172332005
2004-11,113.67170536005042
2004-12,114.79770010778562
2005-01,120.58727473200958
2005-02,125.13779767864709
2005-03,122.02806422270865
2005-04,121.39889608125767
2005-05,128.64733783393697
2005-06,135.7777968332327
2005-07,142.0920977868915
2005-08,137.79751584700648
2005-09,148.6887764771443
2005-10,140.37346955778497
2005-11,150.86281814989908
2005-12,157.6137663433457
2006-01,163.91086390061503
2006-02,165.721263811901
2006-03,164.63730467947315
2006-04,170.52446331483168
2006-05,156.59121884794814
2006-06,156.89689044594056
2006-07,157.95062253515707
2006-08,162.04889723783032
2006-09,166.22906032830227
2006-10,172.39779982153436
2006-11,176.90862657954622
2006-12,185.0975223588971
2007-01,185.9764806660793
2007-02,185.9055386741478
2007-03,190.49221662121272
2007-04,194.12153641373692
2007-05,205.08561674185964
2007-06,213.53031633267148
2007-07,220.00986459030773
2007-08,217.76706649587757
2007-09,235.19577280866858
2007-10,252.3577450431736
2007-11,226.96935232967115
2007-12,223.20873859609844
2008-01,192.9902928627328
2008-02,198.92214013819162
2008-03,180.32675725742774
2008-04,198.17016464275267
2008-05,196.50894170455834
2008-06,175.15946831863837
2008-07,171.00824556732843
2008-08,169.37179076768322
2008-09,147.9040288898259
2008-10,124.21437637950804
2008-11,116.59038691934744
2008-12,115.94818554011046
2009-01,115.7018992212749
2009-02,110.36105044272308
2009-03,121.46743675174652
2009-04,139.87807576356434
2009-05,147.69448311004348
2009-06,150.81340032715303
2009-07,167.93879408827723
2009-08,165.6074485386952
2009-09,178.03594366115217
2009-10,176.30130485533195
2009-11,177.27847983178023
2009-12,192.17465270615924
2010-01,185.68418731484172
2010-02,191.55571425908258
2010-03,207.46503792796597
2010-04,213.81614335890566
2010-05,206.3134594120476
2010-06,207.4177963703731
2010-07,210.6645746270018
2010-08,212.32558435015466
2010-09,220.46161086461552
2010-10,222.61610974708864
2010-11,233.97896339219645
2010-12,242.28587451191095
2011-01,236.50022549331007
2011-02,230.78728891708286
2011-03,235.18395769316874
2011-04,235.67414274806532
2011-05,238.02318353912568
2011-06,230.5883698869357
2011-07,233.84522667112657
2011-08,214.29718789708056
2011-09,197.60009701156696
2011-10,216.00662979069102
2011-11,207.60609313928666
2011-12,216.28384919986848
2012-01,234.90403175851975
2012-02,241.96457147330753
2012-03,236.09153919037294
2012-04,239.66492803023843
2012-05,230.02180595049936
2012-06,232.48212357603214
2012-07,249.48450507618585
2012-08,242.70708117238672
2012-09,250.37512840845358
2012-10,250.53869953175635
2012-11,255.08015829297705
2012-12,259.9369385593242
2013-01,258.75990954140303
2013-02,272.75766019454284
2013-03,272.9855756338565
2013-04,272.37482981102977
2013-05,265.01401139243853
2013-06,248.7860766269032
2013-07,249.422036917304
2013-08,250.9370781885365
2013-09,258.4589533411345
2013-10,268.4781502603305
2013-11,265.6970123101182
2013-12,258.480413529013
2014-01,250.46562599145233
2014-02,255.8220394950532
2014-03,259.80558715373104
2014-04,261.2950714480872
2014-05,272.94890971103206
2014-06,276.1526606201462
2014-07,292.97877691867
2014-08,299.50299201360826
2014-09,288.3657354247752
2014-10,298.4455977131851
2014-11,295.4115493050128
2014-12,298.75428838730994
2015-01,323.6733547629846
2015-02,336.32257073570736
2015-03,351.34437674818645
2015-04,359.5038672299777
2015-05,356.3679738491163
2015-06,335.8074088770682
2015-07,319.8538879157169
2015-08,282.9923729218696
2015-09,276.854872095257
2015-10,302.3637794582376
2015-11,308.92875554618206
2015-12,300.714151827945
2016-01,277.9989549388283
2016-02,275.8857601189368
2016-03,293.14268582444856
2016-04,291.3329773922712
2016-05,294.2272233224765
2016-06,301.28157513433166
2016-07,315.97607652783825
2016-08,324.08902255911335
2016-09,327.67780801619
2016-10,330.00664153089366
2016-11,334.96333608769066
2016-12,332.83182402653864
2017-01,344.0797086756711
2017-02,361.2822678423427
2017-03,369.09453203225786
2017-04,368.1073729679107
2017-05,366.26007773690026
2017-06,368.6862192981314
2017-07,374.3343528688488
2017-08,375.6726692157603
2017-09,377.8331173540181
2017-10,397.94918440442166
2017-11,391.63965838670606
2017-12,400.26951843456567
2018-01,412.8651623481859
2018-02,402.4802712081354
2018-03,390.73273251370205
2018-04,400.6787874756058
2018-05,412.3136969638866
2018-06,395.8105579481975
2018-07,397.3430526880733
2018-08,394.3462414393182
2018-09,392.45139106660315
2018-10,359.8837856702107
2018-11,374.3228681443747
2018-12,359.45995709989376
2019-01,387.4145048544652
2019-02,400.2140455755642
2019-03,409.4202600410731
2019-04,417.9750448961858
2019-05,388.2807703386198
2019-06,406.6052005896308
2019-07,411.9281941934478
2019-08,397.66513661621724
2019-09,408.39798434358823
2019-10,415.10499113357093
2019-11,422.16763110248803
2019-12,440.38032835351675
2020-01,428.3387064477263
2020-02,415.13464457439034
2020-03,361.5612871981194
2020-04,395.9044845242822
2020-05,389.399464771054
2020-06,417.68241364850593
2020-07,427.22318929797984
2020-08,438.66652888752657
2020-09,436.0591747926526
2020-10,450.0223347438543
2020-11,478.28075964384027
2020-12,497.09165556478774
2021-01,521.081050887021
2021-02,526.7899194090171
2021-03,530.3104860040756
2021-04,534.3689205578669
2021-05,530.049369690743
2021-06,545.0988002648975
2021-07,504.75067049011056
2021-08,512.8766963002512
2021-09,498.34340783245267
2021-10,509.41215829476545
2021-11,500.5268936698561
2021-12,503.5700858976341
2022-01,488.6234853992418
2022-02,484.14470863626127
2022-03,482.75504691449436
2022-04,479.5541704533704
2022-05,477.34684177771487
2022-06,461.71315783387206
2022-07,467.48119902046466
2022-08,470.08405294125777
2022-09,417.18227791534576
2022-10,391.31109150081795
2022-11,450.3740538221459
2022-12,435.96012064146015
2023-01,473.143843849514
2023-02,450.3215311294472
2023-03,452.8259634039143
2023-04,434.46882626255706
2023-05,435.8353537921756
2023-06,437.9556529201584
2023-07,460.2903925417091
