Date,WORLD ex AUSTRALIA
1998-12,100.0
1999-01,105.59917937413056
1999-02,106.32153943509701
1999-03,112.59338294301503
1999-04,119.31434321303625
1999-05,116.68027168440693
1999-06,123.47452541232245
1999-07,118.59818661198692
1999-08,120.02879535711253
1999-09,117.85737133522353
1999-10,125.71856463961306
1999-11,134.86791196215387
1999-12,146.47039214237773
2000-01,141.41366985233142
2000-02,144.12187454502143
2000-03,155.14285438811982
2000-04,155.97975928717608
2000-05,149.3821155666672
2000-06,149.18102135225533
2000-07,150.02903979574873
2000-08,161.4761266553542
2000-09,153.99602631913126
2000-10,157.7143157675032
2000-11,144.07516622548093
2000-12,135.6968907624931
2001-01,139.59677091040768
2001-02,129.15053009708694
2001-03,125.577526303912
2001-04,134.37579400876734
2001-05,138.68393295729797
2001-06,134.3652259255749
2001-07,128.33837380635075
2001-08,117.5753720309589
2001-09,106.98711974503028
2001-10,110.13571910297001
2001-11,117.30205062741187
2001-12,118.6741772400676
2002-01,118.94632162518481
2002-02,117.31323104146622
2002-03,121.46109024276973
2002-04,113.55498083878177
2002-05,109.59833545491321
2002-06,97.34763234913069
2002-07,89.77147000608485
2002-08,89.86069697433264
2002-09,79.26389968214914
2002-10,84.96023373411576
2002-11,89.17361005793185
2002-12,80.37370383171948
2003-01,76.09896342754087
2003-02,74.46353314144216
2003-03,73.24700180804322
2003-04,77.9806491158803
2003-05,78.24266403175425
2003-06,81.47805297922547
2003-07,84.84791660561396
2003-08,88.84913346539469
2003-09,84.21225935509995
2003-10,89.31295742238986
2003-11,87.96128888854982
2003-12,88.79064413022462
2004-01,91.63331311139319
2004-02,93.09478377667226
2004-03,93.45713676786528
2004-04,93.92972218910721
2004-05,93.0533116577322
2004-06,95.35897552649136
2004-07,93.14766642736747
2004-08,92.65554937865764
2004-09,92.28646743448327
2004-10,92.23700747812225
2004-11,92.85534490322483
2004-12,94.24940612627344
2005-01,95.99679605620474
2005-02,97.21284277120672
2005-03,97.4089551837791
2005-04,95.91554772572962
2005-05,102.10920955293547
2005-06,104.92699971519075
2005-07,108.26353099369021
