Date,ACWI ex CANADA
2000-12,100.0
2001-01,103.44066789581294
2001-02,95.96783656181235
2001-03,93.12780097387838
2001-04,99.58535685862952
2001-05,102.87340866215288
2001-06,99.83222457186025
2001-07,95.02602775833921
2001-08,87.3107703925162
2001-09,79.11134783899435
2001-10,81.71048359657884
2001-11,87.17889568534113
2001-12,88.45429104680456
2002-01,88.92032187948848
2002-02,87.8286175009563
2002-03,91.0018216325301
2002-04,85.23440029430323
2002-05,82.2372467252206
2002-06,73.01066355319226
2002-07,67.4090615851195
2002-08,67.52376859627073
2002-09,59.593521653331145
2002-10,63.88970850831321
2002-11,67.0546427929023
2002-12,60.45777626114381
2003-01,57.28444228154642
2003-02,55.96077342349593
2003-03,55.04724959641246
2003-04,58.62812978792713
2003-05,58.791082334135744
2003-06,61.3298721215404
2003-07,63.970800390533356
2003-08,67.06920210366619
2003-09,63.59707653690071
2003-10,67.54452170500254
2003-11,66.46150373670775
2003-12,67.1604643715799
2004-01,69.35394478081548
2004-02,70.59151496884876
2004-03,70.96343072090761
2004-04,71.15295760585445
2004-05,70.35726636920988
2004-06,71.97410024030839
2004-07,70.34375546323469
2004-08,70.12253308536528
2004-09,69.93868064512074
2004-10,69.88106318785832
2004-11,70.55685412592534
2004-12,71.69849828014813
2005-01,73.21657183256484
2005-02,74.33581721672063
2005-03,74.1683560969107
2005-04,73.0933030936488
2005-05,77.84034240646676
2005-06,80.07500034592562
2005-07,82.71946664254504
2005-08,82.1862491565648
2005-09,86.27628127751323
2005-10,84.63880523314286
2005-11,89.07161425659268
2005-12,91.15946056978639
2006-01,92.79748719909001
2006-02,94.42907989258983
2006-03,95.00754417189572
2006-04,94.26560632992276
2006-05,88.76152437182147
2006-06,89.17745442405335
2006-07,89.97502129302119
2006-08,91.98041008135716
2006-09,94.16967176140261
2006-10,96.93480246716747
2006-11,95.97491879613742
2006-12,98.72680421193718
2007-01,101.22530417791111
2007-02,99.01314278405007
2007-03,100.20221820836836
2007-04,102.01045104178381
2007-05,106.34877115232933
2007-06,105.64697849438521
2007-07,102.59465612299809
2007-08,102.72053393786459
2007-09,103.59399739128455
2007-10,105.596539634428
2007-11,99.74870989382502
2007-12,98.89561625567725
2008-01,89.5917351734779
2008-02,87.42692740618529
2008-03,82.67167390338489
2008-04,88.78474292336901
2008-05,90.12282314050871
2008-06,81.41869236655424
2008-07,80.24543234132767
2008-08,83.20237736495709
2008-09,76.37312363442749
2008-10,68.09473286240316
2008-11,63.55481854993179
2008-12,60.264151288652776
2009-01,59.66567868039492
2009-02,54.28071802109964
2009-03,56.178475072244105
2009-04,62.88676770683382
2009-05,64.47063612469842
2009-06,64.83926911376311
2009-07,69.70771421633
2009-08,71.48416257786717
2009-09,73.32275501533653
2009-10,71.63187833984666
2009-11,73.19438326881041
2009-12,78.14344983621989
2010-01,77.28675311482469
2010-02,79.56921925108489
2010-03,85.34811883405206
2010-04,86.95036263416488
2010-05,85.17399154479823
2010-06,82.78267261436226
2010-07,84.20213431890875
2010-08,83.23299099208049
2010-09,84.96568505582353
2010-10,86.49142428709135
2010-11,90.15530828093434
2010-12,93.87193856733938
2011-01,93.34875839638292
2011-02,95.1653102962628
2011-03,92.52795172432212
2011-04,92.25701828238671
2011-05,93.20519894855117
2011-06,91.01950783389319
2011-07,90.3616259602033
2011-08,83.43535744895992
2011-09,81.29492639145064
2011-10,86.58988122038531
2011-11,87.02079175806229
2011-12,90.14559280990198
2012-01,94.5880470180515
2012-02,97.28437817655197
2012-03,98.54076515851342
2012-04,97.9402311877364
2012-05,95.52598939416906
2012-06,97.7572894904367
2012-07,102.07664820942964
2012-08,101.8084656061787
2012-09,102.86882742440129
2012-10,101.43550059360955
2012-11,102.43555392044051
2012-12,103.37509272056197
2013-01,105.15471046981628
2013-02,109.22969085555599
2013-03,113.30167381975994
2013-04,113.7042663175797
2013-05,115.36444811441315
2013-06,111.78270546027676
2013-07,114.62370622979986
2013-08,112.97167355153573
2013-09,115.78573262859362
2013-10,119.9539181017999
2013-11,121.5782715875537
2013-12,122.20927001878914
2014-01,119.88499068182671
2014-02,122.7282587037891
2014-03,123.4856400306962
2014-04,123.82295372637572
2014-05,128.56167194701027
2014-06,130.34178181547546
2014-07,131.69778807042852
2014-08,136.73099224602944
2014-09,138.13518620883727
2014-10,140.45294281349638
2014-11,143.60781890725363
2014-12,145.09933909998483
2015-01,153.54979808200832
2015-02,163.06129048248218
2015-03,167.75613679684926
2015-04,165.2323993049372
2015-05,168.921496037218
2015-06,162.33495630778447
2015-07,165.379567358222
2015-08,151.87070632333507
2015-09,146.97859030142016
2015-10,160.34847343949173
2015-11,166.3873243094894
2015-12,159.10706025440163
2016-01,149.93954407297312
2016-02,148.09310999238687
2016-03,151.5581070773753
2016-04,152.766153069792
2016-05,157.55811194071563
2016-06,156.87805166626578
2016-07,162.61830822172405
2016-08,163.8254050319268
2016-09,163.3295443760065
2016-10,164.555417474004
2016-11,171.24751682517964
2016-12,175.97331130863154
2017-01,176.3866188292766
2017-02,184.69054423052867
2017-03,185.78510215448478
