Date,ACWI ex IRELAND
2015-12,2163.066733400423
2016-01,2040.6411955284575
2016-02,2018.2141299292243
2016-03,2067.0561790534807
2016-04,2087.0124793394375
2016-05,2149.8217218215964
2016-06,2141.6254220286883
2016-07,2219.347520612708
2016-08,2235.6351540649925
2016-09,2229.3167257085342
2016-10,2246.785466776473
2016-11,2339.391148172334
2016-12,2403.552003460358
2017-01,2410.0607515607667
2017-02,2519.98740991199
2017-03,2534.1522905853194
2017-04,2527.7221543570463
2017-05,2501.8756916088123
2017-06,2477.965618127089
2017-07,2464.227616713524
2017-08,2453.112186810636
2017-09,2514.5190318408563
2017-10,2604.802956944498
2017-11,2594.345162248374
2017-12,2617.4980305066665
2018-01,2665.5169603637264
2018-02,2608.334638125057
2018-03,2531.29742188768
2018-04,2601.20584202775
2018-05,2695.5788288746894
2018-06,2680.5546301830955
2018-07,2755.637875979355
2018-08,2793.046140685894
2018-09,2810.2198430715443
2018-10,2664.929214579715
2018-11,2706.1214704874446
2018-12,2491.44257931599
2019-01,2678.20423469075
2019-02,2770.8305492850286
2019-03,2845.337531626304
2019-04,2946.9140872716644
2019-05,2787.885348079431
2019-06,2906.762125653327
2019-07,2981.872855335183
2019-08,2943.246883388493
2019-09,3035.5811778068173
2019-10,3047.308020416911
2019-11,3158.471527644189
2019-12,3211.681694649435
2020-01,3217.3774498224893
2020-02,2983.71437175426
2020-03,2583.8627105655023
2020-04,2865.843512874367
2020-05,2944.497610284353
2020-06,3009.3838852025006
2020-07,3009.3367404590567
2020-08,3157.594959130126
2020-09,3116.367186471797
2020-10,3060.8758473349817
2020-11,3348.1963027013485
2020-12,3425.403128728432
2021-01,3434.310634156091
2021-02,3517.149895770078
2021-03,3728.9939012621485
2021-04,3800.1319818487214
2021-05,3799.7111303776237
2021-06,3969.2485756298847
2021-07,3996.852658996484
2021-08,4115.209344070121
2021-09,4018.6441330873
2021-10,4230.245630506748
2021-11,4244.989593622172
2021-12,4369.390626540043
2022-01,4215.0135676182745
2022-02,4098.275606880934
2022-03,4227.524650568527
2022-04,4101.6132014548675
2022-05,4043.8979057012407
2022-06,3794.90655076253
2022-07,4162.633792689675
2022-08,4065.285648956991
2022-09,3773.540730684456
2022-10,3965.777564351155
2022-11,4101.9335943655615
2022-12,3801.373615858884
2023-01,4002.9334159699442
2023-02,3981.5230365556345
2023-03,4006.080870669976
2023-04,3998.9482278901037
2023-05,4097.018282636277
2023-06,4235.958588753459
2023-07,4344.7309340413785
